,_root__momentum_factor,_root__risk_adjusted_momentum,alpha101__alpha001,alpha101__alpha002,alpha101__alpha003,alpha101__alpha004,alpha101__alpha005,alpha101__alpha006,alpha101__alpha007,alpha101__alpha008,alpha101__alpha009,alpha101__alpha010,alpha101__alpha011,alpha101__alpha012,alpha101__alpha013,alpha101__alpha014,alpha101__alpha015,alpha101__alpha016,alpha101__alpha017,alpha101__alpha018,alpha101__alpha019,alpha101__alpha020,alpha101__alpha021,alpha101__alpha022,alpha101__alpha023,alpha101__alpha024,alpha101__alpha025,alpha101__alpha026,alpha101__alpha027,alpha101__alpha028,alpha101__alpha029,alpha101__alpha030,alpha101__alpha031,alpha101__alpha032,alpha101__alpha033,alpha101__alpha034,alpha101__alpha035,alpha101__alpha036,alpha101__alpha037,alpha101__alpha038,alpha101__alpha039,alpha101__alpha040,alpha101__alpha041,alpha101__alpha042,alpha101__alpha043,alpha101__alpha044,alpha101__alpha045,alpha101__alpha046,alpha101__alpha047,alpha101__alpha048,alpha101__alpha049,alpha101__alpha050,alpha101__alpha051,alpha101__alpha052,alpha101__alpha053,alpha101__alpha054,alpha101__alpha055,alpha101__alpha056,alpha101__alpha057,alpha101__alpha058,alpha101__alpha059,alpha101__alpha060,alpha101__alpha061,alpha101__alpha062,alpha101__alpha063,alpha101__alpha064,alpha101__alpha065,alpha101__alpha066,alpha101__alpha067,alpha101__alpha068,alpha101__alpha069,alpha101__alpha070,alpha101__alpha071,alpha101__alpha072,alpha101__alpha073,alpha101__alpha074,alpha101__alpha075,alpha101__alpha076,alpha101__alpha077,alpha101__alpha078,alpha101__alpha079,alpha101__alpha080,alpha101__alpha081,alpha101__alpha082,alpha101__alpha083,alpha101__alpha084,alpha101__alpha085,alpha101__alpha086,alpha101__alpha087,alpha101__alpha088,alpha101__alpha089,alpha101__alpha090,alpha101__alpha091,alpha101__alpha092,alpha101__alpha093,alpha101__alpha094,alpha101__alpha095,alpha101__alpha096,alpha101__alpha097,alpha101__alpha098,alpha101__alpha099,alpha101__alpha100,alpha101__alpha101,alpha158__amount_mean_10_ratio,alpha158__amount_mean_20_ratio,alpha158__amount_mean_5_ratio,alpha158__amplitude_10,alpha158__amplitude_20,alpha158__amplitude_30,alpha158__amplitude_5,alpha158__amplitude_60,alpha158__downside_std_20,alpha158__downside_std_60,alpha158__gap_ratio,alpha158__intraday_range_ratio,alpha158__intraday_return,alpha158__kbar_body_ratio,alpha158__kbar_close_open_range_position,alpha158__kbar_high_low_ratio,alpha158__kbar_lower_shadow_ratio,alpha158__kbar_open_close_ratio,alpha158__kbar_upper_shadow_ratio,alpha158__ma_10_ratio,alpha158__ma_120_ratio,alpha158__ma_20_ratio,alpha158__ma_240_ratio,alpha158__ma_30_ratio,alpha158__ma_5_ratio,alpha158__ma_60_ratio,alpha158__price_range_position_10,alpha158__price_range_position_120,alpha158__price_range_position_20,alpha158__price_range_position_30,alpha158__price_range_position_5,alpha158__price_range_position_60,alpha158__price_volume_corr_10,alpha158__price_volume_corr_20,alpha158__price_volume_corr_30,alpha158__price_volume_corr_5,alpha158__price_volume_ratio,alpha158__ret_1,alpha158__ret_10,alpha158__ret_120,alpha158__ret_2,alpha158__ret_20,alpha158__ret_240,alpha158__ret_3,alpha158__ret_30,alpha158__ret_4,alpha158__ret_5,alpha158__ret_60,alpha158__return_mean_10,alpha158__return_mean_20,alpha158__return_mean_30,alpha158__return_mean_5,alpha158__return_mean_60,alpha158__roc_rank_10,alpha158__roc_rank_20,alpha158__roc_rank_30,alpha158__roc_rank_5,alpha158__roc_rank_60,alpha158__std_10,alpha158__std_120,alpha158__std_20,alpha158__std_240,alpha158__std_30,alpha158__std_5,alpha158__std_60,alpha158__turnover_amount_ratio,alpha158__volume_ma_10_ratio,alpha158__volume_ma_20_ratio,alpha158__volume_ma_30_ratio,alpha158__volume_ma_5_ratio,alpha158__volume_position_10,alpha158__volume_position_20,alpha158__volume_position_30,alpha158__volume_position_5,alpha158__volume_std_10,alpha158__volume_std_20,alpha158__volume_std_30,alpha158__volume_std_5,alpha191__alpha001,alpha191__alpha002,alpha191__alpha003,alpha191__alpha004,alpha191__alpha005,alpha191__alpha006,alpha191__alpha007,alpha191__alpha008,alpha191__alpha009,alpha191__alpha010,alpha191__alpha011,alpha191__alpha012,alpha191__alpha013,alpha191__alpha014,alpha191__alpha015,alpha191__alpha016,alpha191__alpha017,alpha191__alpha018,alpha191__alpha019,alpha191__alpha020,alpha191__alpha021,alpha191__alpha022,alpha191__alpha023,alpha191__alpha024,alpha191__alpha025,alpha191__alpha026,alpha191__alpha027,alpha191__alpha028,alpha191__alpha029,alpha191__alpha031,alpha191__alpha032,alpha191__alpha033,alpha191__alpha034,alpha191__alpha035,alpha191__alpha036,alpha191__alpha037,alpha191__alpha038,alpha191__alpha039,alpha191__alpha040,alpha191__alpha041,alpha191__alpha042,alpha191__alpha043,alpha191__alpha044,alpha191__alpha045,alpha191__alpha046,alpha191__alpha047,alpha191__alpha048,alpha191__alpha049,alpha191__alpha050,alpha191__alpha051,alpha191__alpha052,alpha191__alpha053,alpha191__alpha054,alpha191__alpha055,alpha191__alpha056,alpha191__alpha057,alpha191__alpha058,alpha191__alpha059,alpha191__alpha060,alpha191__alpha061,alpha191__alpha062,alpha191__alpha063,alpha191__alpha064,alpha191__alpha065,alpha191__alpha066,alpha191__alpha067,alpha191__alpha068,alpha191__alpha069,alpha191__alpha070,alpha191__alpha071,alpha191__alpha072,alpha191__alpha073,alpha191__alpha074,alpha191__alpha075,alpha191__alpha076,alpha191__alpha077,alpha191__alpha078,alpha191__alpha079,alpha191__alpha080,alpha191__alpha081,alpha191__alpha082,alpha191__alpha083,alpha191__alpha084,alpha191__alpha085,alpha191__alpha086,alpha191__alpha087,alpha191__alpha088,alpha191__alpha089,alpha191__alpha090,alpha191__alpha091,alpha191__alpha092,alpha191__alpha093,alpha191__alpha094,alpha191__alpha095,alpha191__alpha096,alpha191__alpha097,alpha191__alpha098,alpha191__alpha099,alpha191__alpha100,alpha191__alpha101,alpha191__alpha102,alpha191__alpha103,alpha191__alpha104,alpha191__alpha105,alpha191__alpha106,alpha191__alpha107,alpha191__alpha108,alpha191__alpha109,alpha191__alpha110,alpha191__alpha111,alpha191__alpha112,alpha191__alpha113,alpha191__alpha114,alpha191__alpha115,alpha191__alpha116,alpha191__alpha117,alpha191__alpha118,alpha191__alpha119,alpha191__alpha120,alpha191__alpha121,alpha191__alpha122,alpha191__alpha123,alpha191__alpha124,alpha191__alpha125,alpha191__alpha126,alpha191__alpha127,alpha191__alpha128,alpha191__alpha129,alpha191__alpha130,alpha191__alpha131,alpha191__alpha132,alpha191__alpha133,alpha191__alpha134,alpha191__alpha135,alpha191__alpha136,alpha191__alpha137,alpha191__alpha138,alpha191__alpha139,alpha191__alpha140,alpha191__alpha141,alpha191__alpha142,alpha191__alpha144,alpha191__alpha145,alpha191__alpha146,alpha191__alpha147,alpha191__alpha148,alpha191__alpha149,alpha191__alpha150,alpha191__alpha151,alpha191__alpha152,alpha191__alpha153,alpha191__alpha154,alpha191__alpha155,alpha191__alpha156,alpha191__alpha157,alpha191__alpha158,alpha191__alpha159,alpha191__alpha160,alpha191__alpha161,alpha191__alpha162,alpha191__alpha163,alpha191__alpha164,alpha191__alpha165,alpha191__alpha166,alpha191__alpha167,alpha191__alpha168,alpha191__alpha169,alpha191__alpha170,alpha191__alpha171,alpha191__alpha172,alpha191__alpha173,alpha191__alpha174,alpha191__alpha175,alpha191__alpha176,alpha191__alpha177,alpha191__alpha178,alpha191__alpha179,alpha191__alpha180,alpha191__alpha181,alpha191__alpha182,alpha191__alpha183,alpha191__alpha184,alpha191__alpha185,alpha191__alpha186,alpha191__alpha187,alpha191__alpha188,alpha191__alpha189,alpha191__alpha190,alpha191__alpha191
_root__momentum_factor,1.0,0.8918125760170992,0.1749035494286042,-0.13473335652995724,-0.08506806188902694,-0.4046587410513375,-0.32570237527643675,-0.08256248543244951,-0.21702868952938018,-0.03219053296226016,-0.09220209071554808,0.12754705949955406,-0.09016719548753632,-0.16176550207996632,-0.193614822828651,-0.06668707578957377,-0.122621064143561,-0.3401976335173461,-0.14313074916009882,-0.16939855936732678,-0.39452162613007036,0.0356176708996751,0.0,-0.015888867631736633,-0.1865979902916764,-0.34289410211276916,-0.08758947758797578,-0.17626137485607374,0.0,0.09111510494248481,-0.3348739105038911,0.030574233895133595,-0.622141640088633,-0.19930754671979306,-0.1530574429880355,-0.10062487910204244,-0.1053792150891761,0.023363429022668605,-0.24883147777835826,-0.3059154252014367,-0.37659378138855454,-0.2789090806553795,0.021713090977144515,-0.01419943729442738,-0.06762998884668142,-0.12661577781116026,-0.06973180272171574,-0.002103994067809104,-0.1306632674465825,0.03888703702605936,0.0,-0.16121237909479508,0.07092349400097779,0.039050998923389424,-0.011745535404569294,-0.21080965252563055,0.2888217227427079,0.08420481525290682,0.14285117559151983,0.00228884263144086,-0.19574329157062964,0.08567257742185766,0.03134507563517522,0.057217737860162037,-0.01400982703927843,-0.22698099864914775,0.1961076897742549,0.06282776120670844,0.037613720992086444,-0.019263887247747857,-0.22801118857081254,0.3346905182928494,0.08574411734067479,0.029448058769595515,-0.010658968139070687,-0.21171036343371089,0.30833348167167257,-0.014662346426973111,0.1311882441691014,0.008020361548670495,-0.19445913240505117,0.07835774074514482,0.04708038702754011,0.05723370510028057,-0.02858640507376778,-0.2169641617329528,0.21045186354710624,0.07770434970798769,0.037777325287054055,-0.020011767181315077,-0.22737971712115337,0.25523662156182886,0.09936808460955218,0.021151704309173663,-0.007765853226100604,-0.21191664616188163,0.3282962167215154,0.002828469407787077,0.19674538061315108,0.016188882137949733,-0.19073956051339025,0.07504491833626056,0.06130410135299469,0.37377599833068653,0.22838877879168462,0.42475650182235036,0.5257882216509011,0.40363346391527966,0.2606473627798452,0.5433420048102406,0.14046606946622767,0.0,0.0,-0.01833354313636844,0.45651515906616774,0.20390480956986792,0.3105757272615348,0.1452928472152476,0.45833843175465755,0.24618463306065025,0.20390480956986792,0.28001563049953404,0.5442325745818245,0.6601372541309736,0.8240852395624083,0.5338922266228613,0.9279467777595864,0.36104043590566237,0.8281702733634897,0.40869426668105197,0.5774840531139332,0.6589034286026628,0.7079008434104306,0.27075176234159193,0.6605075039150212,0.20451750652712397,0.1471752985377498,0.14324723387484106,0.17593601624546837,-0.21666045144229004,0.20081954526021203,0.6699098175867819,0.39903044992674797,0.2858475386894245,0.9999868546768531,0.2989108451264895,0.3536330648950226,0.7845920831274811,0.4109878813577863,0.46169325334239153,0.5442181383676236,0.6750857572244764,0.9967129979732784,0.7711617917279822,0.4668891894219354,0.5246787091269335,0.014754520203065887,0.001339720140315238,0.05663085436474023,0.015885768484521452,0.10734513242316862,0.48712025883894394,0.11056736357851245,0.4247853980998565,0.04458223270613492,0.28590591900711737,0.4512067927026412,0.1624301685410979,0.02310899769189105,0.1812549589544228,0.33876641343839325,0.45571793961635304,0.10355980305517204,0.16282754770780059,0.31720796892348685,0.4133817316959967,0.06848061966038285,0.25607046232676806,0.34272759537313824,0.24611730973873477,0.17663118750577536,-0.15891809700778217,-0.0026788894606762865,0.39614682219798286,0.0,0.17626137485607374,5.6617821586183374e-05,0.02109644614195779,-0.3380661373390252,0.335727964111051,-0.0015153030238715549,0.23088158225104813,-0.02651450958278683,0.021713090977144515,0.39377769739184876,-0.01833354313636844,-0.16121237909479508,-0.23447251317711676,0.46050020624675353,0.5091741308420198,0.5157119983417698,0.4963433806124944,0.12913676952019246,0.47838952400625473,0.6382177307913026,-0.6729134057722722,-0.45906863101906653,0.8857747004478753,0.32158278795611034,0.5121462131970321,0.6141685795272075,-0.122621064143561,-0.3437524328122797,-0.6050646803803406,-0.5034106516982332,0.15995667877743197,-0.029123059754070986,-0.1865979902916764,-0.210466010380305,0.6061801271376348,-0.43337116725622615,-0.2789090806553795,0.384695183806567,0.0318788400141948,0.2209328584421958,-0.7097474510762849,-0.6373250007987289,0.3587649582720766,-0.6063435353314662,0.6063948330677388,0.6063948896166231,0.7832650152940004,0.3956167542454725,-0.2087309021757599,0.8127646055174432,0.0,0.5061340371318489,0.5513038853435042,0.7887769847719736,0.5058701377715734,0.4644771283434463,0.05148830321506336,0.6119832172515677,0.12016292898456826,-0.3943572045192146,0.40270864525076217,0.7998530530432514,0.4793359397227852,0.6541320461171174,0.41807866828461,0.8982873501442026,-0.6660928575457283,-0.1232300723440907,0.22028136512891505,0.20651966233863628,0.18293725035291108,0.004066432028245963,0.4843591006255004,0.7657153030653057,0.18795652910703306,0.3184095441716556,-0.6527713954586465,-0.17739790449631188,0.6364247461557643,-0.06905578349391735,-0.05346523938876354,-0.3043294999468076,1.0000000000000002,0.4885611689457113,-0.1434237132902798,-0.19902822268823606,-0.17150825478069887,-0.17840700972960147,0.47828250299164177,0.30083656041841134,0.5825939507572592,0.4259329710481933,-0.28187995176651404,-0.193614822828651,0.34599636238161896,0.0,0.22918001456326778,-0.5690223368727952,-0.015888867631736633,-0.08506806188902694,0.872293868505553,-0.06084406496911002,-0.1068679904844416,0.4526515550367368,0.796373233208726,0.00028180121939545366,0.617626745432215,-0.16674369049019153,-0.18857153265568188,-0.014518303261316087,0.773444945234423,-0.06076595385321031,0.6644341385970615,-0.008162306472847877,-0.01419943729442738,-0.46158622654036047,0.642586011173749,0.007969184945651223,0.12169308732555315,-0.33347566151575625,0.023226185683761235,-0.32020141702423655,0.5608078354668712,0.0014804105972721436,-0.05292778011894905,0.08738179335800757,0.23110148103836367,0.6826361583418389,0.6235657930011737,0.8147090531805552,-0.06668707578957377,0.2262823196101105,-0.4420417954546407,-0.08256248543244951,-0.4071399505414906,-0.04727111752721326,-0.13237899820138835,0.10441137717079164,0.5158641050353714,0.05007442570269259,0.7500334050329732,-0.23199265705623054,-0.06207454706656023,0.07669341001569892,0.5372294757432032,0.4416291720128252,-0.020998875692263996,0.21278791764042132,0.16844913398478523,-0.252974844980652,-0.3393253277259641,0.45651515906616774,0.3603435163701824,-0.051265262910532475,0.2859675611410194,0.12503673904977292,-0.08758947758797578,0.18760778096072753,-0.09620539985225113,0.6417976519310586,0.49697499308598203,-0.33876641343839325,0.5934009157688346,-0.1306632674465825,0.002073103453920908,0.3003330279799219,0.029969644178365836,0.11697676728871413,0.34498068351390077,0.11830669086828406,0.5771694389261948,0.1483679390973845,0.1909506192868161,0.02078466129452333,-0.23830814547878693,-0.057142290097761554,-0.21394815001582912,-0.24883147777835826,-0.22236815777032123,0.33801720102664823,0.41513400843336534,0.18140955979341028,0.3260613738698386,-0.4479638706451903,0.09170422626576523
_root__risk_adjusted_momentum,0.8918125760170992,1.0,0.2098552932491216,-0.1710358059458945,-0.07582046187246001,-0.4362303102673273,-0.36247649466384924,-0.07355806962176155,-0.2170773502537672,-0.04731210456500707,-0.10271474544514686,0.14783784300934108,-0.0821521718905942,-0.1480831080489075,-0.2189974749807119,-0.061969084489759435,-0.13789130679050265,-0.30915096803702163,-0.18999939975565971,-0.14998186223005722,-0.42783991310069247,0.033706385591859456,0.0,-0.012421780466057884,-0.2108755427599676,-0.2845515235210088,-0.11133490163594188,-0.19355082445211327,0.0,0.10398037619861492,-0.3518349514358227,-0.00838020281989272,-0.6646472571738354,-0.19922036782842872,-0.1724337474267591,-0.12647268234992068,-0.16404952721898594,0.013946900500518535,-0.2245783310985128,-0.35804716990479063,-0.40485320302162686,-0.253768971600301,-0.011179054503316178,0.019117543523739493,-0.07262706227923338,-0.1454059981865922,-0.08482976604583366,-0.009116577221589784,-0.1589714067030278,0.03683639366583041,0.0,-0.1873150311547081,0.07789406355046223,0.06839862745904245,-0.015763905197941148,-0.18705635491990358,0.2171340442854154,0.08835048573729552,0.18443562042527986,0.0002112093861525907,-0.16589299799958446,0.02777086417539955,0.04475748798169361,0.08522633192323521,-0.027378199126985202,-0.2112187921542741,0.15003790495801816,0.07179345504146409,0.06467927778598383,-0.027784337323533567,-0.21038488325167987,0.29520773804550365,0.09180508259722957,0.05752939446919299,-0.015578977939651304,-0.18728007338260808,0.24006345700040344,-0.005825317334816161,0.1707113632842688,0.005926826683219459,-0.16377346655787664,0.025412301339132803,0.05934235042404041,0.08482943284299306,-0.042822116619568334,-0.19982290562371427,0.1702841350907973,0.08584023510688743,0.06492455980526732,-0.029534882999803565,-0.2093924069642259,0.18630419071118295,0.10507652600248166,0.048269538215260276,-0.013013504187045541,-0.18655645909581509,0.2635761511432268,0.011136333727592021,0.2479909308025082,0.01401414843177015,-0.15932747858873533,0.02701300900389104,0.07276509420936411,0.2893621318033733,0.15461180118665865,0.34262746430154173,0.4244853326633638,0.3061694548145447,0.17763187161974453,0.45315826899624995,0.05938858588692133,0.0,0.0,0.005786450173188886,0.3973321012908832,0.20713132429853556,0.26908142565265264,0.17197350830743477,0.3994466466668768,0.21433064787982967,0.20713132429853556,0.24943639730639733,0.5323298455765445,0.5599977764803615,0.7654800006792578,0.4720322171947994,0.842347283085201,0.3685045847638402,0.7269870852839406,0.4845447658527886,0.6047120812375423,0.7524898643634119,0.8026412220085767,0.3275366701068375,0.7211681365582343,0.24001693983652259,0.1648703863351054,0.10919502584131537,0.20000029046282428,-0.21910497835015647,0.2116281354492201,0.6266682450365265,0.3241284492692003,0.29387624552532793,0.8917509502766818,0.26444967472526315,0.3566971016145929,0.6892269918065494,0.4087777298380943,0.45317369374849004,0.4576400870124353,0.6278622264924395,0.8907031387942347,0.6805380954035558,0.4554450447158348,0.4417569462742837,0.02633677085738887,0.01663337140407153,0.07898633914842809,0.02189223662602342,0.1373929017537463,0.37296534400749687,0.02926705045430081,0.30510270128223826,0.01457585678890599,0.1839955504966544,0.3576846712392865,0.0632074428659515,-0.009700541347218459,0.20168695849995943,0.35862417963438675,0.46863772884252264,0.11997655821283919,0.18108732964637778,0.3413299441272697,0.43784869963204814,0.08193198858676282,0.2493217081847236,0.3117498247408961,0.20670553856044874,0.18351470558581934,-0.20311087383430307,-0.004961360367322355,0.39546179053357444,0.0,0.19355082445211327,3.986652077576084e-05,0.05670581724904915,-0.37158734168010815,0.36613080297786255,-0.006571123138977998,0.2348364550954438,0.009988341795024003,-0.011179054503316178,0.3961507391139656,0.005786450173188886,-0.1873150311547081,-0.24056372791001177,0.45230812926532954,0.49470227615400897,0.49794344795397144,0.47803744690046096,0.15050665958272183,0.5502347054707911,0.6076166217838861,-0.6669583213732354,-0.4415094278947041,0.791993963226437,0.38576797080387276,0.49113748170027494,0.5900182356440904,-0.13789130679050265,-0.33246835332439345,-0.5831900948047778,-0.4798366789708641,0.18661065970607543,-0.043513104934709536,-0.2108755427599676,-0.29241908453900306,0.656884601881871,-0.42478775127577495,-0.253768971600301,0.3743022260975959,0.056636587966048015,0.15876554900071232,-0.6779053675976016,-0.7326451223882328,0.4016255159285858,-0.6883745953516699,0.6884384733327938,0.6884385026230677,0.8081772083651921,0.4661298462318957,-0.17215915392741998,0.7545553791563286,0.0,0.5905273438798684,0.6368721432358488,0.7382169718868377,0.46560045574594605,0.4476866637433394,0.04575865220133946,0.7029765403019712,0.12957116224115434,-0.3998876082480201,0.4069147168348575,0.8469513113819633,0.5062097071188785,0.7457174039739394,0.34278515284767164,0.8248311688414702,-0.7613566756332522,-0.15583913771039162,0.15231193036814286,0.1986684830091208,0.1223650975119665,-0.015437261928759733,0.5510980487861264,0.8542013971153478,0.20491923082806363,0.23547134629057112,-0.7447668199990823,-0.20106679251931533,0.5929269453698824,-0.07441396939549673,0.08450077450653987,-0.3237558808084259,0.891812576017099,0.47553474620323544,-0.16710299190371614,-0.2366661132782852,-0.19697632531429163,-0.25045466478082407,0.44091103403938103,0.21590010111375815,0.6702300916644568,0.35053166795840335,-0.2962070001155734,-0.2189974749807119,0.26208108982417433,0.0,0.2560315744859953,-0.6211260315093263,-0.012421780466057884,-0.07582046187246001,0.8042981088908927,-0.08414017352308778,-0.12969180614280132,0.45351477274532864,0.841897945534946,-0.015835669257239404,0.7094809453059747,-0.13837132019764484,-0.17042342474952216,-0.0393832285219133,0.7106092906595661,-0.11848015072260405,0.6834685448251104,0.005581702002521096,0.019117543523739493,-0.4668168871503804,0.5766967459055108,-0.07056132360797657,0.1596717476123265,-0.4054717917533061,-0.009684539545065674,-0.4013706231798421,0.6573698187645752,-0.08968834077839644,-0.09863407798629789,0.11591863412970269,0.14910649886176655,0.7683006523728644,0.554606801965176,0.7141498993616097,-0.061969084489759435,0.23838785081934222,-0.4471867991821371,-0.07355806962176155,-0.3657737932499861,-0.04846751537280397,-0.17730894534887828,0.017860104263294253,0.5293753162774054,0.0784894606321797,0.6860858898799451,-0.24000962937091935,-0.03491923241017407,0.03719169958811903,0.4812223726028487,0.39038943786512564,-0.05150195312542155,0.07973438637454427,0.17468872478021147,-0.22781619446497883,-0.34522351545414587,0.3973321012908832,0.3378580938479967,-0.12781564611741686,0.2034780734336455,0.19389826374808122,-0.11133490163594188,0.14465390308651094,-0.07851826946897261,0.6038961609728944,0.4190062180804594,-0.35862417963438675,0.5432035520073948,-0.15897140670302784,-0.03136627699052518,0.25390625605482414,-0.005603764689160572,0.05456063229604275,0.2644281195245308,0.14450556906081932,0.6691350067488165,0.16037593358867577,0.17131766806129883,0.06327936061106951,-0.2144835700121554,-0.023282916987294833,-0.2084196713740611,-0.2245783310985128,-0.20349192066542124,0.269484022853522,0.34317553665500033,0.19379938369395372,0.24711271036410945,-0.4716562395146988,0.10486455909629157
