datetime,benchmark,score_equal_weight,score_ic_weighted,score_rule_based,score_ml_lightgbm,score_ml_ridge,score_ml_lasso
2024-11-01,0.0,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-04,0.014071941,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-05,0.025301933,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-06,-0.0050165653,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-07,0.030171871,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-08,-0.010046542,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-11,0.0065983534,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-12,-0.010987222,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-13,0.00615561,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-14,-0.017336965,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-15,-0.017523944,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-18,-0.004648745,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-19,0.0067107677,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-20,0.0022329092,0.011937921849398903,0.01196481402301619,0.011937921849398903,,,
2024-11-21,0.000885725,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-11-22,-0.030982912,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-11-25,-0.004555464,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-11-26,-0.0020555854,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-11-27,0.017410636,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-11-28,-0.008827686,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-11-29,0.011369705,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-12-02,0.007927895,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-12-03,0.0010790825,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-12-04,-0.0053973794,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-12-05,-0.002282083,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-12-06,0.013145089,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-12-09,-0.001653552,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-12-10,0.0073286295,0.0036282380256804636,0.00653723659221539,0.0036282380256804636,,,
2024-12-11,-0.0017042756,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-12,0.009945154,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-13,-0.023661435,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-16,-0.0054255724,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-17,0.0026048422,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-18,0.005063653,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-19,0.000905633,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-20,-0.00449121,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-23,0.0014843941,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-24,0.012741566,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-25,0.00048685074,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-26,0.00046420097,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-27,-0.0016176105,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-30,0.004526496,-0.005992514903938595,-0.005651339460253646,-0.005992514903938595,,,
2024-12-31,-0.016038835,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-02,-0.029101014,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-03,-0.011841714,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-06,-0.0016397238,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-07,0.0072009563,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-08,-0.001815021,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-09,-0.0024648905,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-10,-0.012540042,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-13,-0.0026711226,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-14,0.026334286,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-15,-0.0064153075,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-16,0.0011458397,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
2025-01-17,0.0031471252,-0.00061582603351229,0.0007153814789619961,-0.00061582603351229,,,
