factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,abs_rank_ic_mean,abs_rank_ic_ir,selected,drop_reason
alpha101__alpha041,-0.09499431858847791,0.04380345848299342,-2.1686488208541617,-0.12813085214532685,0.06287836014228329,-2.037757534633346,0.013774104683195593,0.12813085214532685,2.037757534633346,True,
alpha101__alpha042,0.12645407107007658,0.05912790059442036,2.138653153567396,0.1265451410082356,0.0627498920186053,2.0166591039027613,0.9559228650137741,0.1265451410082356,2.0166591039027613,True,
alpha101__alpha024,-0.10549997865645258,0.051936492294206285,-2.0313266067108176,-0.12822478108825414,0.0846947836229842,-1.513963146290593,0.01652892561983471,0.12822478108825414,1.513963146290593,True,
alpha101__alpha053,-0.08675168350648466,0.052658553726250536,-1.647437640567757,-0.08754408975484819,0.06243762124182,-1.4021048209987246,0.046831955922865015,0.08754408975484819,1.4021048209987246,True,
alpha101__alpha068,-0.0863975893458424,0.05361900022886675,-1.6113241384036232,-0.08630491875561827,0.0617798441781435,-1.396975338862238,0.05785123966942149,0.08630491875561827,1.396975338862238,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha063,-0.07855340885742866,0.04970140352987662,-1.5805068524917703,-0.0806060089608381,0.057995889851998335,-1.389857266894935,0.05509641873278237,0.0806060089608381,1.389857266894935,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha073,-0.08528418279718325,0.05244604578236138,-1.6261317993560913,-0.08629981970298928,0.06213954239924622,-1.388806810782632,0.046831955922865015,0.08629981970298928,1.388806810782632,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha058,-0.08475766655404093,0.05148963365892835,-1.6461112758246217,-0.08692323198747388,0.06294643082903312,-1.380908033110939,0.0440771349862259,0.08692323198747388,1.380908033110939,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha088,-0.08520080545655953,0.05342594295191175,-1.594745937067467,-0.08526182429814633,0.06175939449296612,-1.3805482550166022,0.06060606060606061,0.08526182429814633,1.3805482550166022,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha093,-0.08343812306285837,0.05200072013249778,-1.6045570686378599,-0.08481684855605998,0.06149580920943026,-1.3792297336426216,0.05509641873278237,0.08481684855605998,1.3792297336426216,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha083,-0.0856888442396058,0.05503366272719052,-1.5570260090515373,-0.08511204189627455,0.06172782733013977,-1.378827760145658,0.06887052341597796,0.08511204189627455,1.378827760145658,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha078,-0.08270415977059685,0.05066425255164616,-1.6323967216587243,-0.08508551314245996,0.06202595953936098,-1.3717726218885118,0.05234159779614325,0.08508551314245996,1.3717726218885118,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha098,-0.07950771740523688,0.049455450100823334,-1.6076634070288895,-0.08232631753697643,0.06087461966712042,-1.3523914890501154,0.049586776859504134,0.08232631753697643,1.3523914890501154,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha016,-0.09718649408448428,0.06693379751881853,-1.4519793839152808,-0.08502529846929294,0.0913818846091778,-0.9304393188313994,0.07713498622589532,0.08502529846929294,0.9304393188313994,True,
alpha101__alpha031,-0.10460257637234495,0.06685634849414464,-1.5645870396512334,-0.08486574419999039,0.09486087100297616,-0.8946338284973983,0.06336088154269973,0.08486574419999039,0.8946338284973983,True,
alpha101__alpha013,-0.048726992393629494,0.04114485360717242,-1.1842791533261245,-0.04607862238178989,0.055185460637628914,-0.8349775801340433,0.1184573002754821,0.04607862238178989,0.8349775801340433,True,
alpha101__alpha015,-0.03663883096591647,0.03455677535491419,-1.0602502863655128,-0.03596246689644139,0.045998672531694186,-0.7818153202500006,0.16804407713498623,0.03596246689644139,0.7818153202500006,True,
alpha101__alpha032,0.009910890144064221,0.07740638678661496,0.12803711108988236,0.0610004072108586,0.0858960096061399,0.710165786403403,0.17355371900826447,0.0610004072108586,0.710165786403403,True,
alpha101__alpha002,-0.039722274875723405,0.043774217842956646,-0.9074353999477525,-0.03517779646127244,0.05145560739155149,-0.6836533129147027,0.19008264462809918,0.03517779646127244,0.6836533129147027,True,
alpha101__alpha050,-0.04429153060677878,0.03876149643699578,-1.1426682320888129,-0.035185092884067674,0.05213924933057944,-0.6748292953161443,0.10192837465564739,0.035185092884067674,0.6748292953161443,True,
alpha101__alpha099,-0.04023175223639602,0.048606615929382035,-0.8277011568722783,-0.04412224876393996,0.06874002785816813,-0.6418712668400101,0.1790633608815427,0.04412224876393996,0.6418712668400101,True,
alpha101__alpha084,-0.04304233237652261,0.04699885928115209,-0.915816533312838,-0.041348055187123554,0.06558775914310823,-0.6304233553231295,0.17079889807162535,0.041348055187123554,0.6304233553231295,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha079,-0.03975213463693759,0.04996717607374595,-0.7955649640529594,-0.04348766625534964,0.07138738829913656,-0.6091785578864723,0.18181818181818182,0.04348766625534964,0.6091785578864723,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha064,-0.0438555599996146,0.04854200018010453,-0.9034559729079578,-0.041482582299426626,0.06871062233128934,-0.6037288106548898,0.17355371900826447,0.041482582299426626,0.6037288106548898,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha094,-0.040785371622834646,0.05125377691804339,-0.7957534854075613,-0.04287979905727647,0.07242245470952459,-0.5920787859133028,0.18181818181818182,0.04287979905727647,0.5920787859133028,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha059,-0.0391936339499498,0.051463144106699436,-0.7615864640661859,-0.043247801257505984,0.073635492798066,-0.5873227653423386,0.19559228650137742,0.043247801257505984,0.5873227653423386,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha074,-0.040507426691755666,0.052441407999474526,-0.7724320958766316,-0.04311839080420896,0.07387720354254562,-0.5836494715095332,0.1763085399449036,0.04311839080420896,0.5836494715095332,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha054,-0.03992681093575561,0.05292840878230861,-0.7543550213264903,-0.043073154910226175,0.07447007159720667,-0.578395508241217,0.18732782369146006,0.043073154910226175,0.578395508241217,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha089,-0.04204024408668868,0.05326553642586816,-0.7892578749337823,-0.042844400163502674,0.07487972167590116,-0.5721762742247406,0.18181818181818182,0.042844400163502674,0.5721762742247406,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha069,-0.041476358195148465,0.054093484603393985,-0.7667533067844943,-0.04269164803180195,0.07592836627778439,-0.5622621705781775,0.18457300275482094,0.04269164803180195,0.5622621705781775,True,
alpha101__alpha029,-0.06551461291401814,0.06614644801390145,-0.9904479360743524,-0.049683836596900566,0.09036013761700307,-0.5498424184288931,0.15702479338842976,0.049683836596900566,0.5498424184288931,True,
alpha101__alpha039,-0.07503239413163869,0.08284169653132847,-0.9057322251152049,-0.05777286267005538,0.10753286792256017,-0.5372577127921533,0.049586776859504134,0.05777286267005538,0.5372577127921533,True,
alpha101__alpha070,0.046260334659131555,0.0661841896455432,0.6989635274962785,0.04368231991716335,0.08895131324020326,0.4910812255149515,0.699724517906336,0.04368231991716335,0.4910812255149515,True,
alpha101__alpha023,-0.054885989693918225,0.0631307675370611,-0.8694015903053491,-0.04007446438760958,0.08239095263334935,-0.48639399238343867,0.0881542699724518,0.04007446438760958,0.48639399238343867,True,
alpha101__alpha035,-0.03535133810113194,0.06160463484095325,-0.5738421823682532,-0.03860959184663192,0.08201752694074081,-0.47074806186887436,0.209366391184573,0.03860959184663192,0.47074806186887436,True,
alpha101__alpha007,-0.052858904246779734,0.053754002529529485,-0.9833482486767746,-0.030235994660299744,0.0644381742367637,-0.46922488134447016,0.008264462809917356,0.030235994660299744,0.46922488134447016,True,
alpha101__alpha004,-0.06891207842072913,0.08190008222431017,-0.8414164741860803,-0.05068320917723923,0.11569026525465427,-0.43809398366990276,0.162534435261708,0.05068320917723923,0.43809398366990276,True,
alpha101__alpha026,-0.03665933408486601,0.04765398043598118,-0.7692816790848042,-0.02709976100505749,0.06374775452068651,-0.4251092639861293,0.1928374655647383,0.02709976100505749,0.4251092639861293,True,
alpha101__alpha040,-0.04612893914873529,0.06193240148203248,-0.7448272317054908,-0.036385995416840185,0.08721332002348806,-0.4172068602254886,0.19834710743801653,0.036385995416840185,0.4172068602254886,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha012,-0.03082963362108711,0.04835489113289104,-0.6375701174956584,-0.024463926280016892,0.06139963560956992,-0.3984376460404249,0.2369146005509642,0.024463926280016892,0.3984376460404249,True,
alpha101__alpha028,0.02879060512957256,0.05569732708554422,0.5169117915722193,0.029595644339766882,0.07455331778887134,0.3969728674393705,0.6336088154269972,0.029595644339766882,0.3969728674393705,True,
alpha101__alpha011,-0.009383023559101469,0.052810293486308856,-0.1776741415295113,-0.02303507842445664,0.06293816720588304,-0.3659953800228151,0.4049586776859504,0.02303507842445664,0.3659953800228151,True,
alpha101__alpha001,0.0399375207121085,0.06291493688145816,0.6347859934653864,0.030085878422308365,0.08474569930220753,0.3550136310164905,0.5840220385674931,0.030085878422308365,0.3550136310164905,True,
alpha101__alpha046,-0.03290631102392274,0.05859688810280248,-0.5615709654443057,-0.03068060147829184,0.09339731144819749,-0.32849555305784933,0.14049586776859505,0.03068060147829184,0.32849555305784933,True,
alpha101__alpha085,0.029543788226779624,0.06982489029198911,0.42311256205681613,0.028643980708241642,0.09036894175725158,0.3169670923577362,0.6170798898071626,0.028643980708241642,0.3169670923577362,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha101__alpha036,0.01448431216273408,0.05101605624343528,0.2839167358138922,0.021156058665605708,0.06753379670956823,0.31326624144334986,0.2644628099173554,0.021156058665605708,0.31326624144334986,True,
alpha101__alpha019,-0.07815082840597544,0.07540370888028762,-1.036432153888467,-0.039748537137121384,0.13762375645505326,-0.288820318242824,0.03856749311294766,0.039748537137121384,0.288820318242824,False,|rank_ic_ir|<=0.3
alpha101__alpha095,0.025348468896915857,0.07259740946679245,0.3491649231438591,0.026448519554506274,0.09557652325720502,0.27672611069279984,0.5482093663911846,0.026448519554506274,0.27672611069279984,False,|rank_ic_ir|<=0.3
alpha101__alpha065,0.02431160495745471,0.0704773604865256,0.3449562354439024,0.024337603230202853,0.09125587171728929,0.26669629879379986,0.581267217630854,0.024337603230202853,0.26669629879379986,False,|rank_ic_ir|<=0.3
alpha101__alpha047,0.020946761122307454,0.06355146633416338,0.3296031127301794,0.02378519594575816,0.08922315931998996,0.2665809653797948,0.5482093663911846,0.02378519594575816,0.2665809653797948,False,|rank_ic_ir|<=0.3
alpha101__alpha020,0.0022571037701427155,0.05112500458226137,0.04414872504335879,0.016378547302096882,0.062603664040667,0.2616228227705245,0.5371900826446281,0.016378547302096882,0.2616228227705245,False,|rank_ic_mean|<=0.02
alpha101__alpha018,-0.03092549816916111,0.06319726691655456,-0.4893486645553047,-0.01966967555709213,0.07644789243231212,-0.25729519717640215,0.30303030303030304,0.01966967555709213,0.25729519717640215,False,|rank_ic_mean|<=0.02
alpha101__alpha038,-0.06604886255064799,0.0843807943087226,-0.7827475800831658,-0.03016261633373908,0.1182788839546404,-0.25501268971481295,0.19559228650137742,0.03016261633373908,0.25501268971481295,False,|rank_ic_ir|<=0.3
alpha101__alpha005,-0.053539187147598005,0.06711756938071349,-0.797692580967968,-0.021745807294865357,0.08897026900337712,-0.24441656227924782,0.1790633608815427,0.021745807294865357,0.24441656227924782,False,|rank_ic_ir|<=0.3
alpha101__alpha017,-0.0308234074679885,0.06582994237747547,-0.46822777530692644,-0.021418491529692857,0.08988867679462219,-0.238277971080049,0.3085399449035813,0.021418491529692857,0.238277971080049,False,|rank_ic_ir|<=0.3
alpha101__alpha010,0.03625689784803532,0.08073297448757395,0.44909651946015955,0.02523387135128114,0.1079082911954163,0.2338455281956408,0.6694214876033058,0.02523387135128114,0.2338455281956408,False,|rank_ic_ir|<=0.3
alpha101__alpha075,0.020808376087158496,0.0722522086200995,0.2879964015573347,0.022266691737222313,0.09528550785703423,0.23368392778712074,0.5234159779614325,0.022266691737222313,0.23368392778712074,False,|rank_ic_ir|<=0.3
alpha101__alpha008,-0.03089446246466807,0.06633476271478277,-0.4657356294090309,-0.01978774562475259,0.0869639393695761,-0.2275396649254741,0.2837465564738292,0.01978774562475259,0.2275396649254741,False,|rank_ic_mean|<=0.02
alpha101__alpha034,-0.028818405206609977,0.07176003299057705,-0.40159409082760844,-0.020294490907224284,0.09316502951480135,-0.2178337839092301,0.3085399449035813,0.020294490907224284,0.2178337839092301,False,|rank_ic_ir|<=0.3
alpha101__alpha044,-0.0233241930440275,0.04392082194957878,-0.5310509232000197,-0.01217658293776424,0.05963665467778812,-0.2041795101276774,0.2837465564738292,0.01217658293776424,0.2041795101276774,False,|rank_ic_mean|<=0.02
alpha101__alpha090,0.015774619425467932,0.07031075304438766,0.2243557171903607,0.018064620864077435,0.09208072742182707,0.19618243002493208,0.5151515151515151,0.018064620864077435,0.19618243002493208,False,|rank_ic_mean|<=0.02
alpha101__alpha055,0.016401130095168626,0.07143616681347978,0.22959140764078323,0.01808126015307031,0.0941367918321631,0.19207431867135932,0.4903581267217631,0.01808126015307031,0.19207431867135932,False,|rank_ic_mean|<=0.02
alpha101__alpha014,-0.005674707729916333,0.05421806838217543,-0.10466451312717613,0.013333171352312337,0.07096160433099002,0.18789275521621113,0.4380165289256198,0.013333171352312337,0.18789275521621113,False,|rank_ic_mean|<=0.02
alpha101__alpha009,-0.030438099542932195,0.07590806222909688,-0.4009863860187534,-0.01690889687172345,0.10702926237610737,-0.15798386811547438,0.3085399449035813,0.01690889687172345,0.15798386811547438,False,|rank_ic_mean|<=0.02
alpha101__alpha048,0.0033575985313528444,0.045739860545334035,0.0734064007043711,-0.006219636420590154,0.04224685256672624,-0.14722129679995996,0.13774104683195593,0.006219636420590154,0.14722129679995996,False,|rank_ic_mean|<=0.02
alpha101__alpha033,-0.0318485454590358,0.09913310530119115,-0.32127053179936166,-0.018604458257937228,0.13155819141679334,-0.14141619049015278,0.29201101928374656,0.018604458257937228,0.14141619049015278,False,|rank_ic_mean|<=0.02
alpha101__alpha003,-0.012639898766839743,0.037869253574816915,-0.33377734107876067,-0.006206361043173616,0.04734058902965965,-0.1311002074622525,0.36363636363636365,0.006206361043173616,0.1311002074622525,False,|rank_ic_mean|<=0.02
alpha101__alpha037,-0.0438225410534139,0.07710741946747285,-0.5683310549888145,-0.011843645202234692,0.09325660922805803,-0.1270005986736145,0.1046831955922865,0.011843645202234692,0.1270005986736145,False,|rank_ic_mean|<=0.02
alpha101__alpha006,-0.003911710881676555,0.055622554326034024,-0.07032598428953643,0.008631992576156147,0.06880573164691083,0.12545455690309046,0.4573002754820937,0.008631992576156147,0.12545455690309046,False,|rank_ic_mean|<=0.02
alpha101__alpha091,0.011306112198385756,0.060304280146118265,0.18748440692751592,0.00923112914641557,0.07476005497148941,0.12347675707215525,0.5041322314049587,0.00923112914641557,0.12347675707215525,False,|rank_ic_mean|<=0.02
alpha101__alpha056,0.010830126932110815,0.060476065666254464,0.17908120862025595,0.008334513712228228,0.07497241602330094,0.11116773547270925,0.4931129476584022,0.008334513712228228,0.11116773547270925,False,|rank_ic_mean|<=0.02
alpha101__alpha100,0.008259931859119447,0.06911124576372184,0.11951646606629807,0.009494421034391933,0.09045719763068741,0.10496037112663074,0.509641873278237,0.009494421034391933,0.10496037112663074,False,|rank_ic_mean|<=0.02
alpha101__alpha060,0.006893772976423486,0.06936778227918002,0.09938003998280592,0.008863914541915726,0.08893016607348242,0.09967275372668855,0.4903581267217631,0.008863914541915726,0.09967275372668855,False,|rank_ic_mean|<=0.02
alpha101__alpha101,0.009223412219509647,0.06462541695348246,0.1427211251286577,0.008067927073383666,0.08172454553796572,0.09872097813790415,0.5041322314049587,0.008067927073383666,0.09872097813790415,False,|rank_ic_mean|<=0.02
alpha101__alpha080,0.006834698325499991,0.06897468488080646,0.09908995361574863,0.008321293473558094,0.0901847876915315,0.09226936922023134,0.4820936639118457,0.008321293473558094,0.09226936922023134,False,|rank_ic_mean|<=0.02
alpha101__alpha071,0.009103895133163767,0.06094310794347058,0.14938350603333736,0.0068738535164473685,0.07666810981593594,0.08965727122985097,0.46831955922865015,0.0068738535164473685,0.08965727122985097,False,|rank_ic_mean|<=0.02
alpha101__alpha045,-0.002028160777222591,0.045595105239170174,-0.04448198477849381,0.0055108352516967055,0.06444121264569228,0.0855172493726356,0.4628099173553719,0.0055108352516967055,0.0855172493726356,False,|rank_ic_mean|<=0.02
alpha101__alpha097,0.021484090213713208,0.07325483586758573,0.29327879803795487,0.007992461331317816,0.09402580905786957,0.08500284561655554,0.5619834710743802,0.007992461331317816,0.08500284561655554,False,|rank_ic_mean|<=0.02
alpha101__alpha086,0.007565402685575856,0.06344693679520381,0.11923984147565266,0.005958865087507445,0.07928407504194408,0.07515841087072019,0.4765840220385675,0.005958865087507445,0.07515841087072019,False,|rank_ic_mean|<=0.02
