factor,date,quantile,ret
_root__momentum_factor,2024-11-29,Q1,0.0593395929722472
_root__momentum_factor,2024-11-29,Q2,0.06439120029994781
_root__momentum_factor,2024-11-29,Q3,0.07274768484256024
_root__momentum_factor,2024-11-29,Q4,0.06921813928831619
_root__momentum_factor,2024-11-29,Q5,0.0816114325280219
_root__momentum_factor,2024-12-02,Q1,0.05244201414871844
_root__momentum_factor,2024-12-02,Q2,0.049876843368219154
_root__momentum_factor,2024-12-02,Q3,0.0708335437921268
_root__momentum_factor,2024-12-02,Q4,0.05644077561497859
_root__momentum_factor,2024-12-02,Q5,0.07309762980980733
_root__momentum_factor,2024-12-03,Q1,0.05873423284819781
_root__momentum_factor,2024-12-03,Q2,0.05667632397002029
_root__momentum_factor,2024-12-03,Q3,0.057914328558326005
_root__momentum_factor,2024-12-03,Q4,0.0657416128394605
_root__momentum_factor,2024-12-03,Q5,0.0638421689032902
_root__momentum_factor,2024-12-04,Q1,0.06534650039784128
_root__momentum_factor,2024-12-04,Q2,0.06455175232096319
_root__momentum_factor,2024-12-04,Q3,0.06671341027332707
_root__momentum_factor,2024-12-04,Q4,0.07255760994389857
_root__momentum_factor,2024-12-04,Q5,0.07258843926017061
_root__momentum_factor,2024-12-05,Q1,0.07696835929644932
_root__momentum_factor,2024-12-05,Q2,0.06930515830259261
_root__momentum_factor,2024-12-05,Q3,0.06380878409273165
_root__momentum_factor,2024-12-05,Q4,0.06617267977699044
_root__momentum_factor,2024-12-05,Q5,0.08521804866716115
_root__momentum_factor,2024-12-06,Q1,0.05860510468648681
_root__momentum_factor,2024-12-06,Q2,0.05554647385456799
_root__momentum_factor,2024-12-06,Q3,0.05312236604668048
_root__momentum_factor,2024-12-06,Q4,0.06809732876394241
_root__momentum_factor,2024-12-06,Q5,0.06698172663606615
_root__momentum_factor,2024-12-09,Q1,0.08663272704213416
_root__momentum_factor,2024-12-09,Q2,0.06167394805967083
_root__momentum_factor,2024-12-09,Q3,0.04759457431566676
_root__momentum_factor,2024-12-09,Q4,0.061592352550917676
_root__momentum_factor,2024-12-09,Q5,0.06207064296717232
_root__momentum_factor,2024-12-10,Q1,0.06188986537663661
_root__momentum_factor,2024-12-10,Q2,0.038763676138121685
_root__momentum_factor,2024-12-10,Q3,0.03064845485823303
_root__momentum_factor,2024-12-10,Q4,0.058548546780455284
_root__momentum_factor,2024-12-10,Q5,0.04943601846337235
_root__momentum_factor,2024-12-11,Q1,0.06638582521619578
_root__momentum_factor,2024-12-11,Q2,0.034736958733360294
_root__momentum_factor,2024-12-11,Q3,0.027113609324573976
