,alpha101__alpha001,alpha101__alpha002,alpha101__alpha003,alpha101__alpha004,alpha101__alpha005,alpha101__alpha006,alpha101__alpha007,alpha101__alpha008,alpha101__alpha009,alpha101__alpha010,alpha101__alpha011,alpha101__alpha012,alpha101__alpha013,alpha101__alpha014,alpha101__alpha015,alpha101__alpha016,alpha101__alpha017,alpha101__alpha018,alpha101__alpha019,alpha101__alpha020,alpha101__alpha021,alpha101__alpha022,alpha101__alpha023,alpha101__alpha024,alpha101__alpha025,alpha101__alpha026,alpha101__alpha027,alpha101__alpha028,alpha101__alpha029,alpha101__alpha030,alpha101__alpha031,alpha101__alpha032,alpha101__alpha033,alpha101__alpha034,alpha101__alpha035,alpha101__alpha036,alpha101__alpha037,alpha101__alpha038,alpha101__alpha039,alpha101__alpha040,alpha101__alpha041,alpha101__alpha042,alpha101__alpha043,alpha101__alpha044,alpha101__alpha045,alpha101__alpha046,alpha101__alpha047,alpha101__alpha048,alpha101__alpha049,alpha101__alpha050,alpha101__alpha051,alpha101__alpha052,alpha101__alpha053,alpha101__alpha054,alpha101__alpha055,alpha101__alpha056,alpha101__alpha057,alpha101__alpha058,alpha101__alpha059,alpha101__alpha060,alpha101__alpha061,alpha101__alpha062,alpha101__alpha063,alpha101__alpha064,alpha101__alpha065,alpha101__alpha066,alpha101__alpha067,alpha101__alpha068,alpha101__alpha069,alpha101__alpha070,alpha101__alpha071,alpha101__alpha072,alpha101__alpha073,alpha101__alpha074,alpha101__alpha075,alpha101__alpha076,alpha101__alpha077,alpha101__alpha078,alpha101__alpha079,alpha101__alpha080,alpha101__alpha081,alpha101__alpha082,alpha101__alpha083,alpha101__alpha084,alpha101__alpha085,alpha101__alpha086,alpha101__alpha087,alpha101__alpha088,alpha101__alpha089,alpha101__alpha090,alpha101__alpha091,alpha101__alpha092,alpha101__alpha093,alpha101__alpha094,alpha101__alpha095,alpha101__alpha096,alpha101__alpha097,alpha101__alpha098,alpha101__alpha099,alpha101__alpha100,alpha101__alpha101
alpha101__alpha001,1.0,-0.14651351368219676,-0.010226660844033642,-0.2682257636861553,-0.27710255392789923,-0.03514255597369452,-0.12805257664769132,-0.21217199005248288,-0.22553912993317343,0.24087344428227822,0.07152976125058783,-0.13703313483203808,-0.11377308485573882,-0.05394667043292845,-0.05703722979424427,-0.1190133879170456,-0.1737992678412173,-0.16206917077413288,-0.289264199694862,-0.016431302428225058,0.3316162573895718,-0.08677683525077912,-0.39372719371585135,-0.11495583619904803,-0.2884227552714097,-0.06396071177868567,0.0,-0.036686942423157246,-0.20718675211505808,-0.44745965418364464,-0.3850053389624978,-0.16647927015286304,-0.3035472373570181,-0.32719418279054285,-0.28956080516675875,-0.03492752254105176,-0.2128349362094493,-0.47561980807107035,-0.3527458931769229,-0.06980239574670216,0.0163359569628662,-0.02549372751408354,-0.11804447252716915,-0.11830563910000727,-0.08905804929883035,-0.18921056185893384,-0.23800328740832385,-0.09898649515515738,0.0,-0.05112069489652974,-0.10448644594243583,0.291042204847115,0.021719312213802917,-0.0441151032869622,-0.3595036585382119,-0.08109054514194412,0.29639017078999774,0.019478480383880878,-0.05297360865548252,-0.3943394773638425,-0.10672375659720913,0.3682364070350479,0.0025614521313146632,-0.07513352015283553,-0.37801713995905434,-0.09294683301734619,0.3101542019423962,0.020598818508194915,-0.04384911436448415,-0.31982401333004246,-0.0957068601361844,0.29752219082168985,0.020210094236953788,-0.04913150835311117,-0.3653318903660241,-0.1070927863711745,0.3064025081555861,0.018531126970467836,-0.058728390928371794,-0.387611401636156,-0.1026873206773589,0.3682645730609792,0.01797946723506217,-0.0800205827797696,-0.33945234874848346,-0.10722490272574764,0.31371957534430195,0.01967715348341958,-0.04607454404567239,-0.3706083528965065,-0.0823169941157624,0.3051870628167867,0.017842958508311878,-0.054417562412905546,-0.3700498230121315,-0.10204682899707619,0.2693145543095147,0.01737804915312181,-0.06750768135905898,-0.3281470684368304,-0.0951678344858612
alpha101__alpha002,-0.14651351368219676,1.0,-0.011201286946694053,0.2561980433555186,0.20872423070364057,-0.006331100007508383,0.22693174427643167,0.2038534543517926,0.05648766989882372,-0.05570222818025877,0.047518065319644864,0.15180162560684662,0.29022610536132926,-0.006811347979751144,0.11264565298584037,0.2118641071849923,0.1826299540082374,0.009591772326006616,0.3271325541590488,-0.03272282554020533,-0.30828403496402884,0.06154715407607046,0.12110837761304256,0.08149689532593454,0.07389386511825306,0.27479567737215027,0.0,-0.06029880517075732,0.2618152936520969,0.06609059888016286,0.28596937846107434,0.09983333446366495,0.1151613511461559,0.06310787563131845,0.24064727312032871,0.05683951429905185,0.08561577803990132,0.25574320376685833,0.30754039312064363,0.16589599800061083,-0.01738393682956848,0.020977972795373136,0.13543050455276348,0.20432220715864877,0.12705963484865376,0.18000608387094855,0.26512160971696097,0.029567950186334485,0.0,0.2101822071891954,-0.24251331148472993,-0.18699516526753507,0.004420942751544228,0.12263861062752478,0.19482725644296933,-0.274828642032324,-0.17568799043999492,-0.011504488979768102,0.1372289735655322,0.06879969238867924,-0.1491333563829426,-0.19373478165256017,-0.08905013424156345,0.14940857933641163,0.05725516691629354,-0.20984949406843642,-0.19606812433815254,0.009486649910155806,0.11803414179669333,0.016551371652719245,-0.2716361076726421,-0.18285067704552715,-0.0023997931775378532,0.1292290611262543,0.17739085817016495,-0.13376792140391416,-0.1672903336358943,-0.031577817048324554,0.14620601808758135,0.050031862849757434,-0.16968920594148315,-0.18635137669357532,0.010027264877303661,0.13564836822082746,0.026081977479010168,-0.24068279612334303,-0.19121484385826162,0.0035195108203219553,0.1231367134458821,0.1870650904177663,-0.275118810363834,-0.1749636885148779,-0.013864246642748225,0.13811669064217175,0.15367195511951443,-0.15182093825198043,-0.18623292431181757,-0.054316461995383605,0.14333059045991686,0.0389626663927109,-0.20857838175054966
alpha101__alpha003,-0.010226660844033642,-0.011201286946694053,1.0,0.024142069097578704,0.0127477386317353,0.5079466372075573,0.19178179712393031,-0.01345867755020299,-0.0021839682788624055,-0.006695624635187931,0.053720345036310985,0.032442852296902684,0.2417443684982023,0.4274699658350775,0.17439342424210835,0.1999154597662927,-0.00028131454392237064,0.09553066365383801,0.012076762228407657,0.010995290896901176,0.01476066887815284,-0.033194590922746514,0.010461097318239928,0.06479722270592472,0.009281960294509374,0.12832831101116796,0.0,-0.11025973146683435,0.03624306900876286,0.04587618284452864,0.044157785457685485,0.05441934435665722,0.008150567327489226,-0.005944057345284204,0.09293825918660883,0.046269770668924466,0.03594592574221606,0.0024681433678493928,-0.03665635496005836,0.3901265084156716,0.012967239400419037,0.011190266179271147,0.12322253198656062,0.2007251242279191,0.026539763604291982,-0.03126984591794158,-0.0017523102040763723,-0.0020075175109015336,0.0,0.36537397154842255,-0.22963787141134354,0.011517685324414587,0.24501473839908963,0.6522274751628507,-0.05425219195862012,-0.15124120388369666,0.005369365457861681,0.24709443613397153,0.6210027369304876,0.0019462279088831322,-0.3599209611721677,-0.00018244230341939833,0.27496861489565183,0.4779380046527271,0.009872231788362116,-0.2719518855273474,0.0271582912362872,0.2505675382871998,0.6115429005140655,-0.009793946610008382,-0.1898639626124627,0.013260587236640075,0.2568837782991845,0.6823161901613933,-0.05294160914345295,-0.3484424321184479,0.006162864645859659,0.24699770178717503,0.5473667369035384,-0.0005068958333535844,-0.3223244229221283,-0.004090142307827588,0.2614966539706847,0.39718812930848174,0.013530888634223233,-0.23013142643260368,0.027707119227078324,0.2691509560646683,0.6533749991839825,-0.04438582291935321,-0.15070725564144974,0.014335578652531891,0.2625946817124761,0.6221511581772017,-0.050111958703287975,-0.3513569148640287,-0.002168782957328817,0.2384957650222258,0.468562095939038,-0.00021760279704718407,-0.2769216883881742
alpha101__alpha004,-0.2682257636861553,0.2561980433555186,0.024142069097578704,1.0,0.3658521526123488,0.036159525759183075,0.3250298511914639,0.35995087607379317,0.08936003719435337,-0.0964828568744594,0.06029812402494599,0.12073210427537284,0.21643595521296874,0.026141235777476315,0.11245430794125971,0.21126556271905053,0.301564879178112,0.09898485781694588,0.5141425416150498,0.007428827121447324,-0.45557906637928924,0.07765529074099964,0.2882898447953922,0.14364551181477975,0.16192615053436174,0.17651696109550763,0.0,-0.08075732919678624,0.42129524573640065,0.24727152557330553,0.49022404849529194,0.2086914646794774,0.16377190946133935,0.1296899555250558,0.41795492750848473,0.053390529577967735,0.14978664855137672,0.384416334019041,0.4957392795186737,0.12502997085806908,-0.012730062805792952,0.0031887539366499632,0.2101843557302719,0.15966569518919305,0.1004399310670209,0.2816828888379101,0.44084363875644533,0.03821636085549544,0.0,0.13671305225756272,-0.022974291258454765,-0.26470855563262863,0.0019286099364098214,0.10443032511749345,0.32127583160771184,-0.08852023655330081,-0.2505464711650447,-0.008692806909166252,0.10501479986356918,0.13549775534854505,0.02392425102330784,-0.29139131111780087,-0.026432930023922836,0.12420451726961783,0.11167137986920941,0.0006472169139073898,-0.2801709126603326,0.010328130229720974,0.1037956946707814,0.03988399483476435,-0.05595129443871632,-0.2613017392625305,-0.001505287971176903,0.10673624982934667,0.29861060820267893,0.05020864358303223,-0.2435580096334554,-0.015559074892403997,0.10870323403311186,0.10004058397343768,0.01002897222762117,-0.2826246437236694,0.01745625762628837,0.12229463419224552,0.04830969522328307,-0.026790142102166743,-0.274641377633356,0.006865131421685447,0.10649134986156943,0.3087764902628937,-0.09072265376520328,-0.25554526199665756,-0.00618074126726473,0.1076710928425141,0.27021153954376864,0.04189840671363321,-0.2534837217741005,-0.024351852813191435,0.11091759955499761,0.06413870538323543,-0.011157661885085905
alpha101__alpha005,-0.27710255392789923,0.20872423070364057,0.0127477386317353,0.3658521526123488,1.0,0.016581620882020812,0.2687407617917812,0.4044752831548918,0.2669432391542005,-0.2798575244852377,0.2027193113535376,0.07747319009691614,0.16407873792849534,0.044538416239249805,0.0721786661468912,0.14153215633168767,0.1708122588659614,0.1854537399797149,0.47644653758119404,0.072692556353376,-0.38015926147782847,0.08077194392281309,0.23883665711578655,0.10800040816571692,0.31817681418620686,0.14807308025728907,0.0,0.08003910851843969,0.4277463970941438,0.2608151113408527,0.531278983453422,0.3230723560671542,0.32188557450011274,0.25998803975272317,0.28524266156673794,0.1222042725301844,0.300714502682519,0.5083457114987272,0.6029106980014509,0.05169347517526148,0.09294290096918473,-0.07258218325453339,0.17514383959911242,0.11757444903333265,0.05991808622772991,0.3529750200293328,0.4945703107786016,0.07363575943322621,0.0,0.10210267455068964,0.050996809917730083,-0.47121289142499606,0.051855631413145094,0.0646962777927911,0.27257919145744164,-0.0013039251217426202,-0.4706658722445341,0.04282654853724574,0.07101042727851634,0.02520211887754963,0.11165035352307902,-0.4759212533198585,0.0391966760970723,0.086670754478233,0.017103280615226014,0.0807062964804808,-0.4838240932855429,0.05770768578803286,0.06191661745861706,-0.03705648789890676,0.024316390160396658,-0.4689595874137414,0.04868502574402854,0.06909846050475517,0.24801827988535063,0.13185936252072,-0.4690533858286303,0.03845627187766148,0.07513036561991662,-0.0070594121444393886,0.09415390942928606,-0.4641307828428236,0.06847827605140082,0.09102416789541223,-0.05273142858587308,0.05069354907683218,-0.4774799399509836,0.05507125165735292,0.06454214325989807,0.2525577980194559,-0.0038121003074513674,-0.46568370356659655,0.04483418437762026,0.07319891344512759,0.21842311485002433,0.12311946275434127,-0.465646631396022,0.032607941582669754,0.08107489869684112,-0.03468988093789908,0.0724643803762833
alpha101__alpha006,-0.03514255597369452,-0.006331100007508383,0.5079466372075573,0.036159525759183075,0.016581620882020812,1.0,0.33482701769803636,0.010012279382578726,0.006609798801325868,-0.022050715175308298,0.033330512455202146,0.04601108136357035,0.16469626131451098,0.8428472191924359,0.1096917123098809,0.32725207135060574,0.01196978136106028,0.16073165193631037,0.04739812453148463,0.031080237180768664,-0.11468117097416154,-0.04256506260917283,0.10304292597225848,0.09323079502880453,0.0324053360813231,0.26055859309465246,0.0,-0.1261175592611844,0.054798333378643885,0.09040762841024909,0.038326781797611176,0.061460023012855955,0.026808514681058285,0.014615100837187034,0.13265418004961063,0.12665167927531723,0.059127172911582315,0.019528479267847437,-0.0010380689159184225,0.6442447852272978,-0.0028285126932391796,0.0028456697008044417,0.18543112382106686,0.27617570249474205,0.038048667931554855,0.016223351332794036,0.0049562210533404035,0.007711086598760564,0.0,0.20409979000421533,-0.3714728099770772,-0.004740641713802502,0.45978420437087536,0.4042695813906786,-0.029187975480821457,-0.23732293221060616,-0.014010985663254845,0.4584939490725705,0.3750878987497044,0.016589416381241673,-0.5954498358604904,-0.03847246661589773,0.5063677441477005,0.30803326250115054,0.050495728591877724,-0.4448859343361594,0.009375698829871848,0.4731277416028326,0.3935997627188372,0.032509955218104174,-0.30130034607255557,-0.002907753009599965,0.4833208494540946,0.41636322987203517,-0.026932393401535786,-0.586688225674823,-0.013321546100442548,0.45571863020415676,0.3318379708465144,0.008674524716448516,-0.5270136879086504,-0.042956087435212474,0.49534926063468626,0.2596014589210406,0.054884130742356305,-0.37045591751277873,0.009658662632139792,0.5110528253246795,0.41107908989079495,-0.01712515291661407,-0.23422223210693224,-0.0017996056869713421,0.49316226857820133,0.3775805895342031,-0.022278623579775128,-0.5882629322003803,-0.01763891032251824,0.43922570923503046,0.2863226578947359,0.006819281840304571,-0.4510032173644988
alpha101__alpha007,-0.12805257664769132,0.22693174427643167,0.19178179712393031,0.3250298511914639,0.2687407617917812,0.33482701769803636,1.0,0.2200658948273549,0.05762532333130103,-0.07181245999614919,0.27004860515874357,0.1281437904017841,0.2787953712649139,0.3035746927538886,0.14568385363966868,0.32231903467173384,0.18390987710283488,0.19762819509586763,0.42180647423408313,-0.04089264428366867,0.2893686387834941,0.0852142034899524,0.0865794305612353,0.1931230239724356,0.10622864116033444,0.18946850788287303,0.0,-0.22149804355151048,0.33496937378595837,0.24302122876982674,0.3532540986647022,0.16763396050131457,0.14389535945248338,0.039705879099642856,0.49372433316970066,-0.01993247952344136,0.16250503767635072,0.25897818075241685,0.3498013614542451,0.37480005032756375,-0.05524857389567253,0.054209573457035344,0.5569440596447781,0.19380155673588442,0.12430394059437695,0.21648311649400676,0.3204931476538475,0.04050542561838326,0.0,0.19751226533254734,-0.3924932012558067,-0.23209497137554425,0.08912074245742993,0.26534510658281946,0.10451533719058169,-0.3539655779327952,-0.22396738597456897,0.07426133708565033,0.26655142756515304,0.03875926349793086,-0.3551421167443609,-0.22782927613622175,0.06266513167968504,0.2649872443942289,0.020585079349860154,-0.39109696185901144,-0.23083457547441708,0.09754330173639802,0.26688464733648304,-0.049666401586512636,-0.3753098482747901,-0.2274232638853457,0.08739739897747507,0.26647638911469346,0.08442277470737648,-0.3636111584733581,-0.2213286439948492,0.06049205647262114,0.2624921929157426,0.03193198087118967,-0.3808927914401566,-0.2220048098019731,0.11683771637596295,0.24401186734837463,-0.011368181336049079,-0.39119200284710537,-0.22682479605486047,0.09707769967733061,0.2684285880170367,0.11095194552823677,-0.35184429525557337,-0.22183064774586994,0.07936049558185476,0.2687809611727726,0.06510410666561339,-0.355219852922888,-0.2341545988164568,0.042847856721089136,0.25362705032636934,0.03617202835389874,-0.3926760461404284
alpha101__alpha008,-0.21217199005248288,0.2038534543517926,-0.01345867755020299,0.35995087607379317,0.4044752831548918,0.010012279382578726,0.2200658948273549,1.0,0.14917005356816285,-0.148278237360979,0.05895767723389571,0.15062838033898726,0.16953454997872183,-0.0036807875276475134,0.07477570111057007,0.14442253351449746,0.2286656685819193,0.14140298186699757,0.4107398309134234,0.011904930553523114,-0.386576143156577,0.15205092451248706,0.2793792418344081,0.10426479083800876,0.20624804060174912,0.12898599166773125,0.0,-0.0405902926157232,0.4399519013017135,0.20350597273850957,0.2861843521810421,0.3299218489938672,0.2014228873105537,0.17801375005213393,0.2934259548529713,0.06430619358599497,0.15803026145672416,0.36279003935065873,0.48771916951602584,0.0989758512476545,-0.027516466278089107,0.027178162998873587,0.2017523685422599,0.11864131583465044,0.10504942511091246,0.5197353258338151,0.5142766773970421,0.06114463432809984,0.0,0.08258503984644527,0.07461593033739364,-0.3334992964587022,-0.009351612032027166,0.06048036878843461,0.5003650346054559,-0.017401794303933415,-0.28658880791866065,-0.012450605002273825,0.06989840968469035,0.03067509887339878,0.10803486163603693,-0.4214150917671406,-0.05004973773906305,0.10537583628206623,0.07183670555845666,0.11665625557567876,-0.47003711587043406,-0.0014140976884310054,0.058682633371017694,0.14598101303606764,0.03054547433537632,-0.3364147513662797,-0.012315038145353422,0.05882875478985739,0.4816748581863601,0.1447306611999871,-0.28383687791577666,-0.01668043141455471,0.0823787123018059,-0.039893160427472533,0.096909407841672,-0.3976680297247456,0.01950542234914781,0.1095645417358909,0.0005897734034273511,0.06951524001824337,-0.4679831175534545,-0.007452010312847775,0.061584860407007745,0.47747817534264847,-0.014659995920112275,-0.3375489884188853,-0.015433023966055778,0.07133187064097556,0.45119608803376915,0.1360062056057284,-0.2614990816645014,-0.026394089683408183,0.09525469895981967,-0.09180876981698816,0.09031000994107398
alpha101__alpha009,-0.22553912993317343,0.05648766989882372,-0.0021839682788624055,0.08936003719435337,0.2669432391542005,0.006609798801325868,0.05762532333130103,0.14917005356816285,1.0,-0.8244761780371175,0.013647357481519247,0.09158724825954942,0.06352813098618183,0.0895514256381743,0.018215600829991928,0.07456666358478119,0.33916941476445256,0.39682135001472285,0.13911021024637538,0.009504466941006057,-0.0985304750013733,0.09476679956552446,0.2363167285655054,0.07412873947585515,0.765775584399119,0.013551811099402728,0.0,0.18211026703614344,0.06037028793496889,0.24527066604300837,0.22614503456344745,0.21571401194318218,0.5868388441061052,0.580418878618394,0.23017048949731506,0.2270003836684781,0.4798096888325479,0.5227678107940609,0.35063728386802806,0.029210966420982074,0.01786385003034546,-0.0033966755954799566,0.11520559513268683,0.0909010748875886,0.04152217450000222,0.3177512369940198,0.15214042257650578,0.2188193941569286,0.0,0.012847422388533357,0.09972045914849129,-0.33253479414216075,-0.00020988253289192584,0.014810857614463374,0.2539849150354822,0.10811405271239251,-0.3462875214868639,0.0016242446358768227,0.023309810241639063,0.32667212216366764,0.1205343901039719,-0.36264554891301176,0.006320810230929114,0.037334061168862065,0.33140655378864736,0.11104460445387161,-0.34022751619318187,0.0005483198118264395,0.012353324786119713,0.30220551480621494,0.09895592466286193,-0.3388967987350457,0.0004218644599228637,0.01876893760104182,0.2637538506435075,0.09684864949967938,-0.3576032351149221,0.002111767496640506,0.026509071984731243,0.3354586596344314,0.11897166242093861,-0.3623048623943593,-0.0016178781202057593,0.0524771558578245,0.33375470292037074,0.10795532151523543,-0.3419692753229083,-0.0009442689585281658,0.012657748469874311,0.2643643691773207,0.1109563871183415,-0.34663909643610863,0.0012952724535952274,0.024679999137511097,0.2752741979568769,0.09959000544511341,-0.32060384973890044,0.004191845521754834,0.03874672016401772,0.33964695822653146,0.12186393065439992
alpha101__alpha010,0.24087344428227822,-0.05570222818025877,-0.006695624635187931,-0.0964828568744594,-0.2798575244852377,-0.022050715175308298,-0.07181245999614919,-0.148278237360979,-0.8244761780371175,1.0,0.022183479321982256,-0.07345079004338664,-0.07045488324996249,-0.11837140195934501,-0.015190415310976306,-0.09586574200946656,-0.36559068056114996,-0.39924721040857775,-0.15609439360620256,0.024582968441373265,0.08878023845188183,-0.08291795060640718,-0.2851005398388736,-0.11704369550455714,-0.8411338832112246,-0.008375076813961551,0.0,-0.14920059419103446,-0.059307950673915984,-0.30048804390971673,-0.22805896636251277,-0.1779097001016151,-0.6814155095982344,-0.61653383275365,-0.2443911602989192,-0.20017294297464408,-0.5107772058939593,-0.6163269364856516,-0.388056828828007,-0.05915627721353446,0.04820543842936626,-0.04889799639486439,-0.12275757371881625,-0.09211410391393182,-0.0038605277535737285,-0.31843251711197607,-0.15698403972686437,-0.23226679943063086,0.0,-0.020783021528133837,-0.1051840728919132,0.3894661750577414,0.04315156991177652,-0.03437980305784013,-0.28464128868803845,-0.11727772516003863,0.4074051054582814,0.041159644874149894,-0.04104436619092842,-0.3868048405275845,-0.1269507243070299,0.4213143543285448,0.033662393034647575,-0.0560684336897457,-0.3914248371334894,-0.11874107498878336,0.39693978518102535,0.042339343416763826,-0.032930299237711624,-0.37176297770918665,-0.10551578047140561,0.39643860390465147,0.04239675865602855,-0.03708807539152391,-0.2960042991712506,-0.10444123356036736,0.41948273682590814,0.04029962185440287,-0.04445270676403836,-0.4029252913884727,-0.12612003011580755,0.4207700289754925,0.04373501060378605,-0.06760569759689593,-0.4074719323022249,-0.11304679171178016,0.39854234576049097,0.04325267174525193,-0.032691638536139496,-0.29629952115253333,-0.12018183286945136,0.4050313452267982,0.04122115391190458,-0.042137353193130445,-0.3087407112248864,-0.10776044280113893,0.3795587502240989,0.038195923413153206,-0.055175192559975716,-0.4286176253158136,-0.1282311519465104
