datetime,_root__momentum_factor,_root__risk_adjusted_momentum
2025-01-23,-0.09614295671804347,0.05114780102311485
2025-01-24,-0.08553800034369034,0.02575206142501199
2025-01-27,-0.17270624742636353,-0.0244935517926747
2025-02-05,-0.03137405256183663,0.12588222168295485
2025-02-06,0.14772844910419217,0.23525569498723867
2025-02-07,0.23576315469034578,0.2383629326049982
2025-02-10,0.20611655470246462,0.1651697062168129
2025-02-11,0.14829496926989474,0.10756869496291731
2025-02-12,0.1397379657852685,0.12571942910316228
2025-02-13,0.27527218514420726,0.22852651052796202
2025-02-14,0.2693837495833295,0.19513770734663644
2025-02-17,0.2891975334541375,0.15374344554385405
2025-02-18,0.28220268142230404,0.15621832161596824
2025-02-19,0.16315048302264923,0.1278512671583789
2025-02-20,0.11827560942317146,0.108899153926094
2025-02-21,-0.11028534769649165,-0.1006135517369833
2025-02-24,-0.1326611101276973,-0.13360626987706065
2025-02-25,-0.1476932620481622,-0.13360560483577127
2025-02-26,-0.16963016840538162,-0.1570965606658683
2025-02-27,-0.02686944414402833,-0.0393971362748719
2025-02-28,0.10484138197324051,0.10309986353172812
2025-03-03,-0.03314871530703299,-0.03552415306168859
2025-03-04,0.000733468864473437,0.005976353510640058
2025-03-05,0.030249312641873617,-0.012375331548899271
2025-03-06,-0.07100100188025647,-0.07155409476835256
2025-03-07,-0.02289543103687257,-0.04263797049031949
2025-03-10,-0.00896972110274984,-0.026012884110345445
2025-03-11,-0.18022454275979582,-0.17097356780929998
2025-03-12,-0.017515433718147146,-0.029780700769904155
2025-03-13,-0.06553523664286327,-0.0414684294404166
2025-03-14,0.00728470949492186,-0.019285805674008033
2025-03-17,-0.04405914093687656,-0.06367619994699072
2025-03-18,0.004146649787435762,-0.005271679928244786
2025-03-19,0.019671593497096854,0.028124982822969404
2025-03-20,0.1785611632391225,0.16295798882861143
2025-03-21,0.12744211569714928,0.12146221877765505
2025-03-24,0.12774891736834534,0.10843344504757614
2025-03-25,-0.003237598527371599,-0.03248611082030945
2025-03-26,0.020253381270330422,0.005089372885983055
2025-03-27,0.08713380861031869,0.0937430719309914
2025-03-28,0.11521574753701469,0.1279711828940583
2025-03-31,0.10595529037314855,0.10895945153313114
2025-04-01,0.03633946703687001,0.0514790789083173
2025-04-02,0.04812145246787364,0.06035757230648336
2025-04-03,0.2931800553627224,0.2564585497179603
2025-04-07,-0.17571758073654772,-0.15449391901098933
2025-04-08,-0.46416780768108457,-0.4281196830598639
2025-04-09,-0.43458827350545426,-0.40273488841270805
2025-04-10,-0.24503961751700298,-0.21354492603981953
2025-04-11,-0.12992121388969946,-0.10223564005297302
2025-04-14,-0.11325941056317479,-0.0564256694574757
2025-04-15,-0.21103608643731198,-0.15403411230665387
2025-04-16,-0.4266269346514459,-0.38927648236081264
2025-04-17,-0.47962254505878676,-0.44092200803610204
2025-04-18,-0.49540938131542167,-0.4647312046640906
2025-04-21,-0.4174984930018488,-0.38770573502117134
2025-04-22,-0.5429314163459655,-0.5094339125695947
2025-04-23,-0.3898904689341368,-0.3411086125526799
2025-04-24,-0.48292310953301576,-0.43992922604528545
2025-04-25,-0.3254009874961144,-0.28569300556461336
2025-04-28,-0.43814114750794053,-0.39084136691373345
2025-04-29,-0.41165949267800006,-0.3746906213879197
2025-04-30,-0.3084473973648178,-0.24226257547529798
2025-05-06,-0.2366133195663397,-0.19124149850732866
2025-05-07,-0.16797071579571882,-0.11448816614136242
2025-05-08,0.11645059779248552,0.16730378300192952
2025-05-09,0.2465987295459137,0.24154115508069401
2025-05-12,0.17299748299673326,0.198950663167008
2025-05-13,0.1597492940393373,0.19776774907047656
2025-05-14,0.13384929631209178,0.11911562030032996
2025-05-15,0.18913784202374806,0.1314466566407039
2025-05-16,0.18692922131007755,0.17554495995376054
2025-05-19,0.2111229826490988,0.19729837714080492
2025-05-20,0.2551453390496285,0.22342932818567485
2025-05-21,0.22652164178228618,0.17633641280171145
2025-05-22,0.0973087023860295,0.03773787344840744
2025-05-23,0.0556106796764917,0.024424603005368445
2025-05-26,0.09982019063784019,0.06257393288724439
2025-05-27,0.06280059803549737,0.03766258632030445
2025-05-28,0.005849812220616083,-0.0027245073281829506
2025-05-29,0.15276932127017157,0.13472381793673927
2025-05-30,0.07391806415235298,0.05145645254305449
2025-06-03,0.10731068498824156,0.06425952993546231
2025-06-04,0.14905631684155177,0.16343097215580438
2025-06-05,0.3120294996067053,0.32448143689754433
2025-06-06,0.30648131808761203,0.3116445050501069
2025-06-09,0.40188164085550593,0.3815490292000359
2025-06-10,0.1863620268692505,0.22377614686271458
2025-06-11,0.2387721936656865,0.2630217054611569
2025-06-12,0.049803152544629234,0.0874548270521425
2025-06-13,0.07501965456372872,0.12058542125856135
2025-06-16,0.13189435199605953,0.17630319243259723
2025-06-17,0.1612047772243173,0.20141435673883504
2025-06-18,0.1829074160122585,0.21815292378739673
2025-06-19,0.09762063328431907,0.15015741516798675
2025-06-20,0.12737417803380657,0.1731353025897637
2025-06-23,0.15793160771298567,0.17113305103493423
2025-06-24,0.2728519781267291,0.2575079950498099
2025-06-25,0.1951200631388403,0.1911652246725075
2025-06-26,0.2269531094333327,0.19351184619641
2025-06-27,0.2509912583279657,0.2610871177688365
2025-06-30,0.3235565422432395,0.31881911574894306
2025-07-01,0.2805353699517393,0.2700633711566234
2025-07-02,0.24838656744372914,0.23357679856467492
2025-07-03,0.22466835556396259,0.21725038559854937
2025-07-04,0.17700030309114131,0.1611896030404576
2025-07-07,0.06517983917720656,0.042274319831715874
2025-07-08,0.13116667441877275,0.1225049199101764
2025-07-09,0.13871975228129702,0.12111849104420885
2025-07-10,0.08326874655400694,0.04793146877212635
2025-07-11,0.16388229232387977,0.10237702875502534
2025-07-14,0.22225826438678897,0.1274457966398568
2025-07-15,0.13157353126136037,0.08391537609899684
2025-07-16,0.22963520556549455,0.16650391472249917
2025-07-17,0.22695360548532986,0.17486201838983623
2025-07-18,0.3148230800849393,0.25418599094269073
2025-07-21,0.39322937753882403,0.2461102223756021
2025-07-22,0.22034212826431335,0.04870699024886576
2025-07-23,0.27440965301649783,0.15426804316507234
2025-07-24,0.19481408192129368,0.04215964174667295
2025-07-25,0.24614310888052943,0.11324493320345318
2025-07-28,0.26625811017740536,0.15674396382182024
2025-07-29,0.10046584706682575,0.07468171868576318
2025-07-30,0.07594734735132463,0.03952177246413849
2025-07-31,0.08623569859683881,0.08758008422315804
2025-08-01,0.24566854002977415,0.2586662361433183
2025-08-04,0.36184731759656813,0.37349693312124915
2025-08-05,0.3113828746872914,0.3150618746001091
2025-08-06,0.3237146335746052,0.32994725146461357
2025-08-07,0.3229016158465903,0.33768752405974456
2025-08-08,0.16395297211225063,0.16217817781867971
2025-08-11,0.3271587036722687,0.34008574442773454
2025-08-12,0.2520712757257281,0.23053663280202147
2025-08-13,0.3146937272410704,0.3190640304734265
2025-08-14,0.23209584519233017,0.2505853932028429
2025-08-15,0.2752332764909179,0.27445371024476195
2025-08-18,0.3684681169363148,0.34909917110092187
2025-08-19,0.3937444711938392,0.4049969753733953
2025-08-20,0.45273967529389547,0.4204484747817108
2025-08-21,0.45531906536313294,0.44067967049000023
2025-08-22,0.40766428006978817,0.3435788197795785
2025-08-25,0.463171747728469,0.3406644070840161
2025-08-26,0.43249672621223445,0.2946631949900114
2025-08-27,0.4231681778353429,0.4020852506116585
2025-08-28,0.3213404092012599,0.2583421537498786
2025-08-29,0.42621806791189626,0.3646520128226115
2025-09-01,0.2839681435826777,0.2603190438760909
2025-09-02,0.5732264413812561,0.5403713514122018
2025-09-03,0.529247504486615,0.5040235476477087
2025-09-04,0.5485027488118558,0.517031827434512
2025-09-05,0.529842519211402,0.47660992291864784
2025-09-08,0.43435965369500434,0.3439286232459553
2025-09-09,0.37616468191399377,0.2725626673686201
2025-09-10,0.45882060863746765,0.380941191343876
2025-09-11,0.5408285339606639,0.43832667322600216
2025-09-12,0.4997856292936829,0.4201744453422306
2025-09-15,0.42907924192973873,0.3800671979837431
2025-09-16,0.43582424101814177,0.3889690903648753
2025-09-17,0.3706968882792851,0.3390536688289825
2025-09-18,0.33522123261192754,0.36461897600502796
2025-09-19,0.25236168068497655,0.29228838858835937
2025-09-22,0.2555291087232958,0.32248479270947905
2025-09-23,0.20220509433964856,0.32421629144126957
2025-09-24,0.22338934035947056,0.27554141345490574
2025-09-25,0.1065430001289988,0.15506049246930484
2025-09-26,0.2028490960665963,0.2709716953603735
2025-09-29,0.2187711261602283,0.2642244763633733
2025-09-30,0.10423954021200056,0.1139810486177571
2025-10-09,-0.20514107646935772,-0.18505336303198075
2025-10-10,0.07635361987097655,0.059507557902655654
2025-10-13,-0.06848828063761336,-0.05554433246292015
2025-10-14,0.11848098384377581,0.1642128905041073
2025-10-15,0.16007763696158264,0.17377250092320987
2025-10-16,0.20334178806311864,0.20497587035083387
2025-10-17,0.13862988485106956,0.24237705102017912
2025-10-20,0.13772356971722324,0.19941918224920965
2025-10-21,0.1914068742851655,0.2127190019164776
2025-10-22,0.15454467913178155,0.14714237615317277
2025-10-23,0.15661125071416873,0.15056828193347674
2025-10-24,0.17324863639424481,0.10651567866041166
2025-10-27,0.06503108796660008,0.01063814504724922
2025-10-28,0.1971623532580638,0.12063118672981527
2025-10-29,0.17153421601470514,0.15491279657022292
2025-10-30,0.10556126686269668,0.11529887095688089
2025-10-31,0.44214253800616854,0.43938839076433933
2025-11-03,0.3901833467760498,0.36953097950771985
2025-11-04,0.2358073035181384,0.20610201859689237
2025-11-05,0.13509057035756772,0.12608426297950664
2025-11-06,0.2593886823589776,0.21924231520835194
2025-11-07,0.18594195416488968,0.17834930753518438
2025-11-10,0.16982559314044576,0.1924396758770847
2025-11-11,0.1550201067338685,0.17093802608246728
2025-11-12,0.027102870867096136,0.04752441022648201
2025-11-13,0.13054523249144123,0.13966240937352697
2025-11-14,0.08920660744463423,0.07125948744562566
2025-11-17,0.02921978699680994,0.07648291581366524
2025-11-18,0.0036753383762429576,0.07059549729523468
2025-11-19,-0.12205009792083961,-0.05845414898768309
2025-11-20,-0.16812530360447378,-0.07376504020799324
2025-11-21,-0.3215908044671631,-0.17788312010141358
2025-11-24,-0.2400723908860513,-0.07587437956565475
2025-11-25,-0.16394446963106477,-0.0527875343311585
2025-11-26,-0.1999887318679265,-0.06964667535137334
2025-11-27,-0.2406080577221517,-0.10846539034458501
2025-11-28,-0.06096334284253748,0.005952413670534477
2025-12-01,0.10498097243063688,0.1228602000414081
2025-12-02,0.08383078013950498,0.113291906916068
2025-12-03,-0.036834428636357996,0.06159180018851262
2025-12-04,-0.10055709697156386,0.042427728494326876
2025-12-05,-0.0189098494467622,0.13907760719841258
2025-12-08,0.09606770773989136,0.2772826212423528
2025-12-09,0.060146659844716725,0.18867571048779103
2025-12-10,0.1098150693750381,0.2614426507043957
2025-12-11,-0.04231371660755574,0.20517161456758773
2025-12-12,0.03450823593757237,0.18487340299420837
2025-12-15,0.03199279938712425,0.17922607391094011
2025-12-16,0.01112751072390779,0.1746010806413491
2025-12-17,0.030562292451347114,0.16019298737419546
2025-12-18,0.09534604334498266,0.21519933600470514
2025-12-19,0.29520785917347114,0.28238966420847045
2025-12-22,0.31615989968406294,0.3061378790192349
2025-12-23,0.2782841460205736,0.284788365189733
2025-12-24,0.3037634999436003,0.31211440112830274
2025-12-25,0.3717666819361734,0.3547004631750394
2025-12-26,0.3209411202918764,0.30545445291208
2025-12-29,0.25675898746920744,0.27685446735500713
2025-12-30,0.29618709641596785,0.30220108076392144
2025-12-31,0.32216997392129665,0.3338879473605628
2026-01-05,0.43153681088215223,0.4156633009252292
2026-01-06,0.34758378693157604,0.2991004721195523
2026-01-07,0.35631733896610307,0.33134934597362553
2026-01-08,0.4746178210225653,0.42541483720134565
2026-01-09,0.523809209076037,0.48638514932065713
2026-01-12,0.4358688051076001,0.39016106206617696
2026-01-13,0.4959924937830342,0.4348090012285712
2026-01-14,0.40483446643976395,0.3750433823599265
2026-01-15,0.48394952612207404,0.4944011030824014
2026-01-16,0.401350126991273,0.4193432266505322
2026-01-19,0.35615577818449123,0.3695148073576634
2026-01-20,0.45684189473344405,0.45084968428410954
2026-01-21,0.37217682238627553,0.38147624732990587
2026-01-22,0.29105668915483746,0.3072828123517186
2026-01-23,0.24441424653309526,0.26590482688043665
2026-01-26,0.310833616121954,0.30571714870495353
2026-01-27,0.3066974065946028,0.3133863088131381
2026-01-28,0.1350908621130738,0.12910768093694922
2026-01-29,-0.018633824735640406,-0.001514018715559152
2026-01-30,0.029867635984437264,0.07835700085980823
2026-02-02,0.32329300051315263,0.4193391843056272
2026-02-03,0.3366209955771457,0.3897174025274404
2026-02-04,0.28367891697933517,0.34926668312720255
2026-02-05,0.20308419702554042,0.29012816771789635
2026-02-06,0.23577214297597068,0.3378885868730408
2026-02-09,0.2542887019330986,0.3150346204223972
2026-02-10,0.3174561463437573,0.36923589330942697
2026-02-11,0.26452080041128445,0.31682486332772053
2026-02-12,0.2603723677787243,0.3276141949675653
2026-02-13,0.2399062197328392,0.28366725774954543
2026-02-24,0.26983686411321733,0.3034667389045162
2026-02-25,0.3198869207444986,0.31976296828354017
2026-02-26,0.30381182570709936,0.31705326479764767
2026-02-27,0.3913862043559391,0.4126814676080774
2026-03-02,0.24887277342747186,0.27049631551439146
2026-03-03,0.15891889950635868,0.23496262710152407
2026-03-04,0.1281550674004392,0.1929923009584521
2026-03-05,0.2534206940831373,0.26627819802024644
2026-03-06,0.31543515394830185,0.3624708760746111
2026-03-09,0.1855180010709962,0.23136495252631817
2026-03-10,0.3032837676532393,0.3188014094859182
2026-03-11,0.3047645079719699,0.30932654807275634
2026-03-12,0.14138391424694638,0.13001923688254804
2026-03-13,0.0871689599454443,0.05224952749425719
2026-03-16,0.14510158309737023,0.11175686292114655
2026-03-17,0.325863089880435,0.40866153397230137
2026-03-18,0.4622128147663062,0.4845606159233238
2026-03-19,0.12943091000312298,0.28627685124913027
2026-03-20,0.05763664762145079,0.21027117351700134
2026-03-23,-0.1729752418576463,0.015961033422369868
2026-03-24,-0.18740697118856875,-0.00248402760030667
2026-03-25,-0.10273304751857422,0.046415568674103846
2026-03-26,-0.3599995510762946,-0.2028017328455029
2026-03-27,-0.30990966522618923,-0.15748553061167989
2026-03-30,-0.3520477654822563,-0.24163049089807187
2026-03-31,-0.28637205521448134,-0.18234250435933141
2026-04-01,-0.15341857123505417,-0.10061975046797561
2026-04-02,-0.3806361248905748,-0.30950506161477853
2026-04-03,-0.33172794457228383,-0.19983594081344438
2026-04-07,-0.2910340957554264,-0.17386051940472716
2026-04-08,-0.009955336560498664,0.08504145138895669
2026-04-09,-0.07513105701174456,0.050678340870454114
2026-04-10,0.07256261627912862,0.1697827753641707
2026-04-13,0.08496721350639291,0.1808846965949296
2026-04-14,,
2026-04-15,,
2026-04-16,,
2026-04-17,,
2026-04-20,,
2026-04-21,,
2026-04-22,,
2026-04-23,,
2026-04-24,,
2026-04-27,,
2026-04-28,,
2026-04-29,,
2026-04-30,,
