,alpha101__alpha001,alpha101__alpha002,alpha101__alpha003,alpha101__alpha004,alpha101__alpha005,alpha101__alpha006,alpha101__alpha007,alpha101__alpha008,alpha101__alpha009,alpha101__alpha010,alpha101__alpha011,alpha101__alpha012,alpha101__alpha013,alpha101__alpha014,alpha101__alpha015,alpha101__alpha016,alpha101__alpha017,alpha101__alpha018,alpha101__alpha019,alpha101__alpha020,alpha101__alpha021,alpha101__alpha022,alpha101__alpha023,alpha101__alpha024,alpha101__alpha025,alpha101__alpha026,alpha101__alpha027,alpha101__alpha028,alpha101__alpha029,alpha101__alpha030,alpha101__alpha031,alpha101__alpha032,alpha101__alpha033,alpha101__alpha034,alpha101__alpha035,alpha101__alpha036,alpha101__alpha037,alpha101__alpha038,alpha101__alpha039,alpha101__alpha040,alpha101__alpha041,alpha101__alpha042,alpha101__alpha043,alpha101__alpha044,alpha101__alpha045,alpha101__alpha046,alpha101__alpha047,alpha101__alpha048,alpha101__alpha049,alpha101__alpha050,alpha101__alpha051,alpha101__alpha052,alpha101__alpha053,alpha101__alpha054,alpha101__alpha055,alpha101__alpha056,alpha101__alpha057,alpha101__alpha058,alpha101__alpha059,alpha101__alpha060,alpha101__alpha061,alpha101__alpha062,alpha101__alpha063,alpha101__alpha064,alpha101__alpha065,alpha101__alpha066,alpha101__alpha067,alpha101__alpha068,alpha101__alpha069,alpha101__alpha070,alpha101__alpha071,alpha101__alpha072,alpha101__alpha073,alpha101__alpha074,alpha101__alpha075,alpha101__alpha076,alpha101__alpha077,alpha101__alpha078,alpha101__alpha079,alpha101__alpha080,alpha101__alpha081,alpha101__alpha082,alpha101__alpha083,alpha101__alpha084,alpha101__alpha085,alpha101__alpha086,alpha101__alpha087,alpha101__alpha088,alpha101__alpha089,alpha101__alpha090,alpha101__alpha091,alpha101__alpha092,alpha101__alpha093,alpha101__alpha094,alpha101__alpha095,alpha101__alpha096,alpha101__alpha097,alpha101__alpha098,alpha101__alpha099,alpha101__alpha100,alpha101__alpha101
alpha101__alpha001,1.0,-0.13103685460525932,0.018698937202293264,-0.3352479553966187,-0.2965798565221757,-0.04147288199183566,0.024366505557334682,-0.23411033017653177,-0.2511041066592283,0.2682840244083815,0.12198317125919791,-0.17448548739243222,-0.08457152660329433,-0.08456974652493404,-0.054966712165402165,-0.09033439119952348,-0.168126662108175,-0.1341673176818532,-0.28140103609477884,-0.019446087109962592,0.0,-0.05361595178301446,-0.4232503320486272,-0.08511881555718637,-0.2755019156746804,-0.046065623814821856,0.0,-0.002449264925519457,-0.22782493424868427,-0.39790422514795115,-0.3998924014506223,-0.20152426769144893,-0.302797794611404,-0.345032147998758,-0.27104060242186934,-0.051116179260225436,-0.23004494084792176,-0.4779254314244242,-0.36446748987007954,-0.05922704767045358,-0.0034762901085833527,0.002734717651356489,-0.06633567379456266,-0.08060171791462786,-0.08621675883362352,-0.2136829604937085,-0.16794394338828814,0.03800749425409126,0.0,-0.04305821503274988,-0.1793851092692038,0.2864478638479249,0.009707182079739984,-0.0134575073616801,-0.3512103556138908,-0.15643469643942068,0.2893554308956662,0.007685931102229496,-0.01900652898121553,-0.37998161359071847,-0.16719559317448227,0.36762891471926107,-0.014193745317748682,-0.05448943050160026,-0.3602083767012167,-0.16184392248792975,0.3053312789559429,0.007589961746470319,-0.017797673274927633,-0.29141858594518816,-0.17139930103697584,0.29288261306515484,0.007103861667448003,-0.017296139410803994,-0.35669863784906214,-0.16453499596518056,0.3007155002633547,0.005180273767451993,-0.0236782454765002,-0.37077361056260105,-0.16541437521695299,0.36765910088139175,0.004265741026493308,-0.05510944541208317,-0.3132162972488522,-0.18344059016906736,0.30942195489320545,0.005725324180640621,-0.020370696295350772,-0.36238095491532635,-0.1591765405576717,0.3003192709357675,0.004377470958529822,-0.02230698293544379,-0.36132642470877274,-0.1599398975136071,0.26167577221895066,0.0029154531275867295,-0.02740317891326297,-0.2980233774606937,-0.16341961928908175
alpha101__alpha002,-0.13103685460525932,1.0,-0.0658327793723934,0.23913435167523722,0.17558880317607073,-0.04648631536286734,0.051299572353578314,0.1727373150898312,0.08011668611556935,-0.07408779403159241,0.05480338459073123,0.17765188831027576,0.3157537383653578,-0.034505768462368115,0.15012099213861652,0.18686023444163447,0.14081467040062046,-0.01181671146084562,0.25783518021003693,-0.045850430356565955,0.0,0.05936502159175406,0.10498441640781184,0.06769616974009778,0.06708502886738375,0.2289353646873243,0.0,-0.041155626218596766,0.22347471655919107,-0.0003468146943435919,0.23517248480130667,0.11357061154738522,0.11585154547937146,0.061028002496687876,0.14422160697389486,0.050567307281668084,0.11176569020375363,0.22231340688238085,0.2799474044141956,0.10725141631415437,-0.005518884755505042,0.00925537818900655,0.04858475429090169,0.18029012918125725,0.11892949401038548,0.1453717686606768,0.1703276080508616,-0.006865289270509225,0.0,0.2233696507194701,-0.16491310584061786,-0.14065917553756563,-0.015195634035292883,0.08856216323922299,0.13965972071297922,-0.21923830414898318,-0.1293451546625008,-0.026413037255124217,0.1051263969823408,0.018900152985737904,-0.07641990398252822,-0.15106861087688084,-0.10041690543788448,0.1304734410748765,0.015644444659367016,-0.12986266292912851,-0.14984634882387624,-0.015200593627225216,0.084096990570373,-0.01529367918253051,-0.20307080259516444,-0.13769218916045273,-0.021239926323336374,0.09649753424521952,0.12401106068930078,-0.04803479952962908,-0.12337601471482426,-0.04303226246415937,0.11655232488734035,0.002808283400363342,-0.09504235127160368,-0.14589901544940798,-0.017865927998952844,0.12042005854520468,-0.009942726363045336,-0.16514133514755033,-0.14596392749727274,-0.020328147574160793,0.09064107907069374,0.12976659531877158,-0.21912550556369248,-0.13193568187118515,-0.031315994707077556,0.10650165619132275,0.10229613331707847,-0.06613199217659702,-0.13715723358585136,-0.06079066706308634,0.11801460370290501,-0.005594819437451239,-0.13294371427402482
alpha101__alpha003,0.018698937202293264,-0.0658327793723934,1.0,-0.00660281416863531,-0.034475298360893566,0.6418637311176932,0.24421210304358665,-0.0407908361035827,-0.0302877938447035,0.017282550591776708,0.0923845811601603,0.03233180064367237,0.2336402005142193,0.5145847261185225,0.20847085171724564,0.2656512388705145,-0.056762221744641614,0.1809161847193922,-0.030005683366788063,0.021785892655212708,0.0,-0.053642108081714525,-0.013807877892232019,0.08455634913588268,-0.025041190978997905,0.16796842094708278,0.0,-0.11070366589874857,0.0030251477560179697,-0.009353869923028408,6.411050603137451e-05,0.0473232784989482,-0.01732692480440035,-0.04192666087109197,0.04333710642339143,0.011027270345970772,0.04363913029676734,-0.057887478205658344,-0.11972881369468086,0.5198561321593579,0.012051346488285264,0.03057247153772277,0.15635357702324187,0.22348320779766398,0.009990603678140614,-0.11962483864198031,-0.06479051524980627,-0.0012993025974179372,0.0,0.42098955523540127,-0.27589671815912753,0.06377600046492621,0.32542035883301074,0.667756378528717,-0.11010924309180407,-0.17834202753318418,0.048203727356603006,0.32663342726853833,0.6323731232241669,-0.021533691441768206,-0.44358761345751063,0.04463887913162031,0.36006921133217856,0.5198913653935751,-0.00371292485142109,-0.33079358862325703,0.08483808713929764,0.33392206851048883,0.6377561837102901,-0.01967519214436808,-0.22592334414176785,0.0645999075854035,0.34082595978827085,0.6956720889468416,-0.10446173210877074,-0.4355165075595306,0.048518690133310546,0.32693290684917115,0.5616123958153361,-0.027167172946563536,-0.39237045150109845,0.03879663832714751,0.3476023935138469,0.4425475352972853,0.0055204299506260044,-0.27625516897207636,0.08401020340558313,0.3577347024734257,0.6766141757933678,-0.09034795974898277,-0.17977626659233478,0.06474207529278574,0.34858804174895985,0.6412194515838525,-0.09723900713566656,-0.4291265330485503,0.04084879091804029,0.3171614097397013,0.48553493068241027,-0.029094746393385544,-0.33224921928492324
alpha101__alpha004,-0.3352479553966187,0.23913435167523722,-0.00660281416863531,1.0,0.48087143618685385,0.040860629954992206,0.17061162326403018,0.48149268432574976,0.10828926505170519,-0.1313385841490609,0.008388900253845179,0.16087001974549678,0.2565982615454718,0.014457827398773061,0.16093723791361586,0.2577772782612174,0.32967123087683187,0.16221151340630333,0.5981933703437349,-0.04532225356085352,0.0,0.07150384843253804,0.3722304599506007,0.20405643258514958,0.16556384522927065,0.18294112533051507,0.0,-0.11789742038775111,0.5870168519724228,0.14368008167751073,0.6442759403186566,0.2776183003725813,0.18149020815961847,0.16186182694610038,0.4239138590266919,0.052397347182924506,0.18530170133268242,0.45284714750527405,0.6110317878344373,0.16661780654069308,-0.0545069429355973,0.05918128109745654,0.12233302461381773,0.1561217812128074,0.10635228287102816,0.3289313605731815,0.4145349765350953,-0.03868384300675116,0.0,0.14173177463003536,0.12174174104809653,-0.2687419581813307,-0.05366075384252384,0.09154761834647478,0.3339115932341566,0.010783374347242877,-0.24759919502847624,-0.06839751963097723,0.08728746021937572,0.01883552796540006,0.15072707153293297,-0.30877386433591275,-0.07770082364928894,0.15497243845541958,0.007922079481219688,0.14666755995201367,-0.29203939081478886,-0.041604071851471795,0.1074230287547665,-0.08175710966859247,0.07154760490495891,-0.26409233306340546,-0.056857726544522626,0.09381975190013198,0.3001058021409602,0.21812906403015242,-0.23783962860943675,-0.07485408830617725,0.09064608951295869,-0.03130707783784402,0.13602414630164836,-0.298264441568213,-0.029907878428745212,0.15293884719560968,-0.08325322414677767,0.1106640877259013,-0.2856787072974496,-0.04449264018901703,0.10990875699122243,0.30476255757615794,0.007017478217944818,-0.25646379910025,-0.0622110547450176,0.09538473655399392,0.2584966956850222,0.20977302154119998,-0.25559335076652545,-0.08370784981799766,0.09478227581652164,-0.08388848891391953,0.1117313604223164
alpha101__alpha005,-0.2965798565221757,0.17558880317607073,-0.034475298360893566,0.48087143618685385,1.0,-0.0038364993186471505,0.1333899531056563,0.4424787715633836,0.30235301344896304,-0.33305664940893576,0.18996595343040168,0.1041396947606406,0.1604069435348438,0.04808298258830832,0.08520013769570747,0.10764971396477993,0.16093411442293196,0.16940091860998446,0.4911871724101353,0.005780093065657297,0.0,0.05926861413033786,0.26426507184541975,0.09987312018414721,0.30294771788551556,0.1113142803131846,0.0,-0.04681719226208732,0.4633878650149924,0.19064451163224816,0.549889621491822,0.3170692863166695,0.37584376365785493,0.2781447287169206,0.2680544063091437,0.10247967668355466,0.32903067772384204,0.5713249286426288,0.6172248237450019,0.019187203763988456,0.06699400513444954,-0.04460082894985765,0.11848099413363074,0.08242647946889792,0.04785914719746239,0.3947958060063379,0.4679373187439149,-0.06353849361099442,0.0,0.07982033922979341,0.1631931794315753,-0.5262830571773024,0.004149935850416556,-0.00743072525634493,0.29289053716657265,0.09271256016673186,-0.5220618631567109,-0.005446798375353355,-0.008492421248040224,0.014081846845870485,0.2021320470907835,-0.5371238792192649,-0.007498282844833584,0.04223227354929448,0.0089025595386311,0.18755092832546796,-0.5389726115704245,0.01177086698126397,-0.00042038635427138347,-0.045433345730520054,0.12740352395249213,-0.5248442492925917,0.0008181076548276834,-0.004815946405002915,0.2648023339139469,0.24683144701215418,-0.5216215335851658,-0.0088247960990277,-0.0028860578568821334,-0.017904504420805042,0.18599073345672643,-0.5254900626878443,0.02248816539446546,0.04690931622759436,-0.06120313358961535,0.1562479585597669,-0.5329603784797028,0.008473481751041836,0.002777689247030492,0.26245185879742733,0.09044389425415818,-0.5221252617766543,-0.0028187978263324582,-0.0021482760098029256,0.23103172590727358,0.23758102994317512,-0.5177945678178929,-0.013266922195885813,0.00487114473635186,-0.046395999194437744,0.16332710795207755
alpha101__alpha006,-0.04147288199183566,-0.04648631536286734,0.6418637311176932,0.040860629954992206,-0.0038364993186471505,1.0,0.2385582961359782,0.019885481374893994,-0.015911730728287776,-0.0101173803687271,0.04187631091246187,0.05294582219098781,0.17584167678108695,0.8000241994018213,0.1522685938588175,0.3320710077462683,-0.02712996945974156,0.30595752060510806,-0.0007081104503380868,0.023151758669472004,0.0,-0.04831804664272121,0.09819498819271044,0.10213307765032197,0.0038042919543656416,0.23164375250403,0.0,-0.12972386929189342,0.060951896065270614,0.014340528535158499,0.016232390850448756,0.04651783408808771,0.011615030137648048,-0.005918763940689855,0.07316558351201806,0.05248000119204284,0.04452632027649271,-0.005971474782119993,-0.09240696711489015,0.6538551618223111,-0.029894134829017746,0.05521807463202749,0.17771775287413494,0.2823157944712757,0.02605572783935046,-0.030865371968437798,-0.052199473814509095,-0.0020631709818379118,0.0,0.25554280926947465,-0.31818910759697006,0.022823741712524704,0.43449933635317517,0.5012390117464108,-0.03927032225492267,-0.19474165981447875,0.013845499650900388,0.43174703840075124,0.4581243800591313,-0.008796188892182356,-0.5571657612283568,-0.014790717765404053,0.48984852242818533,0.44018852199792907,0.035750769862412324,-0.3903260405112395,0.0364804432545428,0.45033522807338167,0.5042257221498097,0.02505474127249647,-0.2505503291662142,0.023840307403667115,0.4587857907114642,0.5160817035991677,-0.034002012728795175,-0.5480784832438534,0.014856083638068663,0.43113880000686994,0.40845251225395934,-0.02174561677297149,-0.48461996215255343,-0.01970343262596043,0.47479115682599987,0.3821894056054863,0.0367523721356238,-0.31500723733269137,0.036510442700075724,0.4892323830606366,0.5283190616578659,-0.0181042657412733,-0.1916892613242922,0.025268009790749845,0.46986322099142913,0.47589202737002817,-0.028200369446930787,-0.5398237598966971,0.013124702722255372,0.4150485285157277,0.35627211258918434,-0.02899080000426483,-0.4019890603700066
alpha101__alpha007,0.024366505557334682,0.051299572353578314,0.24421210304358665,0.17061162326403018,0.1333899531056563,0.2385582961359782,1.0,0.10305265806063597,0.036666397315007086,-0.041220789506578696,0.24852880679831424,0.08887874902499333,0.1935414606155975,0.21501150508412695,0.1268838415595656,0.2138524806707043,0.021613844489445345,0.19212707437658882,0.1701575720651,-0.03239950076118763,0.0,0.014120144255251271,0.023179823634821697,0.1884534492410914,-0.004373779333717129,0.10393568162484441,0.0,-0.14318877448652279,0.1603881341578985,0.13014929666522226,0.11987565629272087,0.07651077605799463,0.07531576346057321,-0.03023306844073734,0.3104753959456091,-0.08575920400408206,0.16884411427523366,0.08876166639181213,0.14996795088566373,0.3026419066867231,-0.011575826493287047,0.020537303141132803,0.5335819279673761,0.13125582125944385,0.05766406267947631,0.06003047876411925,0.16128144756799187,-0.014477682923728835,0.0,0.15662745497436836,-0.2873568051862327,-0.02746774900638162,0.1408245015931763,0.30006627077832654,-0.050798925388360394,-0.2557820424060881,-0.02153136263721546,0.13616550582770015,0.2928124299818892,-0.07002415076440727,-0.2708018764555259,-0.07842569243553787,0.1006560137804525,0.2547617488715698,-0.04470650901277589,-0.2871343909249431,-0.058393826303699145,0.13840620994639508,0.29290466619094524,-0.05921190508942759,-0.27107100037301796,-0.030063571596648037,0.14148353028048913,0.29528460307501814,-0.053777005228947655,-0.3107015259564743,-0.024158201265682078,0.12799669608042072,0.28071088800828836,-0.06985343605155914,-0.2819285910343561,-0.07754124526971477,0.1398917094182155,0.23762945240359024,-0.05040626160984712,-0.2763198002479809,-0.06008240208878652,0.14024845265444436,0.2925678710403287,-0.027183881162778693,-0.24712002361122712,-0.03072902093935224,0.13640975516065554,0.29009962800958294,-0.05619989042075013,-0.2924318819594846,-0.00782918539807247,0.11575006046032195,0.2585050275699959,-0.06150076425088222,-0.2828378973138327
alpha101__alpha008,-0.23411033017653177,0.1727373150898312,-0.0407908361035827,0.48149268432574976,0.4424787715633836,0.019885481374893994,0.10305265806063597,1.0,0.1683614522588313,-0.1825167146672486,-0.01954812332791617,0.15180514358149574,0.16732776097945437,-0.015598939156345509,0.08495039357846283,0.11981921346670896,0.2520008270924594,0.1265150893456032,0.42694934639871235,0.023491675940544837,0.0,0.11248693447297572,0.3124076179604471,0.0855877382259511,0.19633774247282754,0.09206689244816767,0.0,-0.1130212618484547,0.4711469526791561,0.15894241438613307,0.30293645422605486,0.28557053848215985,0.2267366607782613,0.20066178135550505,0.3291561680832181,0.07743774481186126,0.1927124461763123,0.40478678463013545,0.48109321373088915,0.05879465871718024,-0.02595133740193302,0.027554878943471674,0.11126344945264512,0.08338767630976847,0.0893306872890832,0.5058412604803675,0.4170482668865786,-0.025931583945626408,0.0,0.07208307766550663,0.19553659594238337,-0.35017475542739374,-0.006163150261766863,0.035491046119006386,0.5561954601777194,0.07193735535719124,-0.296138617966453,-0.014716465412361351,0.031429825353319805,0.021090169113287198,0.1983737025265881,-0.44804544338744284,-0.057786337094297466,0.07508047427946687,0.059081075990854146,0.2421691730530627,-0.5007730391255302,0.004364493023254899,0.03522546811023254,0.13836417347423566,0.14328548800150143,-0.3536972571626661,-0.011154062615439296,0.02802999673930549,0.5329160276957726,0.24971555252558011,-0.29292161554902335,-0.019551683857468406,0.038708195417116474,-0.0626769578624313,0.19356248679245172,-0.4233174752866285,0.026717957461914126,0.07508941821328163,-0.024661875926555273,0.19154672630784242,-0.4986723253421183,-0.004247249958454016,0.03482497223121738,0.5261909318557473,0.08155857546888377,-0.35455722434012227,-0.016288623094249076,0.03444354427026928,0.49651908160187347,0.24295178966237127,-0.2720133021565889,-0.0305298985807673,0.04448945367620955,-0.12141998537949585,0.19256518623312852
alpha101__alpha009,-0.2511041066592283,0.08011668611556935,-0.0302877938447035,0.10828926505170519,0.30235301344896304,-0.015911730728287776,0.036666397315007086,0.1683614522588313,1.0,-0.7959494569293601,-0.021365339133354186,0.18188599661097785,0.08399241558434277,0.17822962166739378,0.029720343701232686,0.05307890517078524,0.32000498066284944,0.21968014698027288,0.15869441912142215,-0.04179991734386849,0.0,0.07586292096214281,0.2999282843868006,0.05203403092762853,0.6839940728620448,0.006301398999509742,0.0,0.04089766983032565,0.060008983534952,0.23170151815594156,0.24082530690801202,0.20237585365104058,0.6635240627148531,0.5532136095692622,0.26912786320893334,0.2340461821933458,0.4873231190664158,0.5949170696195709,0.3992490248041937,0.005187029929369942,0.01900093647501799,0.002770719228663519,0.1185569547117949,0.07861824772363657,0.07029087946603187,0.369751266127804,0.18629412944334459,-0.06139236309946281,0.0,0.02088534750341214,0.12402004353224143,-0.39146726282853417,-0.017362971495436728,-0.007659913436601282,0.2916095367449506,0.13739875357315345,-0.4066537359418114,-0.014635242243604053,0.0023602932581032895,0.38589685256243533,0.15368394632090193,-0.42227100588015726,-0.011158126409162467,0.021092367927293597,0.3812220813772052,0.13236326876363744,-0.39426151126790826,-0.01807216364801726,-0.012003083674641167,0.33632715022798043,0.12943044162689832,-0.3978448655158867,-0.017360562316907,-0.0038841935336461106,0.3021228500954077,0.1214247259852701,-0.4211777223639519,-0.013206819347182555,0.011957397205997769,0.39646990291840045,0.15107551079574974,-0.42318450966202725,-0.02072677316325352,0.033733109606933036,0.38057119509124715,0.1333201595327411,-0.39745498947482166,-0.01867808721139701,-0.008838871932603545,0.305054270254577,0.14131859030846988,-0.40639155034153823,-0.015569798360220283,0.002473070905840756,0.31380679947966206,0.1200440188658355,-0.37661616322998304,-0.009964131400530561,0.021200979932177483,0.3960590046190592,0.15104592574228545
alpha101__alpha010,0.2682840244083815,-0.07408779403159241,0.017282550591776708,-0.1313385841490609,-0.33305664940893576,-0.0101173803687271,-0.041220789506578696,-0.1825167146672486,-0.7959494569293601,1.0,0.03652842822335643,-0.13485798602186636,-0.07074196033808909,-0.21992824484717868,-0.01559693541654862,-0.07127862878456281,-0.37973559785008626,-0.25045491578375184,-0.1722873370723752,0.0321280391072279,0.0,-0.06827250637658698,-0.3386948322122561,-0.08767266038196615,-0.7926668938299062,-0.004047140001940032,0.0,-0.02960347778144799,-0.06863584735445344,-0.287571987276051,-0.26499025234610823,-0.18683338223844767,-0.7629828261901554,-0.6195065776304565,-0.2761335977070505,-0.2238607198117262,-0.5494840409008694,-0.6859148863533424,-0.4445812682483478,-0.027067302047058546,0.01338206519139973,-0.021403376912027764,-0.11703987841415896,-0.07860532374200008,-0.025970983671915786,-0.3690748343264067,-0.18930873153377945,0.06887022974442868,0.0,-0.01916239825588164,-0.14345451929944542,0.45092862228410363,0.030512182949703256,-0.005509500350320917,-0.31311616727859487,-0.16286962527990673,0.46788649668295423,0.028095946473124474,-0.01304725675916099,-0.4271254856895952,-0.17463990922621636,0.4825469498548972,0.015298725223005597,-0.03341604703050749,-0.4257483562267286,-0.15469144135173013,0.45236233367729406,0.030128099486706656,-0.0033804055666687926,-0.3908026982248884,-0.15043968100599805,0.45775682462685807,0.02987642020024534,-0.00860314594100542,-0.32469639985126075,-0.14567814596642015,0.4833878379202205,0.025841877195690595,-0.020244886175887714,-0.4453159254098725,-0.17165617224944477,0.4826467816592699,0.031011968767794336,-0.04395530413064458,-0.43733313540665203,-0.15224896138388103,0.4550344101950371,0.030240366653597698,-0.00578345298861587,-0.3276802813358757,-0.1666007916365396,0.46669206326361234,0.027427238556748897,-0.013833371238818892,-0.3375907716977288,-0.1433133482078607,0.43584861078011705,0.021505837626153917,-0.02753241509329509,-0.4669397561565303,-0.1720575094896722
