factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate
alpha101__alpha069,-0.041644698658300346,0.0542853565579165,-0.7671442410785317,-0.043294093360754626,0.0760031567592364,-0.5696354626150874,0.17079889807162535
alpha101__alpha029,-0.06548988749886801,0.066271479922954,-0.9882062023513787,-0.04992075223500994,0.09054004346385283,-0.5513665592058201,0.15426997245179064
alpha101__alpha039,-0.07539806839560853,0.08204470338448015,-0.9189876407045562,-0.0584250144531342,0.10737455581692064,-0.544123456517501,0.049586776859504134
alpha101__alpha070,0.046378605445662455,0.06571620751748065,0.7057407479475386,0.04392615122351301,0.08864737186756928,0.4955155499605165,0.699724517906336
alpha101__alpha023,-0.054454217569937687,0.06284679587237159,-0.8664597266107658,-0.03968978984699145,0.08240230103594713,-0.4816587564669729,0.09366391184573003
alpha101__alpha035,-0.03545411528391659,0.06189572805833626,-0.5728039138743364,-0.03876068487693704,0.08241378335253112,-0.4703179892996213,0.21212121212121213
alpha101__alpha007,-0.05164369729190396,0.0539522883541973,-0.9572105070476823,-0.028159944918302617,0.06448159391213074,-0.4367129161955311,0.008264462809917356
alpha101__alpha004,-0.06825595417015666,0.0819462163247408,-0.8329360064614618,-0.0505340822862597,0.11573319294991545,-0.43664294571159684,0.162534435261708
alpha101__alpha026,-0.03649135310926261,0.04732174240700412,-0.7711329138180995,-0.026864987640396965,0.0638456991559596,-0.4207799114983814,0.2066115702479339
alpha101__alpha040,-0.04570458834809107,0.06188025255642832,-0.738597314327592,-0.0364262045884635,0.08704480116829211,-0.4184765097922069,0.20385674931129477
alpha101__alpha012,-0.030374406418167996,0.04832390498548505,-0.628558607324708,-0.024206339399442348,0.06161485183182406,-0.39286533489543796,0.24242424242424243
alpha101__alpha028,0.027739207294121385,0.05585921593210942,0.4965914188239818,0.02932019821752417,0.07475647979929653,0.39220945523708406,0.6391184573002755
alpha101__alpha011,-0.00950793908821912,0.05281750249178215,-0.18001493140836136,-0.02301865853075827,0.0628489758057021,-0.36625351862408323,0.39118457300275483
alpha101__alpha001,0.04166312526075098,0.06355846215721286,0.6555087056338238,0.030293058067324914,0.08487658304417457,0.3569071348166631,0.5537190082644629
alpha101__alpha046,-0.0329979076694743,0.05831298277117961,-0.5658758324704162,-0.03127977027691792,0.09335788641505877,-0.33505225405223443,0.14325068870523416
alpha101__alpha085,0.029802255252717427,0.06917092409383424,0.43084945940998265,0.02902888991183999,0.09006903109055263,0.3222960162928281,0.6198347107438017
alpha101__alpha036,0.014194065028958865,0.05092951301729902,0.27870019146143465,0.02070094486132906,0.06782995953870294,0.3051888133519725,0.26170798898071623
alpha101__alpha019,-0.07740277833636425,0.07637118748408941,-1.0135075921464458,-0.039637011042436276,0.13867515965471336,-0.28582632348236187,0.0440771349862259
alpha101__alpha095,0.025466259987988477,0.07227665168188525,0.35234421345463496,0.02651480325830245,0.0954182432588023,0.2778798094866043,0.5537190082644629
alpha101__alpha065,0.024558934182219383,0.06994552388729396,0.35111516530767833,0.024738606684518546,0.09099127007708872,0.27187890292727807,0.5757575757575758
alpha101__alpha047,0.021041950100012165,0.06316385861647172,0.33313275282591576,0.023628629658678284,0.08902573148125481,0.26541348512989765,0.5482093663911846
alpha101__alpha020,0.0020233531370909695,0.05131370650881555,0.03943104629838741,0.01628790614471075,0.0625202410391789,0.2605221264982613,0.5151515151515151
alpha101__alpha038,-0.06566367814112826,0.08426175489042871,-0.7792821099740352,-0.030001333371392346,0.11839850440860113,-0.2533928407394045,0.19008264462809918
alpha101__alpha005,-0.05360208915009579,0.06709221574121972,-0.7989315684079286,-0.022111307914903462,0.08889287269819801,-0.2487410660017031,0.19008264462809918
alpha101__alpha018,-0.02996614651076317,0.06331156404802567,-0.4733123713075865,-0.019069207840198693,0.07666294760819466,-0.24874086420022215,0.3085399449035813
alpha101__alpha017,-0.030871989949854486,0.0655057832579353,-0.4712864790623611,-0.021706733196643607,0.08992033633072119,-0.2413995997168832,0.3085399449035813
alpha101__alpha075,0.020873906275429246,0.0719943259117207,0.2899382140340447,0.02227927101121108,0.09518319432465712,0.23406727594389692,0.5316804407713499
alpha101__alpha010,0.036093933202521,0.08046472181041256,0.4485684209231959,0.02515980290375715,0.10786494730674033,0.23325281782421034,0.6694214876033058
alpha101__alpha008,-0.0308200300624822,0.06605255633345387,-0.46659859622832905,-0.019956685245856958,0.087044037586677,-0.22927113446437297,0.2644628099173554
alpha101__alpha034,-0.02865525778510578,0.07165839850084214,-0.3998869411625075,-0.02013028570051899,0.09310851216697345,-0.216202420509297,0.30578512396694213
alpha101__alpha044,-0.023553800101952887,0.04396685523235826,-0.5357171891752225,-0.01239053144890336,0.05968995342671499,-0.20758152314720726,0.2837465564738292
alpha101__alpha090,0.015855262955118944,0.06995968607393267,0.22663427818076923,0.018127773861527963,0.09185789371733324,0.19734584724216597,0.5068870523415978
alpha101__alpha055,0.016405353260243786,0.0712453699492964,0.23026553545751927,0.018050076731496424,0.0940534246004342,0.19191301973509528,0.49586776859504134
alpha101__alpha014,-0.005950120375102428,0.05403486681369587,-0.11011631426089293,0.012995776413030301,0.07093208940193434,0.18321434660397728,0.4214876033057851
alpha101__alpha009,-0.030337876362696973,0.07537488885217404,-0.40249314890793286,-0.016985175573157242,0.1069439283285995,-0.15882318742741544,0.30303030303030304
alpha101__alpha048,0.00308304588441878,0.04614996260360031,0.06680494870386441,-0.006412048342829022,0.04240026928882366,-0.1512265947923869,0.1349862258953168
alpha101__alpha003,-0.0131400367886497,0.03821157214586032,-0.3438758483553584,-0.006724736072624481,0.047862908777922396,-0.14049994545518268,0.36639118457300274
alpha101__alpha033,-0.03151622903418409,0.0989433681958396,-0.3185279580517585,-0.018415584315034924,0.13161494922477235,-0.13992015666537044,0.2892561983471074
alpha101__alpha037,-0.04489632045473046,0.0762708051017767,-0.588643589048526,-0.011980108407687444,0.09308367062894947,-0.12870257830122112,0.09917355371900827
alpha101__alpha091,0.011248687933522513,0.06040446860558634,0.18622277777115,0.009233474336290386,0.07461575084150958,0.12374698682457942,0.5068870523415978
alpha101__alpha006,-0.004226664012144831,0.05572683866260301,-0.07584611138153881,0.008330741098034814,0.06902797268686812,0.12068645179289256,0.4573002754820937
alpha101__alpha056,0.010870083072171995,0.06061625576767704,0.17932620440684408,0.008430564106345888,0.07481604638762843,0.11268390289786771,0.4986225895316804
alpha101__alpha100,0.00848688109787744,0.0683559276137246,0.12415720763583687,0.009914796440133265,0.09007848599170519,0.11006841790220877,0.5041322314049587
alpha101__alpha060,0.007136004192298619,0.06874595983485526,0.10380252467841107,0.009299213384066644,0.08852909116768538,0.10504132891698559,0.48760330578512395
alpha101__alpha080,0.00706588476962971,0.0683759480751144,0.10333874657017526,0.008743604374937042,0.08981755179068741,0.09734850483693108,0.4820936639118457
alpha101__alpha101,0.00909858505409161,0.06473845512307252,0.140543746939814,0.007899322098367875,0.08152475022644882,0.09689477215724265,0.4986225895316804
alpha101__alpha071,0.0090986594635032,0.06104810604893849,0.14904081473402905,0.0069447258378088576,0.07660922990755599,0.09065129418725429,0.46831955922865015
alpha101__alpha097,0.02129314788832608,0.07363057552798463,0.28918893728099726,0.008065445038800353,0.09419761017082227,0.08562260787905451,0.5564738292011019
alpha101__alpha045,-0.0019781761908063884,0.04548029291484088,-0.04349523857531887,0.005302809906605111,0.06441286311451158,0.08232532525650828,0.4573002754820937
alpha101__alpha086,0.007492788257288597,0.06349274533177132,0.11801014774422203,0.0058261785851276,0.0791224291565962,0.07363498122127471,0.48760330578512395
alpha101__alpha081,0.0065947993737691425,0.06498811082369468,0.10147701310567528,0.005815510622270681,0.08172510152496798,0.07115941753212718,0.465564738292011
alpha101__alpha025,-0.014290533657528214,0.08454499367563648,-0.16902873885537173,-0.0075601528058603035,0.11513222308349966,-0.06566495984688232,0.3608815426997245
alpha101__alpha052,0.01961795747042033,0.07420188058716023,0.26438625699487983,0.005742419137910651,0.0952204697723856,0.060306561726037405,0.5647382920110193
alpha101__alpha066,0.005873643804396839,0.06536965069244222,0.08985276412186682,0.004724509275959492,0.08181480626347529,0.0577463846916015,0.46005509641873277
alpha101__alpha076,-0.003157672793173898,0.06355874576788235,-0.049681169051160545,-0.004231701121857524,0.08138889387355278,-0.05199359421731385,0.39118457300275483
alpha101__alpha072,0.018700698221990403,0.07442992614135434,0.25125240869478743,0.004804519494073169,0.09557083337532701,0.05027181750319993,0.5564738292011019
alpha101__alpha051,0.0062949432136538705,0.06333483689972226,0.09939148060996231,0.003890791267646396,0.07876521879084154,0.049397326984874694,0.4738292011019284
alpha101__alpha043,-0.012042916445653667,0.06309442732287915,-0.1908713171137175,-0.0036979176998660156,0.07881782856286114,-0.04691727452142052,0.36639118457300274
alpha101__alpha061,0.004326144153879941,0.06434992358407486,0.06722842721371255,0.00378691840305174,0.08142364511549546,0.046508829194273744,0.46005509641873277
alpha101__alpha057,0.017422796132600924,0.07676617361956334,0.22695928833114123,0.004466821142800711,0.09833306759251269,0.04542542251718409,0.5509641873278237
alpha101__alpha092,0.017601358468783558,0.0746959848036626,0.23563995461132875,0.003625373304284638,0.09598324505500215,0.03777089743326721,0.5619834710743802
alpha101__alpha077,0.01624703519413863,0.0777421428241822,0.20898620238552112,0.0031153942047049982,0.09987986245544217,0.0311914146467194,0.5371900826446281
alpha101__alpha022,-0.002122269889351748,0.04292874930911195,-0.0494370305100242,-0.0015900839172289746,0.05664436761316574,-0.02807135085500353,0.4573002754820937
alpha101__alpha096,-0.0004967158201196753,0.06483069813992587,-0.007661737947778998,-0.0019650788622964433,0.08224926680804916,-0.023891749295254932,0.41597796143250687
alpha101__alpha067,0.015660322186888863,0.07039798347868997,0.2224541302611227,0.00106830319965787,0.09160997369527049,0.011661428953264974,0.5702479338842975
alpha101__alpha030,-0.00027796035291106534,0.06482304257866872,-0.004287986830820767,-0.0007597273525108608,0.08642148328741285,-0.008790954790537757,0.44077134986225897
alpha101__alpha087,0.014962112546712012,0.07073216132326837,0.21153195755365684,0.00046936589466890327,0.09165126525372382,0.005121215657738373,0.5647382920110193
alpha101__alpha062,0.014589676067909105,0.07809994978002112,0.18680775223291263,6.000744905966701e-05,0.09936872011428538,0.0006038867059035438,0.5537190082644629
alpha101__alpha082,0.014239358968089269,0.07856979163106335,0.18123198079679767,-3.564844239467038e-05,0.0997485238301724,-0.0003573831574225991,0.5509641873278237
alpha101__alpha049,,,0.0,,,0.0,0.0
alpha101__alpha027,,,0.0,,,0.0,0.0
alpha101__alpha021,,,0.0,,,0.0,0.0
