signal,annual_return,sharpe,max_drawdown,excess_return,ic_periods
score_equal_weight,0.45261746727604324,8.10565316575978,-0.0917355905245444,0.21517141920804583,363
score_ic_weighted,0.8328719761024512,7.940730984976785,-0.12943399528112837,0.45001225256538513,363
score_rule_based,0.1735925401048064,2.2728841166033744,-0.1395387091944683,0.0031350513533543495,363
