,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,907924.5934866914
Total Return [%],-9.207540651330863
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000287
Total Fees Paid,0.0
Max Drawdown [%],27.046360899509516
Max Drawdown Duration,329 days 00:00:00
Total Trades,41906
Total Closed Trades,41646
Total Open Trades,260
Open Trade PnL,4655.482868661038
Win Rate [%],60.853383278105944
Best Trade [%],197.15767028183433
Worst Trade [%],-37.771943459914716
Avg Winning Trade [%],12.84248113862436
Avg Losing Trade [%],-6.146324438448159
Avg Winning Trade Duration,20 days 16:10:12.524168409
Avg Losing Trade Duration,15 days 23:08:12.968171724
Profit Factor,0.8923241932430511
Expectancy,-2.4437751119902877
Sharpe Ratio,-0.1856322078517098
Calmar Ratio,-0.3458504562496119
Omega Ratio,0.9739029726655312
Sortino Ratio,-0.2392418909452927
