,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1548570.068039936
Total Return [%],54.8570068039936
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000017
Total Fees Paid,0.0
Max Drawdown [%],14.433810703173425
Max Drawdown Duration,92 days 00:00:00
Total Trades,45874
Total Closed Trades,45614
Total Open Trades,260
Open Trade PnL,-13357.149318909822
Win Rate [%],65.31547331959486
Best Trade [%],184.75788673116904
Worst Trade [%],-24.249439610689695
Avg Winning Trade [%],3.8878108045067887
Avg Losing Trade [%],-2.7534206094875247
Avg Winning Trade Duration,5 days 05:03:43.663276608
Avg Losing Trade Duration,6 days 00:11:30.713737528
Profit Factor,1.4690728971536093
Expectancy,12.00844990296206
Sharpe Ratio,2.0566919482472343
Calmar Ratio,3.8792963745217555
Omega Ratio,1.3593972772852008
Sortino Ratio,2.771901371063394
