level_idx,level_px,qty,avg_cost,unrealized_pnl
-30,1.789000,0,0.000000,0.000000
-29,1.790000,0,0.000000,0.000000
-28,1.791000,0,0.000000,0.000000
-27,1.792000,0,0.000000,0.000000
-26,1.793000,0,0.000000,0.000000
-25,1.794000,0,0.000000,0.000000
-24,1.795000,0,0.000000,0.000000
-23,1.796000,0,0.000000,0.000000
-22,1.797000,0,0.000000,0.000000
-21,1.798000,0,0.000000,0.000000
-20,1.799000,0,0.000000,0.000000
-19,1.800000,0,0.000000,0.000000
-18,1.801000,0,0.000000,0.000000
-17,1.802000,0,0.000000,0.000000
-16,1.803000,0,0.000000,0.000000
-15,1.804000,0,0.000000,0.000000
-14,1.805000,0,0.000000,0.000000
-13,1.806000,0,0.000000,0.000000
-12,1.807000,0,0.000000,0.000000
-11,1.808000,0,0.000000,0.000000
-10,1.809000,0,0.000000,0.000000
-9,1.810000,0,0.000000,0.000000
-8,1.811000,0,0.000000,0.000000
-7,1.812000,0,0.000000,0.000000
-6,1.813000,0,0.000000,0.000000
-5,1.814000,0,0.000000,0.000000
-4,1.815000,0,0.000000,0.000000
-3,1.816000,0,0.000000,0.000000
-2,1.817000,0,0.000000,0.000000
-1,1.818000,100,1.818000,0.000000
0,1.819000,0,0.000000,0.000000
1,1.820000,100,1.820000,0.000000
2,1.821000,100,1.821000,0.000000
3,1.822000,100,1.822000,0.000000
4,1.823000,100,1.823000,0.000000
5,1.824000,100,1.824000,0.000000
