,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1159900.2286804698
Total Return [%],15.990022868046974
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000023
Total Fees Paid,0.0
Max Drawdown [%],18.313123316423187
Max Drawdown Duration,130 days 00:00:00
Total Trades,46914
Total Closed Trades,46654
Total Open Trades,260
Open Trade PnL,-10368.16747635879
Win Rate [%],65.06194538517597
Best Trade [%],163.20541760722355
Worst Trade [%],-30.672568662523368
Avg Winning Trade [%],5.342450459524885
Avg Losing Trade [%],-3.1231748508648858
Avg Winning Trade Duration,4 days 14:20:16.841272978
Avg Losing Trade Duration,4 days 17:05:35.070737155
Profit Factor,1.1316866227357505
Expectancy,3.3331789936491454
Sharpe Ratio,0.7718778581751979
Calmar Ratio,0.8888670962525028
Omega Ratio,1.1230642992548845
Sortino Ratio,0.9950008817597763
