TopK,Precision@K,Recall@K,平均最大涨幅,中位最大涨幅,平均最大回撤,平均起爆速度,盈亏比,样本日数
10,0.030294117647058826,0.005052764361632393,0.08321221554183353,0.05248917656087104,-0.019520294761394396,10.62094395280236,4.2628565069828595,340
20,0.03,0.010352170702262086,0.08003839013901133,0.049703477559041365,-0.019990038906108353,10.434660766961652,4.003913674953079,340
50,0.038000000000000006,0.03239229208311099,0.08287431898703057,0.05020202374149585,-0.02018723315570125,10.282536873156342,4.105283688350592,340
100,0.0405,0.06830729461459407,0.0842519323383582,0.05045574848380563,-0.02058173323793493,10.285132743362832,4.093529508149996,340
