,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,876350.3709168998
Total Return [%],-12.364962908310018
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000276
Total Fees Paid,0.0
Max Drawdown [%],23.59381246089135
Max Drawdown Duration,329 days 00:00:00
Total Trades,44716
Total Closed Trades,44456
Total Open Trades,260
Open Trade PnL,-8967.76151130234
Win Rate [%],57.470307719992796
Best Trade [%],122.70635437871013
Worst Trade [%],-34.43886678826069
Avg Winning Trade [%],6.865829535083176
Avg Losing Trade [%],-5.340153436543845
Avg Winning Trade Duration,10 days 12:04:22.084621707
Avg Losing Trade Duration,11 days 14:00:44.892086330
Profit Factor,0.8967133114625119
Expectancy,-2.7686704313745167
Sharpe Ratio,-0.32019489488607084
Calmar Ratio,-0.5322610879989584
Omega Ratio,0.955448535467344
Sortino Ratio,-0.40920605367677326
