TopK,Precision@K,Recall@K,平均最大涨幅,中位最大涨幅,平均最大回撤,平均起爆速度,盈亏比,样本日数
10,0.07794117647058824,0.014349178309596915,0.10311275392727297,0.05631470944874539,-0.03605531297483693,8.23834808259587,2.8598490879620306,340
20,0.07235294117647059,0.027440311369026672,0.10013434041393347,0.05581249915447184,-0.03409776233588671,8.433480825958702,2.936683628313802,340
50,0.06623529411764707,0.062054533979825244,0.09546486114353084,0.053466034202855006,-0.03181201057380015,8.628082595870206,3.0009062433216385,340
100,0.06261764705882353,0.11803483864480144,0.09295354725376881,0.05241521068859201,-0.029843204483345747,8.861563421828908,3.114730769131791,340
