,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,984733.250148175
Total Return [%],-1.5266749851824992
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000246
Total Fees Paid,0.0
Max Drawdown [%],21.30322901535885
Max Drawdown Duration,165 days 00:00:00
Total Trades,48954
Total Closed Trades,48694
Total Open Trades,260
Open Trade PnL,14752.010701476878
Win Rate [%],69.03314576744567
Best Trade [%],291.90198310888957
Worst Trade [%],-31.67927705995906
Avg Winning Trade [%],7.690058207991836
Avg Losing Trade [%],-3.429098601128269
Avg Winning Trade Duration,6 days 10:38:12.048192771
Avg Losing Trade Duration,5 days 02:29:41.747364179
Profit Factor,0.977277857382473
Expectancy,-0.9590102837453855
Sharpe Ratio,0.05929697589181058
Calmar Ratio,-0.0728524028309898
Omega Ratio,1.0087450014269674
Sortino Ratio,0.07573843082859037
