group,平均未来收益,正收益占比,累计净值终值
G1,0.005551358841332341,0.6666666666666666,1.447773568709841
G2,0.006401218200669778,0.6933333333333334,1.5576169761444905
G3,0.006434004876071978,0.68,1.5620073160352346
G4,0.005325027699650339,0.64,1.437430765807442
G5,-0.00018898093779274057,0.5733333333333334,0.940778680423501
