,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,889877.0368334984
Total Return [%],-11.012296316650163
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000193
Total Fees Paid,0.0
Max Drawdown [%],21.137193297137074
Max Drawdown Duration,187 days 00:00:00
Total Trades,48093
Total Closed Trades,47833
Total Open Trades,260
Open Trade PnL,2245.2690585355767
Win Rate [%],62.83109986829176
Best Trade [%],111.16104862109081
Worst Trade [%],-32.262798927001306
Avg Winning Trade [%],5.730544913541877
Avg Losing Trade [%],-3.8069715398488952
Avg Winning Trade Duration,6 days 09:53:07.462567378
Avg Losing Trade Duration,6 days 23:41:30.804207668
Profit Factor,0.90576976348722
Expectancy,-2.485940193803412
Sharpe Ratio,-0.37722194664398895
Calmar Ratio,-0.5291927187659853
Omega Ratio,0.9464634099198087
Sortino Ratio,-0.4701466326138212
