,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,917194.464923861
Total Return [%],-8.280553507613906
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000155
Total Fees Paid,0.0
Max Drawdown [%],22.58168678959862
Max Drawdown Duration,242 days 00:00:00
Total Trades,47968
Total Closed Trades,47708
Total Open Trades,260
Open Trade PnL,11110.7812762411
Win Rate [%],67.35767586149073
Best Trade [%],256.2874251497006
Worst Trade [%],-31.944125873922985
Avg Winning Trade [%],9.112256971750607
Avg Losing Trade [%],-3.790991026754837
Avg Winning Trade Duration,5 days 20:07:01.671075151
Avg Losing Trade Duration,4 days 22:38:49.713619282
Profit Factor,0.931587408105014
Expectancy,-2.2277146986336085
Sharpe Ratio,-0.20133461379392187
Calmar Ratio,-0.37255660534307333
Omega Ratio,0.9714753194295203
Sortino Ratio,-0.2573475140905538
