,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,931597.7127533236
Total Return [%],-6.840228724667642
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000146
Total Fees Paid,0.0
Max Drawdown [%],23.535750244521754
Max Drawdown Duration,329 days 00:00:00
Total Trades,48060
Total Closed Trades,47800
Total Open Trades,260
Open Trade PnL,1405.2814856374848
Win Rate [%],64.38912133891213
Best Trade [%],169.99001587647922
Worst Trade [%],-30.312582717187986
Avg Winning Trade [%],8.001053000786909
Avg Losing Trade [%],-4.063698348840151
Avg Winning Trade Duration,6 days 04:31:35.795698226
Avg Losing Trade Duration,5 days 19:14:02.152786028
Profit Factor,0.949720673767645
Expectancy,-1.7847906004329168
Sharpe Ratio,-0.13578229042330517
Calmar Ratio,-0.29531595462852084
Omega Ratio,0.9808678978590326
Sortino Ratio,-0.1744174333140891
