,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1360843.5665753838
Total Return [%],36.08435665753837
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000149
Total Fees Paid,0.0
Max Drawdown [%],13.31015052621626
Max Drawdown Duration,39 days 00:00:00
Total Trades,35815
Total Closed Trades,35555
Total Open Trades,260
Open Trade PnL,-22465.875063743573
Win Rate [%],58.599353114892416
Best Trade [%],188.81420853754264
Worst Trade [%],-31.327424803759783
Avg Winning Trade [%],4.167115100065449
Avg Losing Trade [%],-3.63984527053837
Avg Winning Trade Duration,7 days 04:07:58.963282937
Avg Losing Trade Duration,11 days 00:24:05.033929673
Profit Factor,1.605779759993829
Expectancy,10.620945365097931
Sharpe Ratio,1.6318168581765506
Calmar Ratio,2.763824078310348
Omega Ratio,1.319510988267485
Sortino Ratio,2.142066639677154
