,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1145573.1979955449
Total Return [%],14.557319799554497
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000217
Total Fees Paid,0.0
Max Drawdown [%],14.6749258928102
Max Drawdown Duration,86 days 00:00:00
Total Trades,25976
Total Closed Trades,25716
Total Open Trades,260
Open Trade PnL,-14125.684395480679
Win Rate [%],49.44003733084461
Best Trade [%],53.34584115071917
Worst Trade [%],-29.16045151376124
Avg Winning Trade [%],3.36862353075327
Avg Losing Trade [%],-4.242403135202004
Avg Winning Trade Duration,5 days 16:53:34.346389806
Avg Losing Trade Duration,10 days 09:53:41.346138951
Profit Factor,1.355313644435081
Expectancy,6.086910176813149
Sharpe Ratio,0.9035737267465483
Calmar Ratio,1.009737326412633
Omega Ratio,1.1806111631167102
Sortino Ratio,1.241966365355704
