,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1047944.4041140657
Total Return [%],4.794440411406568
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000246
Total Fees Paid,0.0
Max Drawdown [%],21.79952855452205
Max Drawdown Duration,161 days 00:00:00
Total Trades,49048
Total Closed Trades,48788
Total Open Trades,260
Open Trade PnL,24129.481530447418
Win Rate [%],69.94752808067558
Best Trade [%],256.28742514970065
Worst Trade [%],-31.855108508359237
Avg Winning Trade [%],8.523176494160783
Avg Losing Trade [%],-3.5801396525201685
Avg Winning Trade Duration,6 days 08:50:57.563148332
Avg Losing Trade Duration,5 days 00:41:49.691629955
Profit Factor,1.017488592143288
Expectancy,0.23068822163413572
Sharpe Ratio,0.3155000652703776
Calmar Ratio,0.22369719310723019
Omega Ratio,1.0469128658622215
Sortino Ratio,0.4065276147756306
