,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1379940.5769745565
Total Return [%],37.994057697455666
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000213
Total Fees Paid,0.0
Max Drawdown [%],17.081821845689653
Max Drawdown Duration,132 days 00:00:00
Total Trades,47500
Total Closed Trades,47240
Total Open Trades,260
Open Trade PnL,-16711.99270452129
Win Rate [%],64.10457239627434
Best Trade [%],62.0462046204621
Worst Trade [%],-23.4528263556897
Avg Winning Trade [%],3.4235754342623985
Avg Losing Trade [%],-2.7049108456554856
Avg Winning Trade Duration,4 days 04:19:37.848958161
Avg Losing Trade Duration,4 days 22:59:09.949280983
Profit Factor,1.3319010347951217
Expectancy,8.097652158633998
Sharpe Ratio,1.513159764961391
Calmar Ratio,2.267836806488728
Omega Ratio,1.2541065354041407
Sortino Ratio,1.979700409805972
