,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1061060.8981098952
Total Return [%],6.106089810989506
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000249
Total Fees Paid,0.0
Max Drawdown [%],21.973414452507324
Max Drawdown Duration,160 days 00:00:00
Total Trades,48280
Total Closed Trades,48020
Total Open Trades,260
Open Trade PnL,188.06922489577346
Win Rate [%],65.97667638483965
Best Trade [%],289.2723869016243
Worst Trade [%],-31.905080491423043
Avg Winning Trade [%],7.501031297185436
Avg Losing Trade [%],-3.49852853707606
Avg Winning Trade Duration,4 days 14:02:18.627611893
Avg Losing Trade Duration,4 days 11:22:25.761031234
Profit Factor,1.040389395743992
Expectancy,0.8747490245675955
Sharpe Ratio,0.3645969326474568
Calmar Ratio,0.2826710284027384
Omega Ratio,1.0552572378212612
Sortino Ratio,0.47081166065591407
