factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.amount_mean_20_ratio,-0.02868684832153658,-1.68008811252301,-0.07438819613972361,-3.437285165267609,-0.00866163106871857,0.4084507042253521
