factor,direction,strict_decreasing,strict_increasing,decreasing_score,increasing_score,best_monotonic_score,spearman,top_bottom_spread,abs_top_bottom_spread,g1_return,g2_return,g3_return,g4_return,g5_return
alpha158.amount_mean_20_ratio,increasing,False,True,0.0,1.0,1.0,0.9999999999999999,-0.004535842059458756,0.004535842059458756,0.0006028616684740954,0.003152967077006416,0.004001339946400488,0.004969554144307031,0.005138703727932851
