group,平均未来收益,正收益占比,累计净值终值
G1,0.0006028616684740954,0.5774647887323944,0.9897045389906416
G2,0.003152967077006416,0.647887323943662,1.2059188157185456
G3,0.004001339946400488,0.676056338028169,1.288812821419003
G4,0.004969554144307031,0.6619718309859155,1.3846929657829283
G5,0.005138703727932851,0.6056338028169014,1.4013946804087534
