,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1352909.968580628
Total Return [%],35.2909968580628
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000134
Total Fees Paid,0.0
Max Drawdown [%],14.223497157988636
Max Drawdown Duration,59 days 00:00:00
Total Trades,44709
Total Closed Trades,44449
Total Open Trades,260
Open Trade PnL,-25376.096046886138
Win Rate [%],61.603185673468474
Best Trade [%],122.57100149476827
Worst Trade [%],-30.369486735624086
Avg Winning Trade [%],4.021888194920973
Avg Losing Trade [%],-3.1573202331298718
Avg Winning Trade Duration,5 days 22:00:31.027682419
Avg Losing Trade Duration,7 days 11:47:58.883987122
Profit Factor,1.3888497441956291
Expectancy,8.12826129186277
Sharpe Ratio,1.5231616582491199
Calmar Ratio,2.5293477466680114
Omega Ratio,1.2624086493259479
Sortino Ratio,2.0002394666716716
