factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,abs_rank_ic_mean,abs_rank_ic_ir,selected,drop_reason
ga_final_0001,-0.11909019863731579,0.04618906934720483,-2.578319942800983,-0.13292226412712238,0.05773262697927025,-2.302376854856268,0.018018018018018018,0.13292226412712238,2.302376854856268,True,
ga_final_0002,-0.10578669323591246,0.041692474836103915,-2.5373090384240196,-0.1328672835022961,0.05774970767983909,-2.300743827811291,0.018018018018018018,0.1328672835022961,2.300743827811291,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0006,-0.1284650861222206,0.04603037340637561,-2.7908764716739634,-0.14603321678196077,0.0638550665503711,-2.286948000700378,0.0045045045045045045,0.14603321678196077,2.286948000700378,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0011,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,0.14600277293575734,2.285321415899657,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0007,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,0.14600277293575734,2.285321415899657,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0009,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,0.14600277293575734,2.285321415899657,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0003,-0.11643252531870704,0.0460135627168453,-2.5303957886330277,-0.13040510145368892,0.05718894180638009,-2.280250295506267,0.018018018018018018,0.13040510145368892,2.280250295506267,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0010,-0.12853793723404144,0.046168989705126284,-2.7840751563980937,-0.14607276446060788,0.06409446730193973,-2.279022989183767,0.0045045045045045045,0.14607276446060788,2.279022989183767,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0008,-0.11584613082208584,0.04244042112231829,-2.729617844464918,-0.1460342724870397,0.06412921255242734,-2.2771879877310637,0.0,0.1460342724870397,2.2771879877310637,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0005,-0.10266505018006462,0.041446763031388875,-2.4770342162140215,-0.12961687398079058,0.05693572878404226,-2.2765472006589844,0.02702702702702703,0.12961687398079058,2.2765472006589844,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0004,-0.10654573075202863,0.042283062536348004,-2.519820570244603,-0.13326312568999382,0.05857738264006903,-2.274992833135516,0.018018018018018018,0.13326312568999382,2.274992833135516,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0013,-0.1298850304498724,0.046611369622350796,-2.7865525407687386,-0.14829952803590138,0.06558740602689482,-2.2610976255882047,0.0,0.14829952803590138,2.2610976255882047,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0015,-0.10914813734825048,0.041122117558104535,-2.6542440863855528,-0.13916267742658353,0.062360614761976345,-2.2315796269448636,0.0,0.13916267742658353,2.2315796269448636,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0019,-0.11311037934953813,0.045841237648525025,-2.4674372933990263,-0.1268364830623376,0.05685727673883309,-2.2307871628278186,0.02702702702702703,0.1268364830623376,2.2307871628278186,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0021,-0.11311037934953813,0.045841237648525025,-2.4674372933990263,-0.1268364830623376,0.05685727673883309,-2.2307871628278186,0.02702702702702703,0.1268364830623376,2.2307871628278186,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0017,-0.10016506776377891,0.04169956576731853,-2.4020650076476797,-0.1267815584690316,0.05687509205770076,-2.229122694701039,0.02702702702702703,0.1267815584690316,2.229122694701039,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0018,-0.10834734447295322,0.04101346320620347,-2.6417506838721483,-0.13846974933151696,0.06215688750602204,-2.2277458683577325,0.0,0.13846974933151696,2.2277458683577325,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0024,-0.10185064160696418,0.04046280669224708,-2.517142282828328,-0.12991083261053318,0.058610805809549,-2.216499684932976,0.013513513513513514,0.12991083261053318,2.216499684932976,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0000,0.08119638900423477,0.033336608617699666,2.4356523465054734,0.1232078528125704,0.056372838551258526,2.1855889463600513,0.9414414414414415,0.1232078528125704,2.1855889463600513,True,
ga_final_0014,-0.10297732899085699,0.0412966941175064,-2.4935973978411767,-0.1335040227499716,0.06182358484995458,-2.1594351585076303,0.0,0.1335040227499716,2.1594351585076303,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0016,-0.10143441822152544,0.04165610959496861,-2.435043003482425,-0.13256457999934135,0.06253410142110868,-2.1198766271005143,0.0,0.13256457999934135,2.1198766271005143,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0028,-0.10452538476507592,0.04397826170428135,-2.3767511655627853,-0.12490426453045773,0.06159130228137979,-2.027952972317954,0.013513513513513514,0.12490426453045773,2.027952972317954,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0032,-0.09179566544431692,0.04286999368549929,-2.141256798816993,-0.12381983073270059,0.06411398414454177,-1.9312453029522385,0.0045045045045045045,0.12381983073270059,1.9312453029522385,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0034,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,0.12305313049882356,1.9029814911745626,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0033,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,0.12305313049882356,1.9029814911745626,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
ga_final_0035,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,0.12305313049882356,1.9029814911745626,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
