datetime,benchmark,score_equal_weight,score_ic_weighted,score_rule_based,score_ml_lightgbm,score_ml_ridge,score_ml_lasso
2026-01-12,0.0065140724,0.005625478032353026,0.00593988044296756,0.005831771703935784,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-13,-0.0060313344,0.005625478032353026,0.00593988044296756,0.005831771703935784,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-14,-0.00401175,0.005625478032353026,0.00593988044296756,0.005831771703935784,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-15,0.002003312,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-16,-0.004116595,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-19,0.00054740906,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-20,-0.0032907724,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-21,0.0008878708,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-22,0.00013542175,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-23,-0.0044900775,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-26,0.0009484291,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-27,-0.00026983023,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-28,0.002613902,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-29,0.0076048374,0.003961744269096457,0.005947778488404332,0.00565601981750441,-0.005604365528588784,-0.0046952882184426725,5.708243997526452e-05
2026-01-30,-0.009998143,0.003961744269096457,0.005947778488404332,0.00565601981750441,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-02,-0.021324456,0.003961744269096457,0.005947778488404332,0.00565601981750441,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-03,0.011752129,0.003961744269096457,0.005947778488404332,0.00565601981750441,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-04,0.008276701,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-05,-0.006014526,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-06,-0.0057424903,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-09,0.016250253,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-10,0.0011103153,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-11,-0.002218306,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-12,0.0012220144,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-13,-0.012537181,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-24,0.010112882,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-25,0.006022215,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-26,-0.0019046664,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,0.010551250517833122,0.007035644417030973,0.004231900784288145
2026-02-27,-0.0034313798,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-02,0.003825307,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-03,-0.015389085,-0.00044454212251743286,0.0004617676352343114,-0.00041130683598711304,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-04,-0.011443555,-0.001125952206848524,-0.0013985381240656514,-0.0012938651336861229,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-05,0.009792328,-0.001125952206848524,-0.0013985381240656514,-0.0012938651336861229,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-06,0.0027433634,-0.001125952206848524,-0.0013985381240656514,-0.0012938651336861229,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-09,-0.009651482,-0.001125952206848524,-0.0013985381240656514,-0.0012938651336861229,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-10,0.012848139,-0.001125952206848524,-0.0013985381240656514,-0.0012938651336861229,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-11,0.006361842,-0.001125952206848524,-0.0013985381240656514,-0.0012938651336861229,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
2026-03-12,-0.0036008358,-0.001125952206848524,-0.0013985381240656514,-0.0012938651336861229,-0.000905765149473603,-0.0020949600073687513,-0.005443244553789084
