generation,n_evaluated,n_unique_expr,depth_mean,complexity_mean,fitness_std,fitness_max,fitness_mean,op_random_init,op_random_inject,op_random_restart,op_elite,op_crossover,op_mutate,op_crossover_mutate,op_reproduction
0,34,34,2.3823529411764706,2.8823529411764706,0.31215443057373105,1.0588244442772117,0.6243283581620892,34,0,0,0,0,0,0,0
1,50,50,2.64,3.34,0.30996299617518863,1.085804915482199,0.5911664367935281,26,6,0,0,11,2,5,0
2,56,56,2.9464285714285716,3.732142857142857,0.29816057718863637,1.0862637502807793,0.6313272094064387,14,7,0,0,24,7,4,0
3,57,57,2.9649122807017543,3.6842105263157894,0.2709539769956365,1.2055316542119672,0.7548496919588974,11,9,0,0,31,3,3,0
4,46,46,2.9565217391304346,3.4565217391304346,0.26518723032045893,1.2023921032407832,0.7886663344879501,11,4,0,0,23,3,5,0
5,45,45,3.0444444444444443,3.4,0.22353248615303462,1.200907763793963,0.8577503144559938,9,4,0,0,23,1,8,0
6,41,41,2.926829268292683,3.292682926829268,0.25134204160094675,1.1996533596442593,0.858353431485784,8,6,0,0,21,1,5,0
7,49,49,3.0816326530612246,3.6530612244897958,0.2935617443826544,1.2028435828421005,0.790006711515602,7,8,0,0,23,3,8,0
8,44,44,3.022727272727273,3.6818181818181817,0.22889453957684391,1.1994593603288748,0.8630125522246985,6,7,0,0,23,3,5,0
