factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,expr_key,expression,complexity,depth,non_null_ratio,operation,parents,mutation_op,first_generation,generation,fitness,monotonicity_score,top_bottom_spread
ga_g003_0064,0.08119638900423477,0.033336608617699666,2.4356523465054734,0.1232078528125704,0.056372838551258526,2.1855889463600513,0.9414414414414415,"safe_div(zscore_cs(log_abs(close)),log_abs(delta[10](low)))","safe_div(zscore_cs(log_abs(close)),log_abs(delta[10](low)))",7,4,0.9685102776011867,crossover,"safe_div(zscore_cs(log_abs(close)),zscore_cs(low))|log_abs(delta[10](low))",,3,3,1.2055316542119672,0.5,0.035735621625443
ga_g007_0001,-0.11909019863731579,0.04618906934720483,-2.578319942800983,-0.13292226412712238,0.05773262697927025,-2.302376854856268,0.018018018018018018,rank(delay[20](ts_mean[3](low))),rank(delay[20](ts_mean[3](low))),4,4,0.9367818784086727,crossover,rank(volume)|delay[20](ts_mean[3](low)),,6,7,1.1251173116157651,1.0,-0.042167992538487784
ga_g007_0002,-0.10578669323591246,0.041692474836103915,-2.5373090384240196,-0.1328672835022961,0.05774970767983909,-2.300743827811291,0.018018018018018018,delay[20](ts_mean[3](low)),delay[20](ts_mean[3](low)),3,3,0.9367818784086727,mutate,delay[20](ts_mean[3](log_abs(returns))),delay,5,7,1.1249801549554284,1.0,-0.042167992538487784
ga_g003_0057,-0.11643252531870704,0.0460135627168453,-2.5303957886330277,-0.13040510145368892,0.05718894180638009,-2.280250295506267,0.018018018018018018,delay[20](rank(zscore_cs(open))),delay[20](rank(zscore_cs(open))),4,4,0.942913864444965,crossover,delay[20](volume)|rank(zscore_cs(open)),,3,3,1.116277921176142,1.0,-0.04094813007339658
ga_g003_0046,-0.10654573075202863,0.042283062536348004,-2.519820570244603,-0.13326312568999382,0.05857738264006903,-2.274992833135516,0.018018018018018018,delay[20](ts_mean[3](ts_min[3](vwap))),delay[20](ts_mean[3](ts_min[3](vwap))),4,4,0.9306632761178216,crossover,delay[20](ts_mean[3](log_abs(volume)))|ts_min[3](vwap),,3,3,1.1157060347252943,1.0,-0.04240697220668549
ga_g008_0042,-0.10266505018006462,0.041446763031388875,-2.4770342162140215,-0.12961687398079058,0.05693572878404226,-2.2765472006589844,0.02702702702702703,delay[20](vwap),delay[20](vwap),2,2,0.942913864444965,crossover,delay[20](volume)|vwap,,8,8,1.1110976777995643,1.0,-0.040675690997041256
ga_g002_0045,-0.1284650861222206,0.04603037340637561,-2.7908764716739634,-0.14603321678196077,0.0638550665503711,-2.286948000700378,0.0045045045045045045,rank(ts_min[10](ts_min[20](open))),rank(ts_min[10](ts_min[20](open))),4,4,0.912548376663209,crossover,rank(amount)|ts_min[10](ts_min[20](open)),,2,2,1.0862637502807793,0.5,-0.04515542181825037
ga_g001_0051,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,ts_min[10](ts_min[20](open)),ts_min[10](ts_min[20](open)),3,3,0.912548376663209,crossover,ts_min[10](open)|ts_min[20](open),,1,1,1.085804915482199,0.5,-0.04515542181825037
ga_g003_0032,-0.11584613082208584,0.04244042112231829,-2.729617844464918,-0.1460342724870397,0.06412921255242734,-2.2771879877310637,0.0,ts_min[30](vwap),ts_min[30](vwap),2,2,0.9095303420662272,crossover+mutate,"close|covariance[30](amount,ts_rank[3](log_abs(low)))",ts_min,3,3,1.0798623543299826,0.5,-0.04537726097213436
ga_g007_0007,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,ts_min[20](ts_min[10](open)),ts_min[20](ts_min[10](open)),3,3,0.912548376663209,crossover,ts_min[20](open)|ts_min[10](open),,6,7,1.0787472033044885,0.5,-0.04515542181825037
ga_g007_0019,-0.12853793723404144,0.046168989705126284,-2.7840751563980937,-0.14607276446060788,0.06409446730193973,-2.279022989183767,0.0045045045045045045,rank(zscore_cs(ts_min[30](vwap))),rank(zscore_cs(ts_min[30](vwap))),4,4,0.9095303420662272,crossover,rank(zscore_cs(open))|ts_min[30](vwap),,6,7,1.0761462130048522,0.5,-0.04537726097213436
ga_g005_0036,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,demean(ts_min[10](ts_min[20](open))),demean(ts_min[10](ts_min[20](open))),4,4,0.912548376663209,crossover,"demean(rank(covariance[30](amount,close)))|ts_min[10](ts_min[20](open))",,5,5,1.072494166567918,0.5,-0.04515542181825037
ga_g008_0054,0.16553946053295165,0.08159471837606046,2.0288011752182262,0.17883660501387658,0.11090610116378152,1.6125046605847058,0.8243243243243243,"covariance[30](returns,log_abs(close))","covariance[30](returns,log_abs(close))",4,3,0.9065123074692455,random_inject,,,7,8,1.0712665220037028,1.0,0.05678344120064242
ga_g007_0009,-0.1298850304498724,0.046611369622350796,-2.7865525407687386,-0.14829952803590138,0.06558740602689482,-2.2610976255882047,0.0,rank(ts_min[10](ts_min[20](low))),rank(ts_min[10](ts_min[20](low))),4,4,0.912548376663209,crossover,rank(ts_min[10](ts_min[20](open)))|low,,5,7,1.0703048530406716,0.5,-0.04638876585500283
ga_g005_0047,-0.10297732899085699,0.0412966941175064,-2.4935973978411767,-0.1335040227499716,0.06182358484995458,-2.1594351585076303,0.0,ts_min[3](demean(ts_min[10](open))),ts_min[3](demean(ts_min[10](open))),4,4,0.9640981028540836,crossover,ts_min[3](demean(volume))|ts_min[10](open),,5,5,1.0595047404370148,1.0,-0.03935155528641611
ga_g001_0000,-0.10914813734825048,0.041122117558104535,-2.6542440863855528,-0.13916267742658353,0.062360614761976345,-2.2315796269448636,0.0,ts_min[20](open),ts_min[20](open),2,2,0.9397753761390123,random_init,,,0,1,1.0592627368977863,0.5,-0.04179265955073401
ga_g001_0001,-0.10143441822152544,0.04165610959496861,-2.435043003482425,-0.13256457999934135,0.06253410142110868,-2.1198766271005143,0.0,ts_min[10](open),ts_min[10](open),2,2,0.9702033213994936,random_init,,,0,1,1.0576373024598313,1.0,-0.03891322115334282
ga_g002_0039,-0.10016506776377891,0.04169956576731853,-2.4020650076476797,-0.1267815584690316,0.05687509205770076,-2.229122694701039,0.02702702702702703,delay[20](high),delay[20](high),2,2,0.942913864444965,mutate,delay[20](volume),delay,2,2,1.0510597546047942,0.5,-0.03999298203793654
ga_g007_0013,-0.10834734447295322,0.04101346320620347,-2.6417506838721483,-0.13846974933151696,0.06215688750602204,-2.2277458683577325,0.0,ts_min[10](ts_min[10](open)),ts_min[10](ts_min[10](open)),3,3,0.9428112557299159,crossover+mutate,low|ts_min[20](ts_min[10](open)),ts_min,7,7,1.0476567996643642,0.5,-0.0414099871121026
ga_g004_0040,-0.11311037934953813,0.045841237648525025,-2.4674372933990263,-0.1268364830623376,0.05685727673883309,-2.2307871628278186,0.02702702702702703,rank(delay[20](high)),rank(delay[20](high)),3,3,0.942913864444965,crossover,rank(zscore_cs(open))|delay[20](high),,4,4,1.0431285663326084,0.5,-0.03999298203793654
ga_g002_0003,0.14805559767205762,0.07316174506995408,2.023675043979518,0.15111908586663125,0.09980707994317685,1.5141118841736263,0.990990990990991,volume,volume,1,1,0.9979032132142179,random_init,,,0,2,1.0391145780311202,1.0,0.05272341290185362
ga_g006_0012,-0.11311037934953813,0.045841237648525025,-2.4674372933990263,-0.1268364830623376,0.05685727673883309,-2.2307871628278186,0.02702702702702703,rank(rank(delay[20](high))),rank(rank(delay[20](high))),4,4,0.942913864444965,crossover,"rank(covariance[30](high,scale(volume)))|rank(delay[20](high))",,6,6,1.0374876921618499,0.5,-0.03999298203793654
ga_g002_0009,0.1480555976720576,0.07316174506995408,2.0236750439795177,0.15111908586663125,0.09980707994317685,1.5141118841736263,0.990990990990991,demean(volume),demean(volume),2,2,0.9979032132142179,mutate,demean(high),demean,2,2,1.0371145780311202,1.0,0.05272341290185362
ga_g006_0010,0.15089394458687552,0.07370942958037874,2.0471457376064555,0.1512199079411235,0.09982477008649973,1.5148535559870469,0.990990990990991,rank(volume),rank(volume),2,2,0.9979032132142179,random_inject,,,2,6,1.0358537753537564,1.0,0.05272341290185362
ga_g007_0047,-0.10185064160696418,0.04046280669224708,-2.517142282828328,-0.12991083261053318,0.058610805809549,-2.216499684932976,0.013513513513513514,zscore_cs(ts_mean[30](ts_min[3](vwap))),zscore_cs(ts_mean[30](ts_min[3](vwap))),4,4,0.9034942728722632,crossover+mutate,ts_min[20](open)|zscore_cs(ts_mean[3](ts_min[3](vwap))),zscore_cs,5,7,1.0353798696735663,0.5,-0.04035652248591742
ga_g001_0003,0.15243622104299717,0.07872329069116181,1.9363547903633433,0.15301256519616907,0.1027992397959074,1.4884600849184562,0.9819819819819819,ts_mean[3](log_abs(volume)),ts_mean[3](log_abs(volume)),3,3,0.9916998472022396,random_init,,,0,1,1.0246468480101323,1.0,0.05279408318051962
ga_g003_0060,0.15243622104299717,0.07872329069116181,1.9363547903633433,0.15301256519616907,0.1027992397959074,1.4884600849184562,0.9819819819819819,"max(ts_std[5](zscore_cs(amount)),ts_mean[3](log_abs(volume)))","max(ts_std[5](zscore_cs(amount)),ts_mean[3](log_abs(volume)))",7,4,0.9916998472022396,crossover,"max(ts_std[5](zscore_cs(amount)),mul(ts_min[60](-1),low))|ts_mean[3](log_abs(volume))",,3,3,1.0144841747205182,1.0,0.05279408318051962
