,ga_final_0000,ga_final_0001,ga_final_0002,ga_final_0003,ga_final_0004,ga_final_0005,ga_final_0006,ga_final_0007,ga_final_0008,ga_final_0009,ga_final_0010,ga_final_0011,ga_final_0012,ga_final_0013,ga_final_0014,ga_final_0015,ga_final_0016,ga_final_0017,ga_final_0018,ga_final_0019,ga_final_0020,ga_final_0021,ga_final_0022,ga_final_0023,ga_final_0024,ga_final_0025,ga_final_0026,ga_final_0027,ga_final_0028,ga_final_0029,ga_final_0030,ga_final_0031,ga_final_0032,ga_final_0033,ga_final_0034,ga_final_0035,ga_final_0036,ga_final_0037,ga_final_0038,ga_final_0039,ga_final_0040,ga_final_0041,ga_final_0042,ga_final_0043,ga_final_0044,ga_final_0045
ga_final_0020,0.11168917389583918,-0.17093278897556224,-0.1838396505602532,-0.16590382136731935,-0.185119833682545,-0.17644554336239632,-0.18481036936610173,-0.19886545854716312,-0.19738028977611527,-0.19886545854716312,-0.1833349894128423,-0.19886545854716303,0.5159952930993179,-0.1851848431996139,-0.16554826322699612,-0.18385559982144972,-0.15954597025818254,-0.1711768070260713,-0.18193721979235541,-0.1577945281342889,1.0,-0.15779452813428888,1.0000000000000002,0.88247196888948,-0.16740306868178534,0.8792483347798081,0.8792483347798081,0.5024406969833599,-0.11609944405215113,0.8963864732311037,0.8963864732311037,0.47259822539490565,-0.1275843961655508,-0.12219004225055953,-0.12219004225055953,-0.12219004225055953,-0.1168442809138627,-0.11684428091386273,-0.10922835734323764,-0.10922835734323762,-0.10265021100717038,-0.10207337513869069,-0.10265021100717038,0.21441842064766833,-0.09014631168162264,0.37178804013380135
ga_final_0021,-0.6709264759915987,0.9977815296798218,0.8960709564424381,0.9988538280875429,0.8952167277074868,0.8973620314989423,0.9884573167825536,0.8898099554760533,0.8899839681205369,0.8898099554760533,0.9884128930446014,0.8898099554760535,-0.03051285871977623,0.9872563124444909,0.8887210543748433,0.8921664973247518,0.8874233206329202,0.8976414093696338,0.8917617620858486,1.0,-0.15779452813428888,1.0,-0.15779452813428888,-0.20818560091837587,0.8938338649870067,-0.22000008215681507,-0.22000008215681507,0.0026782462143092613,0.9801753463186756,-0.1570706076340323,-0.15707060763403227,-0.14537479933040026,0.8832263406046688,0.8821157867435121,0.8821157867435121,0.8821157867435121,0.8812302586171354,0.8812302586171352,0.8800655211096016,0.8800655211096013,0.8795819707068518,0.8792231744004189,0.8795819707068518,0.030732409625870122,0.8776773455584618,-0.024362533430806355
ga_final_0022,0.11168917389583917,-0.17093278897556224,-0.18383965056025323,-0.1659038213673193,-0.18511983368254506,-0.17644554336239635,-0.18481036936610173,-0.1988654585471632,-0.19738028977611527,-0.1988654585471632,-0.18333498941284226,-0.1988654585471631,0.515995293099318,-0.18518484319961387,-0.1655482632269962,-0.18385559982144975,-0.15954597025818248,-0.17117680702607127,-0.18193721979235544,-0.15779452813428888,1.0000000000000002,-0.15779452813428888,1.0,0.88247196888948,-0.16740306868178528,0.8792483347798081,0.8792483347798081,0.5024406969833598,-0.11609944405215114,0.8963864732311037,0.8963864732311038,0.4725982253949056,-0.12758439616555078,-0.1221900422505595,-0.1221900422505595,-0.1221900422505595,-0.1168442809138627,-0.11684428091386276,-0.10922835734323764,-0.10922835734323766,-0.1026502110071704,-0.10207337513869072,-0.1026502110071704,0.2144184206476683,-0.09014631168162267,0.37178804013380135
ga_final_0023,0.14675379718389828,-0.22137817248083566,-0.24586038382646094,-0.2164018904087651,-0.24685437491334636,-0.23798317229779492,-0.23737167057719558,-0.2644135162173875,-0.2626568579048551,-0.2644135162173875,-0.23576051228017464,-0.26441351621738746,0.48782643688885863,-0.2380518006328546,-0.23247294511411132,-0.2501747182656422,-0.22696936066162293,-0.23199576186660784,-0.24836744129697375,-0.20818560091837587,0.88247196888948,-0.20818560091837587,0.88247196888948,1.0,-0.23142711707788438,0.9391554289789641,0.9391554289789641,0.5041617112790104,-0.17545164110855138,0.8272348580944142,0.8272348580944143,0.44236956588506604,-0.19758446246220593,-0.19327416909159867,-0.19327416909159867,-0.19327416909159867,-0.18949694482057342,-0.18949694482057342,-0.18195212385543807,-0.18195212385543807,-0.17629303845373875,-0.1759978682850326,-0.17629303845373875,0.2225027965409167,-0.16445088542599445,0.359063318986209
ga_final_0024,-0.6639665499122993,0.894682573923437,0.9967123697210426,0.8942133080266569,0.9964633188924034,0.996327487660741,0.8938134097898095,0.9949513873728587,0.9950248311428503,0.9949513873728587,0.8938572632955992,0.9949513873728588,-0.037148839962766494,0.893204648014775,0.9968092663758699,0.9972087987483355,0.996140584639846,0.9955048483837341,0.9972870043285683,0.8938338649870067,-0.16740306868178534,0.8938338649870067,-0.16740306868178528,-0.23142711707788438,1.0,-0.2479877914675831,-0.2479877914675831,0.017782449372694756,0.8923309076157945,-0.16832718444850434,-0.16832718444850436,-0.2635575659134522,0.9924599884920339,0.9913437906917669,0.9913437906917669,0.9913437906917669,0.9904205995629142,0.990420599562914,0.9893359903735823,0.9893359903735826,0.9887159428404079,0.9883567149282597,0.9887159428404079,0.03157199962374631,0.986779270731717,-0.13678539313532706
ga_final_0025,0.1588289728890451,-0.23402836545679817,-0.2643557599432203,-0.22870124813751022,-0.2657422056450263,-0.25599345099457815,-0.2503421134147904,-0.28340323287939734,-0.281401183989027,-0.28340323287939734,-0.24850262475922913,-0.2834032328793972,0.5231125235561028,-0.25070791916065366,-0.2476296920314594,-0.26753829408399626,-0.2414275536924733,-0.2498312567482462,-0.26549872869464824,-0.22000008215681507,0.8792483347798081,-0.22000008215681507,0.8792483347798081,0.9391554289789641,-0.2479877914675831,1.0,1.0,0.5444302657303345,-0.17937751091926005,0.9110858691655732,0.9110858691655732,0.4937811658414262,-0.20686279958000783,-0.20172752179855233,-0.20172752179855233,-0.20172752179855233,-0.19958117936175965,-0.19958117936175968,-0.19180520957056452,-0.19180520957056454,-0.18852399645330212,-0.18872690684978066,-0.18852399645330212,0.24232087511871833,-0.177564707161112,0.3992328907747962
ga_final_0026,0.1588289728890451,-0.23402836545679817,-0.2643557599432203,-0.22870124813751022,-0.2657422056450263,-0.25599345099457815,-0.2503421134147904,-0.28340323287939734,-0.281401183989027,-0.28340323287939734,-0.24850262475922913,-0.2834032328793972,0.5231125235561028,-0.25070791916065366,-0.2476296920314594,-0.26753829408399626,-0.2414275536924733,-0.2498312567482462,-0.26549872869464824,-0.22000008215681507,0.8792483347798081,-0.22000008215681507,0.8792483347798081,0.9391554289789641,-0.2479877914675831,1.0,1.0,0.5444302657303345,-0.17937751091926005,0.9110858691655732,0.9110858691655732,0.4937811658414262,-0.20686279958000783,-0.20172752179855233,-0.20172752179855233,-0.20172752179855233,-0.19958117936175965,-0.19958117936175968,-0.19180520957056452,-0.19180520957056454,-0.18852399645330212,-0.18872690684978066,-0.18852399645330212,0.24232087511871833,-0.177564707161112,0.3992328907747962
ga_final_0027,-0.01839577003805724,-0.012505967843663564,-0.009984674286689608,-0.006307556978300526,-0.011159167220885863,-0.001365295897814478,-0.019273792435139426,-0.018754987107528123,-0.017136342113544135,-0.018754987107528123,-0.017599502424026626,-0.01875498710752813,0.5109066094144398,-0.019838874960772884,0.02392031788573278,-0.0012690260537998996,0.031886468737028204,0.004333647459921892,0.0012211535450701088,0.0026782462143092613,0.5024406969833599,0.0026782462143092613,0.5024406969833598,0.5041617112790104,0.017782449372694756,0.5444302657303345,0.5444302657303345,1.0,0.07262947776610319,0.5267738733043543,0.5267738733043542,0.4794231497867155,0.06310698803173434,0.06398690864692728,0.06398690864692728,0.06398690864692728,0.06372507540747421,0.06372507540747425,0.07174898901496912,0.07174898901496914,0.07306881233473846,0.07266908658070503,0.07306881233473846,0.19870333256123462,0.0830642481238954,0.30241944309613006
ga_final_0028,-0.6747002433126525,0.9801724888825534,0.8846805605812074,0.9800945624038891,0.8841026639725575,0.8851249078504695,0.9817408839770997,0.8856612139982261,0.8858604233365399,0.8856612139982261,0.9817384059930766,0.8856612139982258,0.005857182981550875,0.9810993372957121,0.8944802511576315,0.8903516164284234,0.895122441581117,0.8846142912438866,0.8908648383206876,0.9801753463186756,-0.11609944405215113,0.9801753463186756,-0.11609944405215114,-0.17545164110855138,0.8923309076157945,-0.17937751091926005,-0.17937751091926005,0.07262947776610319,1.0,-0.10976660986989806,-0.10976660986989806,-0.08798926180987973,0.89553634577845,0.8943306223804661,0.8943306223804661,0.8943306223804661,0.8933177340338777,0.8933177340338779,0.8929060437655318,0.8929060437655316,0.8924975911474875,0.8921642689935446,0.8924975911474875,0.06152291564317487,0.8915211773300852,0.006255487368173861
ga_final_0029,0.11412829286758712,-0.17155066400758348,-0.1866212693530268,-0.16600587165341396,-0.18826964535129173,-0.178482224076754,-0.18725685713444282,-0.20329900545108062,-0.20160437916705062,-0.20329900545108062,-0.1855810462181799,-0.20329900545108062,0.5152726477249226,-0.18769329057435785,-0.16596775101463493,-0.18669305130992261,-0.1594729471579466,-0.17275366570276948,-0.18454390337101767,-0.1570706076340323,0.8963864732311037,-0.1570706076340323,0.8963864732311037,0.8272348580944142,-0.16832718444850434,0.9110858691655732,0.9110858691655732,0.5267738733043543,-0.10976660986989806,1.0,1.0,0.4766511009239087,-0.12451530695930302,-0.11971042638351252,-0.11971042638351252,-0.11971042638351252,-0.11945493379618655,-0.1194549337961865,-0.1119717260028026,-0.11197172600280259,-0.10943035371098639,-0.10977301073156934,-0.10943035371098639,0.23751067821812827,-0.09913738253987217,0.4079582544566764
ga_final_0030,0.11412829286758715,-0.1715506640075835,-0.18662126935302673,-0.16600587165341402,-0.18826964535129181,-0.17848222407675396,-0.1872568571344429,-0.20329900545108062,-0.20160437916705054,-0.20329900545108062,-0.1855810462181798,-0.20329900545108062,0.5152726477249228,-0.18769329057435785,-0.16596775101463487,-0.18669305130992256,-0.15947294715794655,-0.17275366570276948,-0.18454390337101761,-0.15707060763403227,0.8963864732311037,-0.15707060763403227,0.8963864732311038,0.8272348580944143,-0.16832718444850436,0.9110858691655732,0.9110858691655732,0.5267738733043542,-0.10976660986989806,1.0,1.0,0.47665110092390867,-0.12451530695930302,-0.1197104263835125,-0.1197104263835125,-0.1197104263835125,-0.1194549337961866,-0.11945493379618649,-0.1119717260028026,-0.1119717260028026,-0.10943035371098639,-0.10977301073156928,-0.10943035371098639,0.2375106782181282,-0.09913738253987217,0.4079582544566764
ga_final_0031,0.14674408062168515,-0.15694705059637512,-0.27596827553168335,-0.15199458123996626,-0.27677446863526645,-0.27120790056012617,-0.16681550810973805,-0.28361328294720034,-0.28322507538237335,-0.28361328294720034,-0.1662183466334989,-0.28361328294720034,0.48759416772190484,-0.16696927952968701,-0.26311916512025757,-0.2749593058006587,-0.25882894979684573,-0.2678949769567502,-0.2737921078914721,-0.14537479933040026,0.47259822539490565,-0.14537479933040026,0.4725982253949056,0.44236956588506604,-0.2635575659134522,0.4937811658414262,0.4937811658414262,0.4794231497867155,-0.08798926180987973,0.4766511009239087,0.47665110092390867,1.0,-0.22631373264761404,-0.22217381952555737,-0.22217381952555737,-0.22217381952555737,-0.2184542328062001,-0.21845423280620008,-0.21248976196851269,-0.21248976196851269,-0.21023046881557614,-0.20990341614396552,-0.21023046881557614,0.19574470969450683,-0.20184021037034303,0.4683780112471021
ga_final_0032,-0.6557777992096484,0.883360985154943,0.9826282996015262,0.8832055456027927,0.9819273596622577,0.9829807172606556,0.8853361616969686,0.9844345571512882,0.9845988628051816,0.9844345571512882,0.8854597884327969,0.9844345571512881,-0.0025329189785360576,0.8850179468233557,0.9952339629657896,0.9901414416952286,0.996380761432369,0.9822426075674541,0.9907852215697777,0.8832263406046688,-0.1275843961655508,0.8832263406046688,-0.12758439616555078,-0.19758446246220593,0.9924599884920339,-0.20686279958000783,-0.20686279958000783,0.06310698803173434,0.89553634577845,-0.12451530695930302,-0.12451530695930302,-0.22631373264761404,1.0,0.9995644665094169,0.9995644665094169,0.9995644665094169,0.9984912056219569,0.9984912056219569,0.998256810361495,0.998256810361495,0.9978249172371141,0.9974503416734873,0.9978249172371141,0.0546083093360578,0.9969852577732161,-0.10832860457665415
ga_final_0033,-0.654688623363874,0.882280428657352,0.9814353981665811,0.8821085973005515,0.9807617232312424,0.9817471695393759,0.8843453577193359,0.9833575864658196,0.9835769544041315,0.9833575864658196,0.8845057903831075,0.9833575864658194,0.001108301744163416,0.88406370666857,0.9941600881686776,0.9890523772659624,0.995353556981416,0.9810073485023991,0.9896989584650248,0.8821157867435121,-0.12219004225055953,0.8821157867435121,-0.1221900422505595,-0.19327416909159867,0.9913437906917669,-0.20172752179855233,-0.20172752179855233,0.06398690864692728,0.8943306223804661,-0.11971042638351252,-0.1197104263835125,-0.22217381952555737,0.9995644665094169,1.0,1.0,1.0,0.9991944107881431,0.9991944107881433,0.99894045556338,0.9989404555633797,0.9987252282796748,0.9983826710544291,0.9987252282796748,0.05642245166859608,0.9979801571341085,-0.10739172646662588
ga_final_0034,-0.654688623363874,0.882280428657352,0.9814353981665811,0.8821085973005515,0.9807617232312424,0.9817471695393759,0.8843453577193359,0.9833575864658196,0.9835769544041315,0.9833575864658196,0.8845057903831075,0.9833575864658194,0.001108301744163416,0.88406370666857,0.9941600881686776,0.9890523772659624,0.995353556981416,0.9810073485023991,0.9896989584650248,0.8821157867435121,-0.12219004225055953,0.8821157867435121,-0.1221900422505595,-0.19327416909159867,0.9913437906917669,-0.20172752179855233,-0.20172752179855233,0.06398690864692728,0.8943306223804661,-0.11971042638351252,-0.1197104263835125,-0.22217381952555737,0.9995644665094169,1.0,1.0,1.0,0.9991944107881431,0.9991944107881433,0.99894045556338,0.9989404555633797,0.9987252282796748,0.9983826710544291,0.9987252282796748,0.05642245166859608,0.9979801571341085,-0.10739172646662588
ga_final_0035,-0.654688623363874,0.882280428657352,0.9814353981665811,0.8821085973005515,0.9807617232312424,0.9817471695393759,0.8843453577193359,0.9833575864658196,0.9835769544041315,0.9833575864658196,0.8845057903831075,0.9833575864658194,0.001108301744163416,0.88406370666857,0.9941600881686776,0.9890523772659624,0.995353556981416,0.9810073485023991,0.9896989584650248,0.8821157867435121,-0.12219004225055953,0.8821157867435121,-0.1221900422505595,-0.19327416909159867,0.9913437906917669,-0.20172752179855233,-0.20172752179855233,0.06398690864692728,0.8943306223804661,-0.11971042638351252,-0.1197104263835125,-0.22217381952555737,0.9995644665094169,1.0,1.0,1.0,0.9991944107881431,0.9991944107881433,0.99894045556338,0.9989404555633797,0.9987252282796748,0.9983826710544291,0.9987252282796748,0.05642245166859608,0.9979801571341085,-0.10739172646662588
ga_final_0036,-0.6525919474043028,0.8814716963493364,0.9805348444288304,0.8812477475069368,0.979868808490149,0.9807736998550788,0.883619410057945,0.9825278829193121,0.9827733661899731,0.9825278829193121,0.8837987118849576,0.9825278829193121,0.005522050769478815,0.8833621555349846,0.9931355366185841,0.9881074296605353,0.9943188228679267,0.9800156843566462,0.9887374433569028,0.8812302586171354,-0.1168442809138627,0.8812302586171354,-0.1168442809138627,-0.18949694482057342,0.9904205995629142,-0.19958117936175965,-0.19958117936175965,0.06372507540747421,0.8933177340338777,-0.11945493379618655,-0.1194549337961866,-0.2184542328062001,0.9984912056219569,0.9991944107881431,0.9991944107881431,0.9991944107881431,1.0,1.0,0.9995718506544787,0.9995718506544787,0.9996095460041723,0.9992986175247593,0.9996095460041723,0.057751687015781344,0.9988595285542089,-0.10748990650211275
ga_final_0037,-0.6525919474043028,0.8814716963493365,0.9805348444288303,0.8812477475069368,0.9798688084901492,0.9807736998550791,0.883619410057945,0.9825278829193121,0.9827733661899731,0.9825278829193121,0.8837987118849576,0.9825278829193121,0.005522050769478805,0.8833621555349846,0.9931355366185841,0.9881074296605352,0.9943188228679268,0.9800156843566459,0.9887374433569028,0.8812302586171352,-0.11684428091386273,0.8812302586171352,-0.11684428091386276,-0.18949694482057342,0.990420599562914,-0.19958117936175968,-0.19958117936175968,0.06372507540747425,0.8933177340338779,-0.1194549337961865,-0.11945493379618649,-0.21845423280620008,0.9984912056219569,0.9991944107881433,0.9991944107881433,0.9991944107881433,1.0,1.0,0.999571850654479,0.999571850654479,0.9996095460041723,0.9992986175247593,0.9996095460041723,0.05775168701578132,0.9988595285542089,-0.10748990650211274
ga_final_0038,-0.651431467032295,0.8800908770597081,0.9790527374714978,0.8799584710730081,0.9783629065952971,0.9794586848261745,0.8820235254939631,0.9807221055149541,0.9809372712731312,0.9807221055149541,0.8821724115173933,0.9807221055149541,0.012955564468147879,0.8816619070149323,0.9921331837446922,0.9866611686002954,0.9934474188161445,0.9788147755960376,0.9873505378272811,0.8800655211096016,-0.10922835734323764,0.8800655211096016,-0.10922835734323764,-0.18195212385543807,0.9893359903735823,-0.19180520957056452,-0.19180520957056452,0.07174898901496912,0.8929060437655318,-0.1119717260028026,-0.1119717260028026,-0.21248976196851269,0.998256810361495,0.99894045556338,0.99894045556338,0.99894045556338,0.9995718506544787,0.999571850654479,1.0,1.0,0.99940471082155,0.9989236259279209,0.99940471082155,0.06031294675245362,0.9990796083398288,-0.10264919408670926
ga_final_0039,-0.651431467032295,0.880090877059708,0.9790527374714979,0.8799584710730082,0.9783629065952971,0.9794586848261744,0.8820235254939631,0.9807221055149542,0.9809372712731311,0.9807221055149542,0.8821724115173933,0.9807221055149541,0.012955564468147863,0.8816619070149323,0.9921331837446918,0.9866611686002957,0.9934474188161444,0.9788147755960375,0.9873505378272812,0.8800655211096013,-0.10922835734323762,0.8800655211096013,-0.10922835734323766,-0.18195212385543807,0.9893359903735826,-0.19180520957056454,-0.19180520957056454,0.07174898901496914,0.8929060437655316,-0.11197172600280259,-0.1119717260028026,-0.21248976196851269,0.998256810361495,0.9989404555633797,0.9989404555633797,0.9989404555633797,0.9995718506544787,0.999571850654479,1.0,1.0,0.99940471082155,0.9989236259279209,0.99940471082155,0.06031294675245362,0.9990796083398288,-0.10264919408670921
ga_final_0040,-0.6516253448847315,0.8795673589457873,0.9783911529523238,0.879454551642195,0.9777081682580444,0.9788161398024054,0.8814036432896156,0.9799477094410609,0.980226437977442,0.9799477094410609,0.8816081072814663,0.9799477094410607,0.016520317571391458,0.8810886719659191,0.9914641667604338,0.9859258701924272,0.9928006956999628,0.9782020924904542,0.9866151330918208,0.8795819707068518,-0.10265021100717038,0.8795819707068518,-0.1026502110071704,-0.17629303845373875,0.9887159428404079,-0.18852399645330212,-0.18852399645330212,0.07306881233473846,0.8924975911474875,-0.10943035371098639,-0.10943035371098639,-0.21023046881557614,0.9978249172371141,0.9987252282796748,0.9987252282796748,0.9987252282796748,0.9996095460041723,0.9996095460041723,0.99940471082155,0.99940471082155,1.0,0.9998083423958161,1.0,0.06145549568936335,0.9997034417063754,-0.10140504572074135
ga_final_0041,-0.6516450712656825,0.8792236024499447,0.9780456497232851,0.8791040228002533,0.9773540962466113,0.9784556736550922,0.8810732990693875,0.9796090935805546,0.9799023969083567,0.9796090935805546,0.8812935409873844,0.9796090935805544,0.017390535189886473,0.8807754038856747,0.9911095415029,0.9855806664338229,0.9924449904605858,0.977837772516277,0.9862693502336524,0.8792231744004189,-0.10207337513869069,0.8792231744004189,-0.10207337513869072,-0.1759978682850326,0.9883567149282597,-0.18872690684978066,-0.18872690684978066,0.07266908658070503,0.8921642689935446,-0.10977301073156934,-0.10977301073156928,-0.20990341614396552,0.9974503416734873,0.9983826710544291,0.9983826710544291,0.9983826710544291,0.9992986175247593,0.9992986175247593,0.9989236259279209,0.9989236259279209,0.9998083423958161,1.0,0.9998083423958163,0.06156891771298042,0.999511859506081,-0.10124194365676191
ga_final_0042,-0.6516253448847315,0.8795673589457873,0.9783911529523238,0.879454551642195,0.9777081682580444,0.9788161398024054,0.8814036432896156,0.9799477094410609,0.980226437977442,0.9799477094410609,0.8816081072814663,0.9799477094410607,0.016520317571391458,0.8810886719659191,0.9914641667604338,0.9859258701924272,0.9928006956999628,0.9782020924904542,0.9866151330918208,0.8795819707068518,-0.10265021100717038,0.8795819707068518,-0.1026502110071704,-0.17629303845373875,0.9887159428404079,-0.18852399645330212,-0.18852399645330212,0.07306881233473846,0.8924975911474875,-0.10943035371098639,-0.10943035371098639,-0.21023046881557614,0.9978249172371141,0.9987252282796748,0.9987252282796748,0.9987252282796748,0.9996095460041723,0.9996095460041723,0.99940471082155,0.99940471082155,1.0,0.9998083423958163,1.0,0.06145549568936335,0.9997034417063754,-0.10140504572074135
ga_final_0043,-0.022807877333290465,0.022780068839899602,0.018897302607825704,0.02601220208657694,0.01635659302480462,0.023598053193531962,-0.009786771071809069,-0.01010045965490207,-0.010297793633661307,-0.01010045965490207,-0.009961765338656791,-0.010100459654902083,0.22309292629547103,-0.009967993768351911,0.031229881282657874,0.009530222483223801,0.03569310962503098,0.026259979361719737,0.012095905323105666,0.030732409625870122,0.21441842064766833,0.030732409625870122,0.2144184206476683,0.2225027965409167,0.03157199962374631,0.24232087511871833,0.24232087511871833,0.19870333256123462,0.06152291564317487,0.23751067821812827,0.2375106782181282,0.19574470969450683,0.0546083093360578,0.05642245166859608,0.05642245166859608,0.05642245166859608,0.057751687015781344,0.05775168701578132,0.06031294675245362,0.06031294675245362,0.06145549568936335,0.06156891771298042,0.06145549568936335,1.0,0.06519368261461711,0.17471178409450813
ga_final_0044,-0.6503628144241159,0.8774000065638813,0.9759925374532135,0.8773989067086034,0.9752847039695233,0.9766119434848205,0.8789430131870665,0.9771355552111525,0.9774223887803148,0.9771355552111525,0.8791475740420162,0.9771355552111526,0.026739400428295732,0.8785629910768119,0.9895929873596624,0.9835262871935863,0.991091719056262,0.9761374861175777,0.9842768885564844,0.8776773455584618,-0.09014631168162264,0.8776773455584618,-0.09014631168162267,-0.16445088542599445,0.986779270731717,-0.177564707161112,-0.177564707161112,0.0830642481238954,0.8915211773300852,-0.09913738253987217,-0.09913738253987217,-0.20184021037034303,0.9969852577732161,0.9979801571341085,0.9979801571341085,0.9979801571341085,0.9988595285542089,0.9988595285542089,0.9990796083398288,0.9990796083398288,0.9997034417063754,0.999511859506081,0.9997034417063754,0.06519368261461711,1.0,-0.09510302773712744
ga_final_0045,0.06931835206666666,-0.041204463574957564,-0.14919839510375246,-0.03393849517436847,-0.15168677427722418,-0.13993275940031452,-0.06919642012695144,-0.17338981876738271,-0.1730330619466069,-0.17338981876738271,-0.06883083768474167,-0.1733898187673828,0.37014213007013474,-0.06995434726764159,-0.1336480787034194,-0.15334716339300822,-0.12868032332967072,-0.13349670442555508,-0.15097370491609446,-0.024362533430806355,0.37178804013380135,-0.024362533430806355,0.37178804013380135,0.359063318986209,-0.13678539313532706,0.3992328907747962,0.3992328907747962,0.30241944309613006,0.006255487368173861,0.4079582544566764,0.4079582544566764,0.4683780112471021,-0.10832860457665415,-0.10739172646662588,-0.10739172646662588,-0.10739172646662588,-0.10748990650211275,-0.10748990650211274,-0.10264919408670926,-0.10264919408670921,-0.10140504572074135,-0.10124194365676191,-0.10140504572074135,0.17471178409450813,-0.09510302773712744,1.0
