datetime,ga_final_0000,ga_final_0001,ga_final_0002,ga_final_0003,ga_final_0004,ga_final_0005,ga_final_0006,ga_final_0007,ga_final_0008,ga_final_0009,ga_final_0010,ga_final_0011,ga_final_0012,ga_final_0013,ga_final_0014,ga_final_0015,ga_final_0016,ga_final_0017,ga_final_0018,ga_final_0019,ga_final_0020,ga_final_0021,ga_final_0022,ga_final_0023,ga_final_0024,ga_final_0025,ga_final_0026,ga_final_0027,ga_final_0028,ga_final_0029,ga_final_0030,ga_final_0031,ga_final_0032,ga_final_0033,ga_final_0034,ga_final_0035,ga_final_0036,ga_final_0037,ga_final_0038,ga_final_0039,ga_final_0040,ga_final_0041,ga_final_0042,ga_final_0043,ga_final_0044,ga_final_0045
2024-11-25,0.0968344647523497,,,,,,,,,,,,,,-0.10091133630558398,,-0.09753117657340928,,,,0.05127408396834673,,0.05127408396834673,0.05078050269040918,,0.05189095761563697,0.05189095761563697,0.07340938371161931,-0.08497844461021334,0.058961959616281985,0.058961959616281985,0.047916332248383584,-0.09742417275464356,-0.09812371805037433,-0.09812371805037433,-0.09812371805037433,-0.09985506494788074,-0.09985506494788074,-0.09462181335979025,-0.09462181335979025,-0.09841290817716793,-0.09716719602898044,-0.09841290817716793,,-0.09520167590567566,
2024-11-26,0.06390067068284162,,,,,,,,,,,,,,-0.0936464328439701,,-0.09028220134450902,,,,0.17016019616323752,,0.17016019616323752,0.16986377507470857,,0.1661098413071469,0.1661098413071469,0.15064545057976694,-0.09122551924507502,0.16857654581456177,0.16857654581456177,0.11735606541308775,-0.08138784313405437,-0.08097096490410143,-0.08097096490410143,-0.08097096490410143,-0.08020025529721403,-0.08020025529721403,-0.07684518477550922,-0.07684518477550922,-0.07548703376118625,-0.07758411204627726,-0.07548703376118625,,-0.07118327319405986,
2024-11-27,0.10595865937186684,,,,,,,,,,,,,,-0.13961576752584864,,-0.1382565792214185,,-0.14977061337521994,,0.1331728959796432,,0.1331728959796432,0.13296700755738478,,0.13732936931689357,0.13732936931689357,0.12076964829658642,-0.13528537681502156,0.13451456418685165,0.13451456418685165,0.09722354015542146,-0.12923657137451988,-0.12952654485511456,-0.12952654485511456,-0.12952654485511456,-0.12952787949529954,-0.12952787949529954,-0.1257066300231847,-0.1257066300231847,-0.12573876670122108,-0.12409391339267463,-0.12573876670122108,,-0.12341504374321347,
2024-11-28,0.09529599723802851,,,,,,,,,,,,,,-0.10200076844285372,-0.11494280927411152,-0.09997927068721159,,-0.11282841248156353,,0.16405435008214783,,0.16405435008214783,0.16472431475270735,,0.17367912336650873,0.17367912336650873,0.1528211556436203,-0.08799575906610126,0.18213995520370585,0.18213995520370585,0.1261599536368578,-0.09059428411692363,-0.08968502451938697,-0.08968502451938697,-0.08968502451938697,-0.08742310809447482,-0.08742310809447482,-0.08717918319334807,-0.08717918319334807,-0.08462933873792307,-0.08594115297175625,-0.08462933873792307,,-0.08223917238418098,
2024-11-29,0.10249453321762636,,,-0.11786054725755891,,-0.12447204131000865,,,,,,,,,-0.12761302014850862,-0.1377883448355451,-0.12646558806265562,-0.11674806937934282,-0.1343210393402491,-0.11675587757760737,0.164278367172068,-0.11675587757760737,0.164278367172068,0.16408194062756398,,0.18083583497228511,0.18083583497228511,0.1797074068378398,-0.11634028114309412,0.17621764458576653,0.17621764458576653,0.1464027593585477,-0.11563768404113389,-0.11498573820431843,-0.11498573820431843,-0.11498573820431843,-0.11320908745223408,-0.11320908745223408,-0.11171920308663327,-0.11171920308663327,-0.10975137754234857,-0.10775179437595087,-0.10975137754234857,,-0.10695966048029112,
2024-12-02,0.12292657148066652,,,-0.14322723234357737,,-0.13885949271615028,,,,,,,,,-0.1354522703636473,-0.14381779933028663,-0.1348729813155354,-0.13575509880606437,-0.1423341342136117,-0.13573912426794763,0.1763252679038877,-0.13573912426794763,0.1763252679038877,0.17659830757896972,,0.17033449451620278,0.17033449451620278,0.1601846041704335,-0.1181442367011781,0.16033106879968967,0.16033106879968967,0.13810469927522623,-0.11919115926312326,-0.11741739346052298,-0.11741739346052298,-0.11741739346052298,-0.11224388726594135,-0.11224388726594135,-0.11302106288839438,-0.11302106288839438,-0.10746598065624842,-0.10651445709467257,-0.10746598065624842,,-0.10465284913141358,
2024-12-03,0.1255530377181578,-0.13704906936946884,-0.13711499192122317,-0.13433124410687614,,-0.13471254887164558,,,,,,,,,-0.13163297815739788,-0.1387548659466136,-0.12729815309761242,-0.13235502914057728,-0.13732521887011873,-0.13230796652248594,0.147216519265816,-0.13230796652248594,0.147216519265816,0.14748560765382304,,0.16346416754175666,0.16346416754175666,0.1550081344339734,-0.11401935327655047,0.16343366875712004,0.16343366875712004,0.1326640669331997,-0.11591053447301716,-0.11398222586244329,-0.11398222586244329,-0.11398222586244329,-0.10919675728748478,-0.10919675728748478,-0.10645809351742919,-0.10645809351742919,-0.10666466065616145,-0.10631783639335228,-0.10666466065616145,,-0.10423515636306165,
2024-12-04,0.09612857188699973,-0.11449666222198462,-0.11470882393807333,-0.11361194919810519,,-0.11170827304695502,,,,,,,,,-0.10825031597855347,-0.11559592219597493,-0.10173038385104133,-0.10867795990356173,-0.11467508828148015,-0.10851033034651647,0.15941649551596604,-0.10851033034651647,0.15941649551596604,0.15845092475632783,,0.16962051886810656,0.16962051886810656,0.18167238897623444,-0.09448882436538712,0.1738861395579614,0.1738861395579614,0.1370676623640733,-0.0889338023198642,-0.08736030419194009,-0.08736030419194009,-0.08736030419194009,-0.08801124640289003,-0.08801124640289003,-0.08612932957319355,-0.08612932957319355,-0.08366229092735726,-0.08483898469237469,-0.08366229092735726,,-0.08084858521917067,
2024-12-05,0.08157751417342277,-0.08241150946612553,-0.08262015130064988,-0.08092977352807536,-0.08147655390378593,-0.07486298566056851,,,,,,,,,-0.07094126350610329,-0.08033855927147149,-0.06787942398300834,-0.07238783381273398,-0.08006755016140044,-0.07225870027602192,0.10934354327736075,-0.07225870027602192,0.10934354327736075,0.10773151973346143,,0.10808787069956849,0.10808787069956849,0.16334420402606473,-0.05740973609348273,0.12521327455873135,0.12521327455873135,0.10970891862388889,-0.05440523979079487,-0.05351039350128396,-0.05351039350128396,-0.05351039350128396,-0.0540318138184882,-0.0540318138184882,-0.05391255751211441,-0.05391255751211441,-0.05037428083827305,-0.049431806443560114,-0.05037428083827305,,-0.048781417683995354,
2024-12-06,0.1033641512732208,-0.10787518707064897,-0.10802175892373071,-0.10152080026113579,-0.11016761032598954,-0.10114791922792929,,,,,,,,,-0.09806627242190487,-0.10781055288646035,-0.09514358263148716,-0.09928364634111561,-0.1070733454951283,-0.09905633842968804,0.18820318601430314,-0.09905633842968804,0.18820318601430314,0.18850441825021286,,0.19737848686155632,0.19737848686155632,0.22662049289025293,-0.08410960312299695,0.19469955731769314,0.19469955731769314,0.1540663450498998,-0.0751652484877205,-0.07350747695180346,-0.07350747695180346,-0.07350747695180346,-0.07138167423184748,-0.07138167423184748,-0.06683349768100587,-0.06683349768100587,-0.06691773876271441,-0.06731575070418944,-0.06691773876271441,,-0.062195966821572864,
2024-12-09,0.06806260570412673,-0.06533047803134304,-0.06547146158324588,-0.06110278705463064,-0.06979742111379257,-0.057674366793975064,,,,,,,,,-0.0603487087460334,-0.07063393849652107,-0.057865148342510914,-0.05464219191545453,-0.07068359426159772,-0.054555290305355414,0.22406381018911936,-0.054555290305355414,0.22406381018911936,0.22386450354353876,,0.2532154302070607,0.2532154302070607,0.29075000955663144,-0.040441165775866365,0.2512317301513532,0.2512317301513532,0.1803149647512879,-0.03470620907020854,-0.03391484437947378,-0.03391484437947378,-0.03391484437947378,-0.034151513543273754,-0.034151513543273754,-0.028181807040600512,-0.028181807040600512,-0.029555609251910937,-0.029751742468407012,-0.029555609251910937,,-0.023585781347497635,
2024-12-10,0.07465118825497326,-0.09424217111210795,-0.09434690252359063,-0.09236136216313603,-0.09780839419546598,-0.09176187704779827,,,,,,,,,-0.08912037124728744,-0.09691461862654865,-0.08560921808143411,-0.09028846396425647,-0.0969828656775848,-0.09021550545177287,0.08839813449171961,-0.09021550545177287,0.08839813449171961,0.08803322528577827,,0.10674010918183567,0.10674010918183567,0.17605692209722365,-0.07497062430835333,0.09914583926676106,0.09914583926676106,0.1108925193655325,-0.07262810861381978,-0.07134761740338827,-0.07134761740338827,-0.07134761740338827,-0.0707275171729244,-0.0707275171729244,-0.0692572995562641,-0.0692572995562641,-0.0681446874247568,-0.06796718408726568,-0.0681446874247568,,-0.06649542426150319,
2024-12-11,0.04558593339850411,-0.07429201538508247,-0.07433790644990965,-0.06990954026745613,-0.07722531799107427,-0.06963878672258701,-0.08317227283417647,-0.08336407210049794,,-0.08336407210049794,,-0.08336407210049794,,-0.08289372974788208,-0.06725588686861429,-0.07883185715189729,-0.06481615365769576,-0.06698857114788988,-0.07798367475008017,-0.06703519347231943,0.13862816373655854,-0.06703519347231943,0.13862816373655854,0.138563332323384,,0.10054807474073209,0.10054807474073209,0.1802804926854738,-0.05790031082607283,0.09735478476437133,0.09735478476437133,0.09844948371926406,-0.05709497642218289,-0.056114096479838,-0.056114096479838,-0.056114096479838,-0.05287953255194564,-0.05287953255194564,-0.05366940519509454,-0.05366940519509454,-0.04586191450059859,-0.04269428372030285,-0.04586191450059859,,-0.042743656593038755,
2024-12-12,0.06643383706562116,-0.10477805513047411,-0.10484821600759582,-0.10311237708786614,-0.10472614842288802,-0.10191203718215934,-0.10952795524040039,-0.10958070795082389,-0.10868497304955943,-0.10958070795082389,-0.10858919005907731,-0.10958070795082389,,-0.10955809176423255,-0.09995322728424358,-0.10802051108593082,-0.09731779645645136,-0.09998805374288348,-0.10675354858436821,-0.10018441308007704,0.14420862926231798,-0.10018441308007704,0.14420862926231798,0.144535908029666,,0.12318066420447614,0.12318066420447614,0.19936040277649658,-0.0879299505870387,0.08941830276416421,0.08941830276416421,0.12838207385311765,-0.08131577143492866,-0.07809183650698932,-0.07809183650698932,-0.07809183650698932,-0.06841325518590081,-0.06841325518590081,-0.0649000061368168,-0.0649000061368168,-0.06275156218501607,-0.0625945236171325,-0.06275156218501607,0.08552547820584652,-0.05857304370036191,
2024-12-13,0.09649494708023636,-0.11236346705485138,-0.112220589939391,-0.11394131426985772,-0.10979607852260233,-0.11495800948067565,-0.11131487267233404,-0.11134158937411476,-0.11031292122232148,-0.11134158937411476,-0.11023876130044206,-0.11134158937411476,0.09767790123498404,-0.11163040745603578,-0.11227795612437874,-0.11406455107022503,-0.1114337253199254,-0.11446443795357618,-0.11364532548762263,-0.11475933064786518,0.08797098025829671,-0.11475933064786518,0.08797098025829671,0.08805062735694796,,0.08172992619052437,0.08172992619052437,0.11427403594820569,-0.10190720752803772,0.058118267534471954,0.058118267534471954,0.07742584573122888,-0.10228083451144403,-0.09813655804329394,-0.09813655804329394,-0.09813655804329394,-0.08851038860454985,-0.08851038860454985,-0.09081221148517821,-0.09081221148517821,-0.08564285052754156,-0.08306052051123379,-0.08564285052754156,0.08299654695383732,-0.08430475037354233,
2024-12-16,0.040150969906644664,0.004752252486209759,0.004650562326068589,0.0073145727217068445,0.005981819172338661,-0.0013529130242425369,-0.003913962992768573,-0.004011478069953881,-0.004215678520232651,-0.004011478069953881,-0.004105855373077177,-0.004011478069953881,0.07567037394306111,-0.006708269501499388,-0.013534475382004077,-0.006161618913454772,-0.011422279226595774,0.003636602819274818,-0.006347316195746547,0.003531552950216286,0.04100302427209292,0.003531552950216286,0.04100302427209292,0.04076359501596832,-0.002040787034054956,0.022784217614322134,0.022784217614322134,0.051795441885582924,-0.006445689667933962,0.0060197589976778414,0.0060197589976778414,-0.027427867473640212,-0.0058730283594907885,-0.007776405797839208,-0.007776405797839208,-0.007776405797839208,-0.006909045248489933,-0.006909045248489933,-0.0025196563960105463,-0.0025196563960105463,-0.005127695838894525,-0.006695316067522261,-0.005127695838894525,-0.03747856683991584,-0.004552940594840166,
2024-12-17,0.05934520575922479,-0.06767346784686153,-0.06760856007942212,-0.07323089725058461,-0.06365518384462138,-0.06848178812542213,-0.0735879923388942,-0.07368676936578278,-0.07348643851219423,-0.07368676936578278,-0.0733885231877919,-0.07368676936578278,0.1971395829610411,-0.0774116179198882,-0.07207253832957244,-0.07148300456955788,-0.0680705211086421,-0.06632406197428405,-0.07156818321078037,-0.06635382088843518,0.18216905551254237,-0.06635382088843518,0.18216905551254237,0.1822104687171958,-0.06360157065297764,0.16321630742142096,0.16321630742142096,0.1577813018623901,-0.05469541115834671,0.15842954024417358,0.15842954024417358,0.11548235238183721,-0.05758011167978658,-0.06075067004138747,-0.06075067004138747,-0.06075067004138747,-0.061709245752581805,-0.061709245752581805,-0.06037778883490997,-0.06037778883490997,-0.05732435636316295,-0.059099037286817785,-0.05732435636316295,0.0595504083864765,-0.05571026808648264,
2024-12-18,0.12629284328921256,-0.12891061884597943,-0.12891964977714554,-0.1243460112236241,-0.12906836324720883,-0.12287874645164842,-0.13435017795768203,-0.13439719269678266,-0.13330916329207868,-0.13439719269678266,-0.13324711820966853,-0.13439719269678266,0.1804113677272445,-0.1365057987683674,-0.1286237433908134,-0.13202929471294358,-0.12727253046540205,-0.12063071918782274,-0.13153807313900986,-0.12064016059627398,0.15762098857338952,-0.12064016059627398,0.15762098857338952,0.15762101720345864,-0.12405427934829742,0.15392901543855905,0.15392901543855905,0.1473516626961458,-0.11160007713280579,0.1487632903732897,0.1487632903732897,0.08485169752132675,-0.11829083584425261,-0.11681414993980266,-0.11681414993980266,-0.11681414993980266,-0.12056428758676639,-0.12056428758676639,-0.1183660963007362,-0.1183660963007362,-0.11425007178192571,-0.10974358175603134,-0.11425007178192571,0.08245332198999968,-0.11223858394748092,
2024-12-19,0.1089172305846383,-0.12463791732812625,-0.12461261578130511,-0.12233567585551892,-0.1278174476346324,-0.12285958675524275,-0.13066994030396772,-0.13071915907508325,-0.12986000329780512,-0.13071915907508325,-0.1298046339323611,-0.13071915907508325,0.19649222134756134,-0.13241044591480594,-0.11894287678861198,-0.1262140738382718,-0.1164654063665765,-0.12177326115618936,-0.12628690524691583,-0.1217318187350483,0.17593707465717,-0.1217318187350483,0.17593707465717,0.1757796331521331,-0.11925866204345101,0.18767244612501272,0.18767244612501272,0.1998953936420253,-0.10957637527915552,0.1809881458804025,0.1809881458804025,0.09571051263566349,-0.10957369806459773,-0.10953760577775588,-0.10953760577775588,-0.10953760577775588,-0.10744262312432763,-0.10744262312432763,-0.11020735840844059,-0.11020735840844059,-0.10321395554958007,-0.10276349253911435,-0.10321395554958007,0.13979301750966508,-0.10154264312900335,
2024-12-20,0.03746528598662357,-0.03275652444878337,-0.03278184126259607,-0.03397627466151965,-0.02929387066332305,-0.037336549616256265,-0.029900928482595,-0.029920422511136528,-0.027789974816636923,-0.029920422511136528,-0.02775479713854625,-0.029920422511136528,-0.04832343084450779,-0.02884752265583257,-0.03325160450644155,-0.034102223277545356,-0.03325161097086377,-0.03866715546962416,-0.036127941647578966,-0.03859844164078278,0.07851856114190103,-0.03859844164078278,0.07851856114190103,0.07885870219917075,-0.0327803721556813,0.06327255908926499,0.06327255908926499,-0.0023743678093229464,-0.038886796293059536,0.04872112515794846,0.04872112515794846,-0.005015398829135953,-0.029001625169918503,-0.028050236879222753,-0.028050236879222753,-0.028050236879222753,-0.0234374850635244,-0.0234374850635244,-0.02304511249123601,-0.02304511249123601,-0.019227355445353773,-0.01873405310745713,-0.019227355445353773,0.042955246061340324,-0.01680367962298986,
2024-12-23,0.10917795385408881,-0.13312333245981633,-0.13323383959806798,-0.13462575983848227,-0.1319734566228504,-0.13573260994686798,-0.13016392820415162,-0.130209768662164,-0.12832319171296694,-0.130209768662164,-0.12826424437313763,-0.130209768662164,0.011681447534994475,-0.1286087746627678,-0.12407485876398545,-0.13086953622259306,-0.1223652970573048,-0.13687496126381374,-0.1302627844852931,-0.13676432986886183,0.11143593959772717,-0.13676432986886183,0.11143593959772717,0.11151110362032057,-0.127943457476504,0.12573196191938296,0.12573196191938296,0.043789112237735045,-0.12112912041461021,0.11622001006795829,0.11622001006795829,0.07562590483180653,-0.11641334509617296,-0.10824633888818812,-0.10824633888818812,-0.10824633888818812,-0.10022261342192304,-0.10022261342192304,-0.10614818191242832,-0.10614818191242832,-0.09908480244446864,-0.09772399495272933,-0.09908480244446864,0.08996165610964198,-0.10049190972203192,
2024-12-24,0.13684817906354382,-0.14390237278578014,-0.14386440059104638,-0.14848290494222657,-0.14568997024453564,-0.14626046188262318,-0.14201928079551557,-0.14193775224208743,-0.14174153668552344,-0.14193775224208743,-0.14180676686046453,-0.14193775224208743,0.0806300685907677,-0.14167911862950727,-0.13680679404754478,-0.1399419744438218,-0.1333286474913842,-0.14804377223930842,-0.14055467286361342,-0.1481063147517855,0.08752200663464017,-0.1481063147517855,0.08752200663464017,0.0875379791018211,-0.13929036038809642,0.08824451118562486,0.08824451118562486,0.06698150926508377,-0.12876380765818465,0.07901570036946448,0.07901570036946448,0.07990010967214774,-0.12760240087300923,-0.12211691994669215,-0.12211691994669215,-0.12211691994669215,-0.11955373811104217,-0.11955373811104217,-0.11905482774546558,-0.11905482774546558,-0.11696185019197818,-0.11683923734464335,-0.11696185019197818,0.08056573746516715,-0.11698762366471716,
2024-12-25,0.20471301678275508,-0.24256832267054804,-0.24255184930019136,-0.24027406716483835,-0.24230021936730067,-0.2402752507910855,-0.25138211202109084,-0.2513581564772621,-0.25306145997730456,-0.2513581564772621,-0.25306172713783714,-0.2513581564772621,0.3510765720493823,-0.254245169344117,-0.2260095163980675,-0.24002037075871335,-0.22374834623044068,-0.23666101148621216,-0.23799447016970784,-0.2366965019664093,0.2699104685730567,-0.2366965019664093,0.2699104685730567,0.2698806101484472,-0.23355819236800965,0.2692562502819929,0.2692562502819929,0.2160838513498532,-0.21400895725817012,0.2607630384281261,0.2607630384281261,0.20537549592493803,-0.2143942914324258,-0.21660389469457028,-0.21660389469457028,-0.21660389469457028,-0.21928025000443793,-0.21928025000443793,-0.2112963295239683,-0.2112963295239683,-0.21294189137008987,-0.2130476838084012,-0.21294189137008987,0.1475609428110559,-0.20665466203285912,
2024-12-26,0.17286526786715462,-0.16832771063123955,-0.16844042245415983,-0.1668366340890843,-0.16883599700810015,-0.16262621439109165,-0.1805887944645116,-0.1806190369763487,-0.18017674856624002,-0.1806190369763487,-0.18007807974077283,-0.1806190369763487,0.2483419421944253,-0.18173700627902103,-0.1619823158435377,-0.1725921779940672,-0.16390047304525324,-0.16097729709505867,-0.17049414310380132,-0.16092344700573824,0.11994301854107253,-0.16092344700573824,0.11994301854107253,0.11880992557742547,-0.1600406993348976,0.13517040618094692,0.13517040618094692,0.11367372267213846,-0.1431674621369665,0.12833924457534757,0.12833924457534757,0.14653668568472697,-0.15872861013081033,-0.1608182523407297,-0.1608182523407297,-0.1608182523407297,-0.16071556163225467,-0.16071556163225467,-0.16081320134833604,-0.16081320134833604,-0.15625961665852514,-0.15471835530662534,-0.15625961665852514,0.1457889262702964,-0.15380746213993743,
