factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.std_30,-0.03723808789759874,-1.7812933429955358,-0.08535938795523353,-2.905709700165744,-0.004499887682323258,0.42028985507246375,0.5,-0.00149358847233189,0.00297864174941953
