,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1021267.6320199023
Total Return [%],2.1267632019902387
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000217
Total Fees Paid,0.0
Max Drawdown [%],21.76745060277281
Max Drawdown Duration,221 days 00:00:00
Total Trades,45954
Total Closed Trades,45694
Total Open Trades,260
Open Trade PnL,12077.812477096244
Win Rate [%],69.30888081586204
Best Trade [%],288.41930280883946
Worst Trade [%],-31.815047087576687
Avg Winning Trade [%],8.62004088845681
Avg Losing Trade [%],-3.781683683575866
Avg Winning Trade Duration,7 days 20:40:45.317335017
Avg Losing Trade Duration,6 days 02:23:38.765360705
Profit Factor,1.0079140366865407
Expectancy,-0.14790768109114438
Sharpe Ratio,0.21175344023145262
Calmar Ratio,0.09935429156767185
Omega Ratio,1.0315988921705714
Sortino Ratio,0.2682726011274614
