,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1122849.5321172525
Total Return [%],12.28495321172524
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000102
Total Fees Paid,0.0
Max Drawdown [%],16.035030772178303
Max Drawdown Duration,138 days 00:00:00
Total Trades,47772
Total Closed Trades,47512
Total Open Trades,260
Open Trade PnL,-18514.830125195705
Win Rate [%],61.85805691193804
Best Trade [%],199.38937101666298
Worst Trade [%],-27.425983973204154
Avg Winning Trade [%],4.484301957189464
Avg Losing Trade [%],-3.168975386687479
Avg Winning Trade Duration,3 days 20:49:30.153113303
Avg Losing Trade Duration,4 days 16:34:52.515171948
Profit Factor,1.0929672393463143
Expectancy,2.389064471460685
Sharpe Ratio,0.6003551178282159
Calmar Ratio,0.7797059102127232
Omega Ratio,1.0913474958919736
Sortino Ratio,0.783476973304236
