,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1132361.3368499102
Total Return [%],13.236133684991033
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000308
Total Fees Paid,0.0
Max Drawdown [%],22.244640693427506
Max Drawdown Duration,135 days 00:00:00
Total Trades,42203
Total Closed Trades,41943
Total Open Trades,260
Open Trade PnL,-4728.116960655021
Win Rate [%],60.89216317383115
Best Trade [%],159.5418269307191
Worst Trade [%],-39.20231544657609
Avg Winning Trade [%],8.116026052216126
Avg Losing Trade [%],-5.36586709142131
Avg Winning Trade Duration,10 days 06:48:29.318715740
Avg Losing Trade Duration,11 days 12:49:01.423055708
Profit Factor,1.1538137159985207
Expectancy,3.1564730761865682
Sharpe Ratio,0.614327016447271
Calmar Ratio,0.6056123400984905
Omega Ratio,1.097090273917438
Sortino Ratio,0.7890835004494577
