factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha101.alpha017,-0.01892843438564398,-1.5760447200566452,-0.034246836941391884,-2.304376664631408,-0.014209146137373738,0.3698630136986301
