,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,969019.2358143579
Total Return [%],-3.0980764185642147
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000149
Total Fees Paid,0.0
Max Drawdown [%],25.291104807845922
Max Drawdown Duration,329 days 00:00:00
Total Trades,46984
Total Closed Trades,46724
Total Open Trades,260
Open Trade PnL,-10292.861439740245
Win Rate [%],57.29603629826213
Best Trade [%],116.75282302140401
Worst Trade [%],-32.39936751226406
Avg Winning Trade [%],4.054102642313503
Avg Losing Trade [%],-3.7280971031196097
Avg Winning Trade Duration,4 days 01:30:18.759105001
Avg Losing Trade Duration,5 days 22:28:49.037495560
Profit Factor,0.984208094511625
Expectancy,-0.7898782498894832
Sharpe Ratio,-0.0021651459457261418
Calmar Ratio,-0.12451140412765362
Omega Ratio,0.9996765584011155
Sortino Ratio,-0.002745171436873059
