datetime,benchmark,score_equal_weight,score_ic_weighted,score_rule_based
2026-04-21,0.002219677,-0.004455493156733548,-0.004455493156733548,-0.004455493156733548
2026-04-22,0.0066337585,0.00010123730034061751,0.00010123730034061751,0.00010123730034061751
2026-04-23,-0.00277102,-0.009187516352982428,-0.009187516352982428,-0.009187516352982428
2026-04-24,-0.0035434961,-0.00432079557338827,-0.00432079557338827,-0.00432079557338827
2026-04-27,0.00033128262,-0.0008655098728196364,-0.0008655098728196364,-0.001875083625882401
2026-04-28,-0.0026703477,0.007065709300141609,0.007065709300141609,0.007065709300141609
2026-04-29,0.010957837,-0.001532233835992658,-0.001532233835992658,-0.001532233835992658
2026-04-30,-0.00063198805,0.0,0.0,0.0
