factor,auto_label,usage,ic_future,ic_past_5d,ic_risk,ic_stability,monotonicity,top_bottom_spread,ic_future_vol,ic_future_drawdown,ic_past_1d,ic_past_3d,ic_past_10d
ga_final_0001,risk,risk_filter,-0.006295209623062962,0.04799133928012896,0.08881220134551833,0.5172413793103449,0.5,0.00020328109515318983,0.1450169991134155,0.03260740357762116,0.0068061002513185075,0.03569520409633996,0.06530161452252632
ga_final_0000,risk,risk_filter,-0.006378336729789631,0.04569522894224833,0.08757093127669262,0.5172413793103449,0.5,0.00015679183069750371,0.14320857535228657,0.03193328720109866,0.0025189781002651285,0.032766604974334125,0.06377588222956974
