factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,expr_key,expression,complexity,depth,non_null_ratio,operation,parents,mutation_op,first_generation,generation,fitness,monotonicity_score,top_bottom_spread
ga_g000_0003,0.013825622235036578,0.10965096251302042,0.1260875592714917,-0.006378336729789631,0.12157752428123719,-0.0524631239819874,0.5172413793103449,low,low,1,1,0.9987596899224805,random_init,,,0,0,0.07881610351051853,0.0,0.00015679183069750371
ga_g000_0005,0.01410233503310199,0.10983352133993442,0.1283973677713137,-0.006295209623062962,0.12152920726733754,-0.051799972735894546,0.5172413793103449,close,close,1,1,0.9987596899224805,random_init,,,0,0,0.07846771590535472,0.0,0.00020328109515318983
