,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1118834.4102650087
Total Return [%],11.883441026500877
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000063
Total Fees Paid,0.0
Max Drawdown [%],16.67443667378177
Max Drawdown Duration,135 days 00:00:00
Total Trades,45845
Total Closed Trades,45585
Total Open Trades,260
Open Trade PnL,-3545.8446949309773
Win Rate [%],62.21125370187561
Best Trade [%],84.70050965666044
Worst Trade [%],-27.28411403657491
Avg Winning Trade [%],4.731895443829873
Avg Losing Trade [%],-3.2933329771806257
Avg Winning Trade Duration,4 days 02:13:41.834338305
Avg Losing Trade Duration,4 days 18:38:20.734386933
Profit Factor,1.0936862451098834
Expectancy,2.339530919684819
Sharpe Ratio,0.5884833832882548
Calmar Ratio,0.725278264891157
Omega Ratio,1.0954164780505198
Sortino Ratio,0.7495859932423679
